Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Albania,Baby Food,Online,C,10/16/2013,218088757,11/14/2013,6165,255.28,159.42,1573801.2,982824.3,590976.9
Asia,China,Fruits,Online,M,8/20/2012,625441634,9/26/2012,933,9.33,6.92,8704.89,6456.36,2248.53
Middle East and North Africa,Somalia,Vegetables,Offline,M,05/09/2015,341493546,6/24/2015,4384,154.06,90.93,675399.04,398637.12,276761.92
Middle East and North Africa,Iraq,Meat,Offline,H,5/16/2017,544418323,6/18/2017,4335,421.89,364.69,1828893.15,1580931.15,247962
Australia and Oceania,Vanuatu,Beverages,Online,H,3/13/2015,232702291,4/23/2015,634,47.45,31.79,30083.3,20154.86,9928.44
Middle East and North Africa,Saudi Arabia,Meat,Online,M,03/04/2010,275144279,03/04/2010,161,421.89,364.69,67924.29,58715.09,9209.2
Europe,Denmark,Cosmetics,Offline,H,4/15/2012,260855615,4/19/2012,1828,437.2,263.33,799201.6,481367.24,317834.36
Asia,Tajikistan,Beverages,Offline,L,09/01/2013,749260127,10/06/2013,1577,47.45,31.79,74828.65,50132.83,24695.82
Europe,Bulgaria,Fruits,Offline,M,1/24/2015,120094144,03/02/2015,7381,9.33,6.92,68864.73,51076.52,17788.21
Asia,Bhutan,Fruits,Offline,L,07/07/2014,423406493,8/19/2014,4245,9.33,6.92,39605.85,29375.4,10230.45
Middle East and North Africa,Oman,Cosmetics,Offline,H,2/14/2011,629558503,2/14/2011,9206,437.2,263.33,4024863.2,2424215.98,1600647.22
Europe,Czech Republic,Clothes,Online,L,5/30/2016,679224002,7/14/2016,6331,109.28,35.84,691851.68,226903.04,464948.64
Central America and the Caribbean,Honduras,Office Supplies,Offline,M,09/07/2012,133389317,9/30/2012,1718,651.21,524.96,1118778.78,901881.28,216897.5
Sub-Saharan Africa,Gabon,Personal Care,Online,L,5/18/2017,423353278,06/10/2017,8498,81.73,56.67,694541.54,481581.66,212959.88
Europe,Bosnia and Herzegovina,Meat,Online,L,2/21/2011,800727212,04/05/2011,1831,421.89,364.69,772480.59,667747.39,104733.2
Middle East and North Africa,Morocco,Meat,Online,H,4/29/2017,587434947,5/20/2017,3910,421.89,364.69,1649589.9,1425937.9,223652
Europe,Denmark,Meat,Online,H,12/03/2014,525712811,12/12/2014,8958,421.89,364.69,3779290.62,3266893.02,512397.6
Sub-Saharan Africa,Sudan,Beverages,Offline,C,6/26/2010,528109633,8/13/2010,8231,47.45,31.79,390560.95,261663.49,128897.46
Australia and Oceania,Vanuatu,Office Supplies,Online,M,8/20/2011,127486741,9/27/2011,5015,651.21,524.96,3265818.15,2632674.4,633143.75
Middle East and North Africa,Israel,Cosmetics,Offline,H,09/12/2015,727017962,10/03/2015,9626,437.2,263.33,4208487.2,2534814.58,1673672.62
Sub-Saharan Africa,Sao Tome and Principe,Snacks,Offline,H,6/29/2013,650189626,07/02/2013,4414,152.58,97.44,673488.12,430100.16,243387.96
Sub-Saharan Africa,Madagascar,Fruits,Offline,C,11/02/2015,990800559,11/27/2015,8758,9.33,6.92,81712.14,60605.36,21106.78
Sub-Saharan Africa,Central African Republic,Cereal,Online,L,11/22/2011,662962090,01/05/2012,4070,205.7,117.11,837199,476637.7,360561.3
Central America and the Caribbean,Saint Kitts and Nevis ,Baby Food,Offline,C,10/25/2010,451098048,10/28/2010,8792,255.28,159.42,2244421.76,1401620.64,842801.12
Central America and the Caribbean,Dominica,Meat,Online,L,04/06/2015,759944760,4/17/2015,3397,421.89,364.69,1433160.33,1238851.93,194308.4
Sub-Saharan Africa,Togo,Baby Food,Online,M,01/04/2010,264551055,1/17/2010,5391,255.28,159.42,1376214.48,859433.22,516781.26
Sub-Saharan Africa,Mauritius ,Snacks,Online,M,3/16/2011,860278260,04/04/2011,4309,152.58,97.44,657467.22,419868.96,237598.26
Australia and Oceania,Tuvalu,Vegetables,Offline,C,02/12/2017,912800204,03/09/2017,6720,154.06,90.93,1035283.2,611049.6,424233.6
Australia and Oceania,Federated States of Micronesia,Clothes,Offline,M,12/10/2011,208103215,1/22/2012,1221,109.28,35.84,133430.88,43760.64,89670.24
Central America and the Caribbean,Grenada,Fruits,Online,M,01/05/2015,402486121,1/25/2015,3442,9.33,6.92,32113.86,23818.64,8295.22
Sub-Saharan Africa,Ghana,Clothes,Online,M,06/08/2016,972560250,6/29/2016,1045,109.28,35.84,114197.6,37452.8,76744.8
Central America and the Caribbean,Saint Lucia,Vegetables,Offline,L,03/06/2011,565249431,4/19/2011,8722,154.06,90.93,1343711.32,793091.46,550619.86
Europe,Denmark,Snacks,Online,H,5/26/2010,147789990,5/30/2010,3197,152.58,97.44,487798.26,311515.68,176282.58
Europe,Bosnia and Herzegovina,Fruits,Online,H,12/27/2014,757730758,12/30/2014,8225,9.33,6.92,76739.25,56917,19822.25
Australia and Oceania,Marshall Islands,Cereal,Offline,H,9/24/2011,352933061,10/01/2011,9590,205.7,117.11,1972663,1123084.9,849578.1
Asia,Bhutan,Cosmetics,Online,H,12/30/2014,561570727,1/17/2015,112,437.2,263.33,48966.4,29492.96,19473.44
Middle East and North Africa,Algeria,Baby Food,Offline,C,07/01/2017,832130086,07/05/2017,4639,255.28,159.42,1184243.92,739549.38,444694.54
Europe,Malta,Fruits,Offline,L,10/18/2016,683409965,11/08/2016,5050,9.33,6.92,47116.5,34946,12170.5
Sub-Saharan Africa,The Gambia,Cereal,Offline,M,07/10/2011,154521691,8/15/2011,5257,205.7,117.11,1081364.9,615647.27,465717.63
Europe,Serbia,Cosmetics,Offline,M,9/22/2012,254889094,9/27/2012,6202,437.2,263.33,2711514.4,1633172.66,1078341.74
Sub-Saharan Africa,Mauritania,Meat,Online,L,5/19/2017,714248502,5/19/2017,859,421.89,364.69,362403.51,313268.71,49134.8
Europe,Georgia,Office Supplies,Offline,L,2/29/2012,432648742,3/30/2012,9232,651.21,524.96,6011970.72,4846430.72,1165540
Central America and the Caribbean,Haiti,Baby Food,Online,M,02/07/2015,630451142,2/21/2015,3358,255.28,159.42,857230.24,535332.36,321897.88
Europe,Russia,Office Supplies,Online,H,3/24/2011,798329532,04/06/2011,2304,651.21,524.96,1500387.84,1209507.84,290880
Sub-Saharan Africa,Republic of the Congo,Office Supplies,Offline,L,11/28/2016,947270238,11/29/2016,7169,651.21,524.96,4668524.49,3763438.24,905086.25
Europe,Switzerland,Baby Food,Online,M,07/07/2015,258572089,8/15/2015,6082,255.28,159.42,1552612.96,969592.44,583020.52
Australia and Oceania,Australia,Baby Food,Offline,C,03/10/2014,233846414,03/10/2014,9205,255.28,159.42,2349852.4,1467461.1,882391.3
Europe,Kosovo,Cosmetics,Offline,L,05/12/2017,645017039,07/01/2017,3730,437.2,263.33,1630756,982220.9,648535.1
Europe,Albania,Baby Food,Offline,L,5/17/2015,884320294,5/30/2015,8882,255.28,159.42,2267396.96,1415968.44,851428.52
Europe,Belarus,Fruits,Online,H,12/31/2010,414305007,01/04/2011,913,9.33,6.92,8518.29,6317.96,2200.33
Asia,Mongolia,Vegetables,Online,C,8/24/2015,117832505,8/26/2015,8112,154.06,90.93,1249734.72,737624.16,512110.56
Central America and the Caribbean,Saint Lucia,Household,Offline,H,04/10/2015,948076617,05/03/2015,5794,668.27,502.54,3871956.38,2911716.76,960239.62
Sub-Saharan Africa,Tanzania,Personal Care,Online,C,1/25/2012,778523671,03/10/2012,1310,81.73,56.67,107066.3,74237.7,32828.6
Asia,Taiwan,Office Supplies,Offline,M,1/20/2013,252972495,2/26/2013,9038,651.21,524.96,5885635.98,4744588.48,1141047.5
Europe,Sweden,Cosmetics,Online,L,03/09/2011,535534417,04/07/2011,5390,437.2,263.33,2356508,1419348.7,937159.3
Central America and the Caribbean,Panama,Cosmetics,Offline,M,10/30/2011,160633265,12/10/2011,3808,437.2,263.33,1664857.6,1002760.64,662096.96
Australia and Oceania,Samoa ,Vegetables,Offline,H,11/06/2013,883005368,11/10/2013,9766,154.06,90.93,1504549.96,888022.38,616527.58
Europe,Ireland,Personal Care,Online,L,5/24/2013,927699553,07/05/2013,5768,81.73,56.67,471418.64,326872.56,144546.08
Central America and the Caribbean,El Salvador,Snacks,Online,H,3/31/2015,840077149,05/06/2015,6352,152.58,97.44,969188.16,618938.88,350249.28
Sub-Saharan Africa,Guinea,Snacks,Offline,M,11/19/2013,335811984,11/28/2013,3083,152.58,97.44,470404.14,300407.52,169996.62
Australia and Oceania,East Timor,Vegetables,Offline,C,06/09/2012,550890386,7/28/2012,9562,154.06,90.93,1473121.72,869472.66,603649.06
Europe,Slovakia,Cereal,Online,C,4/25/2011,891611182,5/22/2011,6417,205.7,117.11,1319976.9,751494.87,568482.03
Sub-Saharan Africa,Ghana,Office Supplies,Online,M,12/21/2011,384585702,1/22/2012,6310,651.21,524.96,4109135.1,3312497.6,796637.5
Europe,Poland,Beverages,Offline,H,03/01/2013,826737773,04/09/2013,8934,47.45,31.79,423918.3,284011.86,139906.44
Middle East and North Africa,Azerbaijan,Baby Food,Offline,L,9/13/2014,935303723,10/20/2014,6011,255.28,159.42,1534488.08,958273.62,576214.46
Sub-Saharan Africa,Sao Tome and Principe,Cereal,Offline,L,09/01/2013,397832381,09/02/2013,6297,205.7,117.11,1295292.9,737441.67,557851.23
Europe,Luxembourg,Cosmetics,Online,M,10/20/2015,322185075,11/14/2015,578,437.2,263.33,252701.6,152204.74,100496.86
Asia,Philippines,Household,Online,C,07/11/2016,986535632,8/16/2016,6671,668.27,502.54,4458029.17,3352444.34,1105584.83
Asia,Malaysia,Meat,Online,C,05/06/2012,489370381,5/31/2012,4426,421.89,364.69,1867285.14,1614117.94,253167.2
Sub-Saharan Africa,South Sudan,Clothes,Online,L,03/07/2012,599488151,3/30/2012,721,109.28,35.84,78790.88,25840.64,52950.24
