Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Hungary,Clothes,Online,L,1/26/2017,612811648,2/23/2017,3440,109.28,35.84,375923.2,123289.6,252633.6
Europe,Malta,Household,Offline,L,04/06/2012,451937901,5/19/2012,7323,668.27,502.54,4893741.21,3680100.42,1213640.79
Asia,Brunei,Cosmetics,Online,L,07/06/2013,170612800,08/12/2013,6974,437.2,263.33,3049032.8,1836463.42,1212569.38
Sub-Saharan Africa,Central African Republic,Meat,Offline,C,08/09/2016,820447671,8/20/2016,7553,421.89,364.69,3186535.17,2754503.57,432031.6
Europe,Monaco,Beverages,Online,M,08/12/2014,823366343,8/15/2014,1253,47.45,31.79,59454.85,39832.87,19621.98
Asia,Laos,Meat,Offline,M,10/22/2016,921605145,11/06/2016,2298,421.89,364.69,969503.22,838057.62,131445.6
Sub-Saharan Africa,Mauritius ,Meat,Offline,L,08/09/2014,127712905,9/14/2014,1941,421.89,364.69,818888.49,707863.29,111025.2
Sub-Saharan Africa,Mauritius ,Household,Offline,H,8/15/2015,674550950,09/02/2015,3471,668.27,502.54,2319565.17,1744316.34,575248.83
Central America and the Caribbean,Dominica,Cosmetics,Online,M,03/08/2017,365293109,03/11/2017,7203,437.2,263.33,3149151.6,1896765.99,1252385.61
Europe,Ukraine,Personal Care,Offline,H,02/11/2010,223425710,3/30/2010,5487,81.73,56.67,448452.51,310948.29,137504.22
Europe,Luxembourg,Beverages,Online,M,10/18/2012,442747581,11/26/2012,7703,47.45,31.79,365507.35,244878.37,120628.98
Australia and Oceania,Nauru,Household,Online,C,5/26/2014,837370049,07/02/2014,5261,668.27,502.54,3515768.47,2643862.94,871905.53
Middle East and North Africa,Pakistan,Personal Care,Offline,H,07/03/2016,391716945,08/08/2016,6604,81.73,56.67,539744.92,374248.68,165496.24
Middle East and North Africa,Iraq,Cereal,Offline,C,03/10/2014,410524594,4/21/2014,2205,205.7,117.11,453568.5,258227.55,195340.95
Middle East and North Africa,Jordan,Household,Offline,M,12/16/2014,468841826,12/17/2014,9570,668.27,502.54,6395343.9,4809307.8,1586036.1
Europe,Sweden,Household,Online,C,3/26/2012,662029969,4/19/2012,8235,668.27,502.54,5503203.45,4138416.9,1364786.55
Sub-Saharan Africa,Gabon,Office Supplies,Online,M,11/11/2011,255762851,11/17/2011,4766,651.21,524.96,3103666.86,2501959.36,601707.5
Europe,Russia,Cosmetics,Online,M,03/06/2013,836026799,3/16/2013,7763,437.2,263.33,3393983.6,2044230.79,1349752.81
Central America and the Caribbean,Costa Rica,Beverages,Offline,H,10/20/2012,459120643,11/22/2012,2856,47.45,31.79,135517.2,90792.24,44724.96
Sub-Saharan Africa,South Sudan,Snacks,Online,M,12/27/2015,401655709,02/03/2016,7705,152.58,97.44,1175628.9,750775.2,424853.7
Central America and the Caribbean,Dominica,Baby Food,Offline,M,2/13/2010,210555827,03/10/2010,7003,255.28,159.42,1787725.84,1116418.26,671307.58
Sub-Saharan Africa,Lesotho,Baby Food,Online,C,12/11/2013,853057324,12/19/2013,7474,255.28,159.42,1907962.72,1191505.08,716457.64
Australia and Oceania,New Zealand,Baby Food,Offline,L,03/11/2013,666709029,4/21/2013,2872,255.28,159.42,733164.16,457854.24,275309.92
Europe,Slovakia,Meat,Offline,L,5/17/2017,309372270,6/22/2017,8984,421.89,364.69,3790259.76,3276374.96,513884.8
Asia,Thailand,Vegetables,Online,H,7/27/2010,509220874,9/14/2010,8627,154.06,90.93,1329075.62,784453.11,544622.51
North America,Canada,Baby Food,Online,L,10/11/2015,714741170,11/26/2015,6650,255.28,159.42,1697612,1060143,637469
Sub-Saharan Africa,The Gambia,Cereal,Offline,L,06/01/2015,444731986,07/03/2015,4932,205.7,117.11,1014512.4,577586.52,436925.88
Sub-Saharan Africa,Djibouti,Snacks,Online,M,09/09/2015,638304650,10/06/2015,7385,152.58,97.44,1126803.3,719594.4,407208.9
Sub-Saharan Africa,Kenya,Snacks,Online,M,07/01/2012,504882991,08/06/2012,4951,152.58,97.44,755423.58,482425.44,272998.14
Asia,Tajikistan,Fruits,Online,M,5/24/2010,674203336,6/22/2010,604,9.33,6.92,5635.32,4179.68,1455.64
Europe,Hungary,Fruits,Offline,M,03/12/2011,946314513,3/28/2011,4349,9.33,6.92,40576.17,30095.08,10481.09
Asia,Cambodia,Baby Food,Offline,L,3/20/2010,741577851,04/06/2010,8221,255.28,159.42,2098656.88,1310591.82,788065.06
Australia and Oceania,Nauru,Household,Offline,M,3/14/2015,450667178,4/27/2015,1288,668.27,502.54,860731.76,647271.52,213460.24
Australia and Oceania,New Zealand,Beverages,Offline,H,3/24/2012,984568822,04/10/2012,4649,47.45,31.79,220595.05,147791.71,72803.34
Middle East and North Africa,Libya,Beverages,Online,C,12/17/2014,624581611,02/05/2015,6433,47.45,31.79,305245.85,204505.07,100740.78
Sub-Saharan Africa,Gabon,Vegetables,Online,M,5/25/2015,872316873,06/10/2015,6802,154.06,90.93,1047916.12,618505.86,429410.26
Asia,North Korea,Beverages,Offline,H,5/22/2010,599698436,6/20/2010,2949,47.45,31.79,139930.05,93748.71,46181.34
Europe,Netherlands,Vegetables,Offline,H,01/01/2013,998962628,1/17/2013,4096,154.06,90.93,631029.76,372449.28,258580.48
Sub-Saharan Africa,Botswana,Fruits,Offline,H,11/11/2010,632658278,12/22/2010,6499,9.33,6.92,60635.67,44973.08,15662.59
Europe,Finland,Beverages,Online,C,5/16/2015,383646714,6/15/2015,8443,47.45,31.79,400620.35,268402.97,132217.38
Europe,Serbia,Baby Food,Online,L,07/02/2012,305101764,07/04/2012,5247,255.28,159.42,1339454.16,836476.74,502977.42
Australia and Oceania,Tuvalu,Household,Online,H,01/02/2012,970509755,02/06/2012,4258,668.27,502.54,2845493.66,2139815.32,705678.34
Middle East and North Africa,Egypt,Vegetables,Online,H,4/30/2013,323669517,6/16/2013,9857,154.06,90.93,1518569.42,896297.01,622272.41
Middle East and North Africa,Kuwait,Cereal,Offline,H,01/02/2017,428692376,1/20/2017,8455,205.7,117.11,1739193.5,990165.05,749028.45
Central America and the Caribbean,Trinidad and Tobago,Cereal,Offline,C,04/03/2013,720002162,4/22/2013,3495,205.7,117.11,718921.5,409299.45,309622.05
Asia,Bhutan,Cosmetics,Online,M,02/03/2016,252335202,03/05/2016,449,437.2,263.33,196302.8,118235.17,78067.63
Asia,Sri Lanka,Personal Care,Offline,C,1/31/2014,850740325,2/26/2014,1822,81.73,56.67,148912.06,103252.74,45659.32
Sub-Saharan Africa,Democratic Republic of the Congo,Baby Food,Online,C,01/06/2012,360578858,2/13/2012,2152,255.28,159.42,549362.56,343071.84,206290.72
Australia and Oceania,Papua New Guinea,Fruits,Online,H,12/10/2011,297524631,1/17/2012,3005,9.33,6.92,28036.65,20794.6,7242.05
Sub-Saharan Africa,Swaziland,Cereal,Online,C,12/27/2016,897563970,01/09/2017,7979,205.7,117.11,1641280.3,934420.69,706859.61
Sub-Saharan Africa,Togo,Cereal,Offline,L,06/01/2012,666995704,07/08/2012,7706,205.7,117.11,1585124.2,902449.66,682674.54
Europe,Croatia,Snacks,Online,L,11/01/2014,432431161,12/17/2014,4845,152.58,97.44,739250.1,472096.8,267153.3
Sub-Saharan Africa,Niger,Beverages,Online,H,06/03/2015,190794169,6/20/2015,9089,47.45,31.79,431273.05,288939.31,142333.74
Asia,North Korea,Meat,Online,L,12/25/2013,459321057,02/01/2014,2163,421.89,364.69,912548.07,788824.47,123723.6
Australia and Oceania,Marshall Islands,Cosmetics,Offline,M,03/10/2015,925560653,4/15/2015,2820,437.2,263.33,1232904,742590.6,490313.4
Europe,Kosovo,Beverages,Offline,C,03/08/2017,897374284,03/09/2017,1847,47.45,31.79,87640.15,58716.13,28924.02
Central America and the Caribbean,Trinidad and Tobago,Cosmetics,Online,H,5/31/2015,652935779,6/13/2015,7061,437.2,263.33,3087069.2,1859373.13,1227696.07
Sub-Saharan Africa,Tanzania,Clothes,Online,L,12/08/2013,990731465,12/21/2013,8312,109.28,35.84,908335.36,297902.08,610433.28
Central America and the Caribbean,Saint Vincent and the Grenadines,Beverages,Offline,C,02/11/2014,979560172,3/15/2014,2478,47.45,31.79,117581.1,78775.62,38805.48
Europe,Germany,Office Supplies,Online,H,10/12/2010,208533227,10/23/2010,8471,651.21,524.96,5516399.91,4446936.16,1069463.75
Sub-Saharan Africa,Rwanda,Fruits,Online,C,3/16/2011,137074458,4/20/2011,2233,9.33,6.92,20833.89,15452.36,5381.53
Sub-Saharan Africa,Namibia,Baby Food,Online,H,2/21/2016,944920194,04/09/2016,1738,255.28,159.42,443676.64,277071.96,166604.68
Europe,Macedonia,Personal Care,Online,M,1/22/2016,182119262,2/23/2016,1991,81.73,56.67,162724.43,112829.97,49894.46
Central America and the Caribbean,Haiti,Meat,Online,H,1/21/2010,419032990,2/25/2010,29,421.89,364.69,12234.81,10576.01,1658.8
Sub-Saharan Africa,Malawi,Vegetables,Online,L,3/26/2017,696335208,05/06/2017,9917,154.06,90.93,1527813.02,901752.81,626060.21
Middle East and North Africa,United Arab Emirates,Meat,Offline,C,4/24/2012,575012242,06/12/2012,7755,421.89,364.69,3271756.95,2828170.95,443586
Sub-Saharan Africa,Angola,Meat,Online,C,9/27/2012,586362922,11/10/2012,6674,421.89,364.69,2815693.86,2433941.06,381752.8
