Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Australia and Oceania,Nauru,Meat,Offline,M,12/18/2012,648556697,12/28/2012,1194,421.89,364.69,503736.66,435439.86,68296.8
Australia and Oceania,Papua New Guinea,Beverages,Offline,H,6/15/2013,792388761,6/23/2013,4298,47.45,31.79,203940.1,136633.42,67306.68
Australia and Oceania,Solomon Islands,Fruits,Online,L,10/10/2013,335886657,10/26/2013,5181,9.33,6.92,48338.73,35852.52,12486.21
Europe,Serbia,Personal Care,Online,L,10/23/2016,499411714,10/29/2016,5879,81.73,56.67,480490.67,333162.93,147327.74
Europe,Iceland,Cereal,Online,L,2/28/2015,773637759,04/07/2015,5460,205.7,117.11,1123122,639420.6,483701.4
Europe,Malta,Meat,Offline,H,1/20/2010,269551122,2/24/2010,5022,421.89,364.69,2118731.58,1831473.18,287258.4
Sub-Saharan Africa,Mauritania,Beverages,Offline,H,2/22/2015,868450629,03/01/2015,2695,47.45,31.79,127877.75,85674.05,42203.7
Central America and the Caribbean,Dominican Republic,Baby Food,Offline,M,11/11/2014,471947610,12/12/2014,8640,255.28,159.42,2205619.2,1377388.8,828230.4
Middle East and North Africa,Oman,Personal Care,Online,M,8/20/2013,651965892,09/08/2013,50,81.73,56.67,4086.5,2833.5,1253
Asia,Indonesia,Fruits,Online,C,12/13/2016,800741803,1/30/2017,6149,9.33,6.92,57370.17,42551.08,14819.09
Sub-Saharan Africa,Guinea-Bissau,Household,Offline,H,06/08/2012,380824172,07/09/2012,3190,668.27,502.54,2131781.3,1603102.6,528678.7
Asia,South Korea,Fruits,Offline,M,6/30/2011,275074326,8/16/2011,9461,9.33,6.92,88271.13,65470.12,22801.01
Sub-Saharan Africa,Togo,Office Supplies,Offline,H,3/31/2015,536666095,04/12/2015,278,651.21,524.96,181036.38,145938.88,35097.5
Middle East and North Africa,Lebanon,Meat,Offline,H,9/18/2010,839085805,9/23/2010,2991,421.89,364.69,1261872.99,1090787.79,171085.2
Middle East and North Africa,Yemen,Snacks,Offline,H,07/04/2012,926132285,8/18/2012,1979,152.58,97.44,301955.82,192833.76,109122.06
Europe,Andorra,Meat,Online,L,7/28/2013,161916863,08/08/2013,3653,421.89,364.69,1541164.17,1332212.57,208951.6
Sub-Saharan Africa,Mauritania,Household,Online,M,9/16/2011,680863368,10/10/2011,1456,668.27,502.54,973001.12,731698.24,241302.88
Europe,Estonia,Vegetables,Offline,H,05/10/2013,637708127,5/25/2013,861,154.06,90.93,132645.66,78290.73,54354.93
Sub-Saharan Africa,Chad,Meat,Online,L,8/27/2014,957499969,09/02/2014,4373,421.89,364.69,1844924.97,1594789.37,250135.6
Sub-Saharan Africa,Botswana,Baby Food,Offline,C,10/23/2012,385600221,11/24/2012,6529,255.28,159.42,1666723.12,1040853.18,625869.94
Europe,Iceland,Household,Offline,C,6/19/2017,437682712,07/02/2017,8895,668.27,502.54,5944261.65,4470093.3,1474168.35
Sub-Saharan Africa,Nigeria,Cereal,Offline,C,08/03/2016,449733769,09/08/2016,5071,205.7,117.11,1043104.7,593864.81,449239.89
Europe,Slovenia,Baby Food,Online,L,08/03/2010,728052222,8/28/2010,5686,255.28,159.42,1451522.08,906462.12,545059.96
Central America and the Caribbean,Saint Kitts and Nevis ,Baby Food,Offline,L,1/29/2016,299249398,2/14/2016,3402,255.28,159.42,868462.56,542346.84,326115.72
Australia and Oceania,Tonga,Meat,Online,L,8/27/2016,960249125,10/03/2016,7910,421.89,364.69,3337149.9,2884697.9,452452
Asia,Tajikistan,Snacks,Online,M,2/18/2012,528287732,3/14/2012,935,152.58,97.44,142662.3,91106.4,51555.9
Asia,Indonesia,Personal Care,Online,L,10/01/2014,490914046,10/07/2014,1230,81.73,56.67,100527.9,69704.1,30823.8
Central America and the Caribbean,Dominica,Household,Offline,M,1/31/2015,155989396,2/23/2015,9584,668.27,502.54,6404699.68,4816343.36,1588356.32
Asia,South Korea,Meat,Offline,H,2/22/2016,701687610,2/25/2016,3812,421.89,364.69,1608244.68,1390198.28,218046.4
Central America and the Caribbean,Dominica,Baby Food,Online,C,06/04/2014,226495015,7/13/2014,3763,255.28,159.42,960618.64,599897.46,360721.18
Sub-Saharan Africa,Djibouti,Vegetables,Offline,M,4/13/2011,499210441,4/23/2011,6318,154.06,90.93,973351.08,574495.74,398855.34
Australia and Oceania,Australia,Fruits,Online,L,09/10/2016,208945214,9/20/2016,387,9.33,6.92,3610.71,2678.04,932.67
Australia and Oceania,Tonga,Snacks,Online,C,3/21/2015,815123164,04/11/2015,1913,152.58,97.44,291885.54,186402.72,105482.82
Central America and the Caribbean,Saint Lucia,Personal Care,Offline,C,03/07/2015,697480618,4/13/2015,8869,81.73,56.67,724863.37,502606.23,222257.14
Australia and Oceania,Vanuatu,Meat,Online,M,8/13/2014,106066405,9/25/2014,6261,421.89,364.69,2641453.29,2283324.09,358129.2
Asia,North Korea,Baby Food,Online,H,8/17/2012,711241853,9/20/2012,1124,255.28,159.42,286934.72,179188.08,107746.64
Middle East and North Africa,Jordan,Household,Offline,C,03/03/2013,653680789,4/18/2013,7527,668.27,502.54,5030068.29,3782618.58,1247449.71
Sub-Saharan Africa,Cape Verde,Baby Food,Online,C,09/08/2013,394369542,10/05/2013,1566,255.28,159.42,399768.48,249651.72,150116.76
Middle East and North Africa,Somalia,Vegetables,Online,H,6/22/2016,464606940,07/05/2016,6373,154.06,90.93,981824.38,579496.89,402327.49
Europe,Ireland,Baby Food,Offline,H,4/27/2017,116004312,4/30/2017,7109,255.28,159.42,1814785.52,1133316.78,681468.74
Asia,Laos,Vegetables,Offline,L,11/12/2016,470485484,12/20/2016,5965,154.06,90.93,918967.9,542397.45,376570.45
Middle East and North Africa,Algeria,Vegetables,Online,L,10/23/2016,470286786,11/08/2016,7166,154.06,90.93,1103993.96,651604.38,452389.58
Sub-Saharan Africa,Senegal,Cereal,Online,H,2/23/2016,927957046,3/22/2016,1966,205.7,117.11,404406.2,230238.26,174167.94
Europe,Croatia,Household,Online,M,11/30/2014,476357591,12/27/2014,3652,668.27,502.54,2440522.04,1835276.08,605245.96
Asia,India,Baby Food,Online,C,06/11/2010,518662250,6/14/2010,2540,255.28,159.42,648411.2,404926.8,243484.4
Europe,Luxembourg,Snacks,Offline,M,04/09/2016,278357350,4/21/2016,981,152.58,97.44,149680.98,95588.64,54092.34
Middle East and North Africa,United Arab Emirates,Baby Food,Offline,C,12/02/2012,849241721,1/17/2013,8352,255.28,159.42,2132098.56,1331475.84,800622.72
Middle East and North Africa,Turkey,Cereal,Online,H,04/10/2012,245426690,4/20/2012,6066,205.7,117.11,1247776.2,710389.26,537386.94
Europe,San Marino,Snacks,Online,L,12/01/2015,151336085,12/01/2015,2566,152.58,97.44,391520.28,250031.04,141489.24
Sub-Saharan Africa,Tanzania,Household,Offline,H,05/09/2011,971706235,06/01/2011,8323,668.27,502.54,5562011.21,4182640.42,1379370.79
Sub-Saharan Africa,Senegal,Cosmetics,Offline,C,8/29/2013,481585967,9/22/2013,844,437.2,263.33,368996.8,222250.52,146746.28
Central America and the Caribbean,Jamaica,Meat,Online,H,04/05/2016,576336610,4/18/2016,9665,421.89,364.69,4077566.85,3524728.85,552838
Sub-Saharan Africa,Mozambique,Cosmetics,Offline,H,06/05/2017,521631991,07/12/2017,1353,437.2,263.33,591531.6,356285.49,235246.11
Australia and Oceania,Vanuatu,Cosmetics,Online,L,6/30/2016,103458440,07/07/2016,4506,437.2,263.33,1970023.2,1186564.98,783458.22
Asia,North Korea,Beverages,Online,C,1/31/2010,978114783,2/21/2010,4755,47.45,31.79,225624.75,151161.45,74463.3
Sub-Saharan Africa,Mauritania,Cosmetics,Offline,C,01/08/2011,822212350,2/20/2011,9761,437.2,263.33,4267509.2,2570364.13,1697145.07
Europe,Romania,Cereal,Offline,H,04/07/2014,982674968,4/28/2014,4215,205.7,117.11,867025.5,493618.65,373406.85
Asia,Tajikistan,Personal Care,Online,M,11/04/2015,626738965,11/25/2015,4842,81.73,56.67,395736.66,274396.14,121340.52
Middle East and North Africa,Tunisia ,Office Supplies,Online,H,8/16/2016,791953170,9/30/2016,5397,651.21,524.96,3514580.37,2833209.12,681371.25
Middle East and North Africa,Qatar,Fruits,Online,H,12/27/2010,336178910,01/02/2011,1665,9.33,6.92,15534.45,11521.8,4012.65
Sub-Saharan Africa,Mozambique,Beverages,Offline,L,4/17/2013,887590014,4/28/2013,6464,47.45,31.79,306716.8,205490.56,101226.24
Sub-Saharan Africa,Burundi,Beverages,Online,H,04/02/2016,994672811,4/26/2016,4643,47.45,31.79,220310.35,147600.97,72709.38
Sub-Saharan Africa,Seychelles ,Snacks,Offline,M,06/06/2017,176226127,06/08/2017,8082,152.58,97.44,1233151.56,787510.08,445641.48
Europe,Armenia,Baby Food,Online,C,6/16/2015,271361291,6/29/2015,691,255.28,159.42,176398.48,110159.22,66239.26
Europe,Austria,Snacks,Offline,H,10/21/2013,489502131,11/03/2013,3413,152.58,97.44,520755.54,332562.72,188192.82
Asia,Mongolia,Personal Care,Offline,C,01/08/2017,560384976,1/31/2017,9222,81.73,56.67,753714.06,522610.74,231103.32
Europe,Armenia,Meat,Offline,H,10/16/2011,284058654,10/17/2011,8123,421.89,364.69,3427012.47,2962376.87,464635.6
Europe,Italy,Household,Online,H,2/20/2016,880884492,03/10/2016,2151,668.27,502.54,1437448.77,1080963.54,356485.23
Europe,Albania,Cereal,Online,H,1/31/2015,941536319,03/09/2015,375,205.7,117.11,77137.5,43916.25,33221.25
Sub-Saharan Africa,Djibouti,Clothes,Offline,L,06/09/2017,477000463,07/05/2017,3892,109.28,35.84,425317.76,139489.28,285828.48
Australia and Oceania,Fiji,Personal Care,Offline,L,2/19/2014,468575751,2/19/2014,832,81.73,56.67,67999.36,47149.44,20849.92
Australia and Oceania,Fiji,Vegetables,Offline,H,4/28/2012,617873513,06/01/2012,1358,154.06,90.93,209213.48,123482.94,85730.54
Middle East and North Africa,Israel,Snacks,Offline,C,06/05/2016,696817576,7/13/2016,2661,152.58,97.44,406015.38,259287.84,146727.54
Asia,Indonesia,Personal Care,Online,L,10/16/2016,997644269,11/27/2016,3964,81.73,56.67,323977.72,224639.88,99337.84
Middle East and North Africa,Libya,Vegetables,Offline,H,03/10/2016,982902419,3/17/2016,1523,154.06,90.93,234633.38,138486.39,96146.99
