Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Sub-Saharan Africa,Mauritania,Cereal,Offline,M,10/27/2015,829865014,10/31/2015,4354,205.7,117.11,895617.8,509896.94,385720.86
Europe,Ukraine,Meat,Offline,M,11/30/2012,144929683,12/31/2012,6769,421.89,364.69,2855773.41,2468586.61,387186.8
Sub-Saharan Africa,Uganda,Personal Care,Online,L,12/12/2015,733048856,01/11/2016,4301,81.73,56.67,351520.73,243737.67,107783.06
Asia,Myanmar,Beverages,Online,C,5/18/2015,144271361,6/22/2015,1957,47.45,31.79,92859.65,62213.03,30646.62
Asia,Kyrgyzstan,Cosmetics,Online,L,4/22/2010,948958528,06/04/2010,6771,437.2,263.33,2960281.2,1783007.43,1177273.77
Middle East and North Africa,Oman,Beverages,Offline,H,04/05/2012,387784183,5/14/2012,2812,47.45,31.79,133429.4,89393.48,44035.92
Sub-Saharan Africa,Namibia,Meat,Offline,C,02/11/2011,721734654,03/04/2011,6178,421.89,364.69,2606436.42,2253054.82,353381.6
Central America and the Caribbean,Costa Rica,Meat,Online,C,9/24/2016,682108771,10/19/2016,9998,421.89,364.69,4218056.22,3646170.62,571885.6
Asia,Brunei,Cereal,Online,C,05/02/2017,420517861,05/03/2017,9435,205.7,117.11,1940779.5,1104932.85,835846.65
Asia,Myanmar,Personal Care,Offline,C,7/23/2013,158885753,8/30/2013,6680,81.73,56.67,545956.4,378555.6,167400.8
Central America and the Caribbean,Trinidad and Tobago,Baby Food,Offline,C,09/06/2014,639448773,10/12/2014,5957,255.28,159.42,1520702.96,949664.94,571038.02
Australia and Oceania,Kiribati,Meat,Online,L,02/12/2012,874755752,3/18/2012,8521,421.89,364.69,3594924.69,3107523.49,487401.2
Asia,Laos,Cereal,Offline,C,6/24/2013,397668015,08/01/2013,7658,205.7,117.11,1575250.6,896828.38,678422.22
North America,United States of America,Household,Offline,L,02/06/2016,611359393,3/13/2016,3685,668.27,502.54,2462574.95,1851859.9,610715.05
Sub-Saharan Africa,Liberia,Cereal,Online,H,10/18/2010,739316213,11/21/2010,8951,205.7,117.11,1841220.7,1048251.61,792969.09
Central America and the Caribbean,Dominican Republic,Cereal,Offline,L,12/17/2015,975337302,01/09/2016,2837,205.7,117.11,583570.9,332241.07,251329.83
Central America and the Caribbean,Panama,Vegetables,Online,C,03/05/2013,233533990,3/16/2013,6752,154.06,90.93,1040213.12,613959.36,426253.76
Australia and Oceania,Tuvalu,Personal Care,Offline,L,08/09/2011,198330104,9/19/2011,9140,81.73,56.67,747012.2,517963.8,229048.4
Central America and the Caribbean,Saint Kitts and Nevis ,Cereal,Offline,L,11/23/2013,374461972,12/14/2013,474,205.7,117.11,97501.8,55510.14,41991.66
Australia and Oceania,Fiji,Meat,Online,C,5/29/2012,336978423,7/15/2012,8259,421.89,364.69,3484389.51,3011974.71,472414.8
Asia,Taiwan,Cosmetics,Offline,L,9/18/2015,181240785,10/16/2015,2031,437.2,263.33,887953.2,534823.23,353129.97
Sub-Saharan Africa,Niger,Vegetables,Offline,L,07/03/2014,972922885,7/13/2014,8357,154.06,90.93,1287479.42,759902.01,527577.41
Central America and the Caribbean,Haiti,Fruits,Offline,C,09/11/2015,698011052,9/17/2015,5837,9.33,6.92,54459.21,40392.04,14067.17
Europe,Hungary,Baby Food,Online,C,11/26/2015,112804114,12/10/2015,99,255.28,159.42,25272.72,15782.58,9490.14
Australia and Oceania,East Timor,Household,Offline,L,10/22/2012,493913400,12/07/2012,8806,668.27,502.54,5884785.62,4425367.24,1459418.38
Europe,Russia,Fruits,Offline,L,07/08/2016,488262736,07/10/2016,6649,9.33,6.92,62035.17,46011.08,16024.09
Asia,Sri Lanka,Household,Offline,M,6/27/2015,163088452,8/14/2015,352,668.27,502.54,235231.04,176894.08,58336.96
Europe,Croatia,Clothes,Offline,H,08/01/2010,555939376,09/03/2010,3670,109.28,35.84,401057.6,131532.8,269524.8
Europe,Romania,Cereal,Online,M,4/30/2011,524676835,5/24/2011,2390,205.7,117.11,491623,279892.9,211730.1
Europe,Cyprus,Personal Care,Online,C,12/09/2016,797474658,01/02/2017,9328,81.73,56.67,762377.44,528617.76,233759.68
North America,Mexico,Household,Online,L,7/21/2012,822819173,7/22/2012,9333,668.27,502.54,6236963.91,4690205.82,1546758.09
Middle East and North Africa,Egypt,Beverages,Online,L,11/19/2010,119509208,11/29/2010,4285,47.45,31.79,203323.25,136220.15,67103.1
Asia,Vietnam,Clothes,Offline,M,7/23/2010,526656091,08/11/2010,8096,109.28,35.84,884730.88,290160.64,594570.24
Sub-Saharan Africa,Lesotho,Meat,Online,M,1/20/2015,353683650,2/23/2015,1707,421.89,364.69,720166.23,622525.83,97640.4
Europe,Croatia,Office Supplies,Offline,M,10/07/2013,230328214,11/03/2013,8092,651.21,524.96,5269591.32,4247976.32,1021615
Europe,Finland,Snacks,Online,M,02/06/2016,856638610,02/10/2016,7256,152.58,97.44,1107120.48,707024.64,400095.84
Europe,Greece,Clothes,Offline,M,05/12/2017,752976167,6/20/2017,1235,109.28,35.84,134960.8,44262.4,90698.4
Middle East and North Africa,Yemen,Fruits,Online,H,2/24/2010,310014712,04/05/2010,9097,9.33,6.92,84875.01,62951.24,21923.77
Sub-Saharan Africa,Niger,Fruits,Offline,L,11/04/2010,438740575,12/05/2010,1941,9.33,6.92,18109.53,13431.72,4677.81
Middle East and North Africa,Saudi Arabia,Household,Online,M,5/16/2010,320452582,06/08/2010,7895,668.27,502.54,5275991.65,3967553.3,1308438.35
North America,Canada,Vegetables,Offline,L,11/20/2015,556762063,01/01/2016,7122,154.06,90.93,1097215.32,647603.46,449611.86
Middle East and North Africa,Iran,Baby Food,Offline,C,09/01/2016,919592845,10/21/2016,6813,255.28,159.42,1739222.64,1086128.46,653094.18
Europe,Sweden,Cosmetics,Online,L,8/21/2010,801181256,09/12/2010,6193,437.2,263.33,2707579.6,1630802.69,1076776.91
Middle East and North Africa,United Arab Emirates,Household,Offline,M,9/16/2015,564076125,10/11/2015,1515,668.27,502.54,1012429.05,761348.1,251080.95
Asia,South Korea,Clothes,Offline,C,12/28/2012,191138780,02/02/2013,1067,109.28,35.84,116601.76,38241.28,78360.48
Sub-Saharan Africa,Zimbabwe,Baby Food,Offline,H,03/07/2011,635543048,3/27/2011,166,255.28,159.42,42376.48,26463.72,15912.76
Sub-Saharan Africa,Equatorial Guinea,Personal Care,Offline,M,6/13/2012,670775258,6/21/2012,6160,81.73,56.67,503456.8,349087.2,154369.6
Sub-Saharan Africa,Mauritius ,Baby Food,Offline,C,04/02/2016,940634238,4/19/2016,3429,255.28,159.42,875355.12,546651.18,328703.94
Europe,Finland,Cosmetics,Offline,M,7/18/2015,809231317,8/15/2015,8384,437.2,263.33,3665484.8,2207758.72,1457726.08
Sub-Saharan Africa,Tanzania,Office Supplies,Offline,L,09/10/2015,610990321,9/20/2015,4468,651.21,524.96,2909606.28,2345521.28,564085
Australia and Oceania,Fiji,Household,Online,L,7/25/2015,300647580,09/10/2015,7155,668.27,502.54,4781471.85,3595673.7,1185798.15
Europe,Cyprus,Snacks,Offline,L,4/20/2011,803251922,4/27/2011,8949,152.58,97.44,1365438.42,871990.56,493447.86
Sub-Saharan Africa,Malawi,Snacks,Offline,H,04/04/2015,864164674,05/01/2015,4385,152.58,97.44,669063.3,427274.4,241788.9
Europe,Ukraine,Personal Care,Online,M,05/07/2014,199059665,06/04/2014,5033,81.73,56.67,411347.09,285220.11,126126.98
Europe,Spain,Personal Care,Offline,L,09/12/2011,843923223,10/28/2011,4490,81.73,56.67,366967.7,254448.3,112519.4
Middle East and North Africa,Bahrain,Personal Care,Online,C,4/13/2015,405054175,4/16/2015,3387,81.73,56.67,276819.51,191941.29,84878.22
Sub-Saharan Africa,Namibia,Cereal,Offline,C,06/03/2011,609063851,7/13/2011,4383,205.7,117.11,901583.1,513293.13,388289.97
Middle East and North Africa,Jordan,Personal Care,Online,L,01/04/2014,552876079,02/03/2014,7173,81.73,56.67,586249.29,406493.91,179755.38
Sub-Saharan Africa,Rwanda,Meat,Offline,L,4/15/2015,753727185,4/27/2015,3478,421.89,364.69,1467333.42,1268391.82,198941.6
Sub-Saharan Africa,Guinea,Fruits,Online,M,05/05/2012,899165999,5/18/2012,2056,9.33,6.92,19182.48,14227.52,4954.96
Sub-Saharan Africa,Nigeria,Beverages,Offline,H,11/25/2010,297053849,12/20/2010,3690,47.45,31.79,175090.5,117305.1,57785.4
Europe,Cyprus,Clothes,Online,M,12/21/2013,125564563,1/15/2014,6199,109.28,35.84,677426.72,222172.16,455254.56
Europe,Hungary,Snacks,Offline,H,6/24/2010,283184468,6/28/2010,9432,152.58,97.44,1439134.56,919054.08,520080.48
North America,Canada,Cosmetics,Offline,M,12/01/2016,738712394,1/15/2017,268,437.2,263.33,117169.6,70572.44,46597.16
Middle East and North Africa,Somalia,Household,Offline,L,12/26/2012,181259667,02/04/2013,7618,668.27,502.54,5090880.86,3828349.72,1262531.14
Europe,Cyprus,Fruits,Online,M,07/09/2013,970250117,7/29/2013,7426,9.33,6.92,69284.58,51387.92,17896.66
Europe,Slovakia,Household,Online,L,9/16/2011,585420072,10/17/2011,7663,668.27,502.54,5120953.01,3850964.02,1269988.99
Sub-Saharan Africa,Seychelles ,Personal Care,Online,L,2/26/2013,176818358,03/04/2013,3336,81.73,56.67,272651.28,189051.12,83600.16
Europe,Moldova ,Personal Care,Offline,M,12/19/2016,514806306,1/30/2017,1481,81.73,56.67,121042.13,83928.27,37113.86
Central America and the Caribbean,Dominica,Vegetables,Online,C,12/12/2011,640057742,01/04/2012,6164,154.06,90.93,949625.84,560492.52,389133.32
Central America and the Caribbean,Guatemala,Cosmetics,Offline,C,09/09/2010,113558995,10/28/2010,3485,437.2,263.33,1523642,917705.05,605936.95
Middle East and North Africa,Bahrain,Household,Offline,L,6/27/2015,366608893,07/01/2015,6573,668.27,502.54,4392538.71,3303195.42,1089343.29
Sub-Saharan Africa,Mauritius ,Snacks,Offline,L,7/23/2014,650818765,09/01/2014,590,152.58,97.44,90022.2,57489.6,32532.6
Europe,Vatican City,Cosmetics,Offline,C,02/11/2016,288112437,3/25/2016,7728,437.2,263.33,3378681.6,2035014.24,1343667.36
Asia,Tajikistan,Clothes,Online,C,4/15/2014,920726239,05/01/2014,2210,109.28,35.84,241508.8,79206.4,162302.4
Sub-Saharan Africa,Rwanda,Personal Care,Online,C,8/19/2015,661208999,10/06/2015,5291,81.73,56.67,432433.43,299840.97,132592.46
Sub-Saharan Africa,Mauritania,Household,Offline,M,8/16/2012,842422044,9/26/2012,258,668.27,502.54,172413.66,129655.32,42758.34
North America,United States of America,Cereal,Offline,M,03/02/2010,167539203,04/08/2010,7428,205.7,117.11,1527939.6,869893.08,658046.52
Europe,Norway,Office Supplies,Online,C,3/21/2014,560046803,4/30/2014,9149,651.21,524.96,5957920.29,4802859.04,1155061.25
Europe,Bulgaria,Personal Care,Online,C,11/17/2012,413743674,12/31/2012,4802,81.73,56.67,392467.46,272129.34,120338.12
Sub-Saharan Africa,Mozambique,Fruits,Online,M,6/16/2010,442741143,6/18/2010,5798,9.33,6.92,54095.34,40122.16,13973.18
Asia,Kyrgyzstan,Cereal,Online,L,02/11/2016,531463038,2/23/2016,578,205.7,117.11,118894.6,67689.58,51205.02
Australia and Oceania,Tuvalu,Meat,Offline,C,05/07/2017,184645688,06/05/2017,9617,421.89,364.69,4057316.13,3507223.73,550092.4
Australia and Oceania,Papua New Guinea,Baby Food,Offline,M,02/03/2014,777337920,02/03/2014,420,255.28,159.42,107217.6,66956.4,40261.2
