Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Australia and Oceania,Australia,Vegetables,Offline,L,4/18/2017,807996213,5/13/2017,2890,154.06,90.93,445233.4,262787.7,182445.7
Sub-Saharan Africa,Rwanda,Cosmetics,Offline,H,6/27/2010,417631804,7/31/2010,5386,437.2,263.33,2354759.2,1418295.38,936463.82
Asia,Tajikistan,Personal Care,Online,H,10/17/2013,710575807,11/01/2013,4027,81.73,56.67,329126.71,228210.09,100916.62
Sub-Saharan Africa,South Africa,Office Supplies,Offline,L,2/16/2014,502502048,3/28/2014,377,651.21,524.96,245506.17,197909.92,47596.25
Middle East and North Africa,Afghanistan,Fruits,Offline,C,08/12/2014,929396855,9/25/2014,8038,9.33,6.92,74994.54,55622.96,19371.58
Europe,Georgia,Snacks,Online,L,8/27/2015,497559058,8/27/2015,7637,152.58,97.44,1165253.46,744149.28,421104.18
Sub-Saharan Africa,Mali,Clothes,Offline,M,2/21/2011,933599984,04/11/2011,1837,109.28,35.84,200747.36,65838.08,134909.28
Middle East and North Africa,Libya,Office Supplies,Offline,H,12/22/2014,434443461,01/03/2015,329,651.21,524.96,214248.09,172711.84,41536.25
Middle East and North Africa,Afghanistan,Cosmetics,Offline,H,10/25/2011,417325818,11/25/2011,4838,437.2,263.33,2115173.6,1273990.54,841183.06
Central America and the Caribbean,Haiti,Meat,Online,M,11/23/2013,569795882,12/24/2013,4119,421.89,364.69,1737764.91,1502158.11,235606.8
Europe,Russia,Personal Care,Offline,C,10/22/2011,199714982,10/25/2011,8956,81.73,56.67,731973.88,507536.52,224437.36
Australia and Oceania,Tuvalu,Personal Care,Offline,C,2/13/2016,485256946,03/11/2016,7169,81.73,56.67,585922.37,406267.23,179655.14
Europe,Denmark,Meat,Offline,C,10/05/2015,424908101,11/18/2015,8604,421.89,364.69,3629941.56,3137792.76,492148.8
Asia,India,Office Supplies,Offline,L,1/31/2012,887467277,03/04/2012,143,651.21,524.96,93123.03,75069.28,18053.75
Europe,Vatican City,Vegetables,Offline,L,1/27/2015,562045800,03/07/2015,697,154.06,90.93,107379.82,63378.21,44001.61
Central America and the Caribbean,Saint Lucia,Baby Food,Offline,M,11/06/2016,908067500,12/19/2016,6207,255.28,159.42,1584522.96,989519.94,595003.02
Asia,Singapore,Fruits,Online,L,08/07/2010,305268704,9/16/2010,4648,9.33,6.92,43365.84,32164.16,11201.68
Asia,Cambodia,Snacks,Online,M,1/28/2017,803698241,02/11/2017,1024,152.58,97.44,156241.92,99778.56,56463.36
Europe,Iceland,Cosmetics,Offline,C,8/30/2012,473717439,09/10/2012,2372,437.2,263.33,1037038.4,624618.76,412419.64
Central America and the Caribbean,Barbados,Cereal,Offline,H,6/17/2016,156000125,07/03/2016,2758,205.7,117.11,567320.6,322989.38,244331.22
Sub-Saharan Africa,South Sudan,Clothes,Offline,H,10/06/2010,311532628,11/03/2010,8282,109.28,35.84,905056.96,296826.88,608230.08
Australia and Oceania,Samoa ,Snacks,Offline,M,01/07/2013,571613776,02/09/2013,2074,152.58,97.44,316450.92,202090.56,114360.36
Europe,Macedonia,Office Supplies,Offline,H,06/10/2011,187854897,07/09/2011,9294,651.21,524.96,6052345.74,4878978.24,1173367.5
Middle East and North Africa,Bahrain,Snacks,Online,M,3/28/2014,282179820,04/03/2014,2134,152.58,97.44,325605.72,207936.96,117668.76
Asia,North Korea,Fruits,Offline,L,7/19/2015,696824872,08/03/2015,4819,9.33,6.92,44961.27,33347.48,11613.79
Europe,Bulgaria,Clothes,Offline,H,05/07/2014,444338881,6/22/2014,8604,109.28,35.84,940245.12,308367.36,631877.76
Asia,Malaysia,Cosmetics,Online,H,09/09/2010,857583177,09/09/2010,6774,437.2,263.33,2961592.8,1783797.42,1177795.38
Sub-Saharan Africa,Rwanda,Household,Offline,H,1/17/2017,639731585,02/06/2017,9647,668.27,502.54,6446800.69,4848003.38,1598797.31
Asia,Indonesia,Beverages,Offline,C,8/29/2016,814270436,09/08/2016,9572,47.45,31.79,454191.4,304293.88,149897.52
Europe,Monaco,Clothes,Offline,M,10/11/2012,674998557,10/23/2012,5928,109.28,35.84,647811.84,212459.52,435352.32
Sub-Saharan Africa,Equatorial Guinea,Clothes,Offline,M,04/12/2017,936027276,5/15/2017,126,109.28,35.84,13769.28,4515.84,9253.44
Asia,Brunei,Household,Online,L,08/08/2016,581780421,8/24/2016,610,668.27,502.54,407644.7,306549.4,101095.3
Middle East and North Africa,Qatar,Beverages,Offline,H,5/26/2013,916994321,6/15/2013,7852,47.45,31.79,372577.4,249615.08,122962.32
Sub-Saharan Africa,Ethiopia,Cereal,Online,H,03/05/2015,616717803,4/14/2015,9358,205.7,117.11,1924940.6,1095915.38,829025.22
Sub-Saharan Africa,Mauritius ,Vegetables,Offline,H,05/08/2015,676312196,06/11/2015,4663,154.06,90.93,718381.78,424006.59,294375.19
Asia,Malaysia,Cosmetics,Offline,L,03/12/2012,361451327,3/13/2012,335,437.2,263.33,146462,88215.55,58246.45
Asia,North Korea,Personal Care,Online,M,8/16/2012,358121526,8/18/2012,4973,81.73,56.67,406443.29,281819.91,124623.38
Sub-Saharan Africa,Angola,Baby Food,Online,L,04/03/2013,522621619,05/08/2013,4206,255.28,159.42,1073707.68,670520.52,403187.16
Sub-Saharan Africa,Cote d'Ivoire,Cosmetics,Online,M,10/07/2011,331562936,10/19/2011,5696,437.2,263.33,2490291.2,1499927.68,990363.52
Europe,Montenegro,Fruits,Online,H,09/10/2010,231869304,10/14/2010,4134,9.33,6.92,38570.22,28607.28,9962.94
Sub-Saharan Africa,Tanzania,Cereal,Offline,L,8/17/2013,290777051,09/01/2013,6246,205.7,117.11,1284802.2,731469.06,553333.14
Central America and the Caribbean,Cuba,Personal Care,Offline,L,11/18/2013,645835006,11/24/2013,5785,81.73,56.67,472808.05,327835.95,144972.1
Sub-Saharan Africa,Seychelles ,Office Supplies,Offline,H,5/22/2013,154904496,6/15/2013,8538,651.21,524.96,5560030.98,4482108.48,1077922.5
Europe,Switzerland,Fruits,Online,M,5/18/2011,446159350,06/09/2011,7321,9.33,6.92,68304.93,50661.32,17643.61
Middle East and North Africa,Iran,Household,Online,C,09/12/2015,968085896,9/28/2015,6985,668.27,502.54,4667865.95,3510241.9,1157624.05
Sub-Saharan Africa,Uganda,Fruits,Offline,M,05/05/2016,339482963,5/17/2016,9408,9.33,6.92,87776.64,65103.36,22673.28
Central America and the Caribbean,Panama,Vegetables,Offline,L,12/10/2011,399461877,01/08/2012,8501,154.06,90.93,1309664.06,772995.93,536668.13
Sub-Saharan Africa,Cape Verde,Vegetables,Online,M,7/17/2013,357446467,08/09/2013,5208,154.06,90.93,802344.48,473563.44,328781.04
Europe,Belarus,Meat,Online,M,7/20/2010,843173062,08/02/2010,2501,421.89,364.69,1055146.89,912089.69,143057.2
Asia,North Korea,Cereal,Online,L,05/10/2012,756690490,5/20/2012,386,205.7,117.11,79400.2,45204.46,34195.74
Europe,Poland,Cereal,Online,M,04/12/2014,418360078,5/16/2014,899,205.7,117.11,184924.3,105281.89,79642.41
Europe,Latvia,Clothes,Online,C,6/24/2016,218855655,08/08/2016,3107,109.28,35.84,339532.96,111354.88,228178.08
Sub-Saharan Africa,Angola,Snacks,Offline,C,8/15/2012,169163548,8/30/2012,8108,152.58,97.44,1237118.64,790043.52,447075.12
Europe,Macedonia,Vegetables,Offline,C,05/11/2016,350582587,5/18/2016,4033,154.06,90.93,621323.98,366720.69,254603.29
Sub-Saharan Africa,Democratic Republic of the Congo,Baby Food,Online,C,2/14/2012,464724099,04/01/2012,1043,255.28,159.42,266257.04,166275.06,99981.98
Asia,India,Household,Offline,M,11/28/2011,283511912,01/12/2012,6330,668.27,502.54,4230149.1,3181078.2,1049070.9
Sub-Saharan Africa,Burundi,Snacks,Offline,M,8/19/2013,999182355,9/17/2013,9118,152.58,97.44,1391224.44,888457.92,502766.52
Europe,Luxembourg,Cosmetics,Offline,C,6/30/2012,274284255,07/12/2012,5661,437.2,263.33,2474989.2,1490711.13,984278.07
Sub-Saharan Africa,Rwanda,Cosmetics,Online,H,05/02/2012,791678941,5/27/2012,4246,437.2,263.33,1856351.2,1118099.18,738252.02
Australia and Oceania,Tuvalu,Vegetables,Online,L,04/04/2014,804540240,05/05/2014,191,154.06,90.93,29425.46,17367.63,12057.83
Sub-Saharan Africa,The Gambia,Clothes,Offline,H,11/13/2012,886354482,11/24/2012,843,109.28,35.84,92123.04,30213.12,61909.92
Europe,Netherlands,Beverages,Online,M,3/15/2015,780920493,4/17/2015,583,47.45,31.79,27663.35,18533.57,9129.78
Middle East and North Africa,Qatar,Beverages,Online,C,3/16/2014,752349603,04/12/2014,5821,47.45,31.79,276206.45,185049.59,91156.86
Sub-Saharan Africa,Cape Verde,Beverages,Offline,L,04/01/2015,235065639,4/13/2015,1,47.45,31.79,47.45,31.79,15.66
Europe,Bosnia and Herzegovina,Snacks,Online,H,3/13/2017,983804929,04/04/2017,8596,152.58,97.44,1311577.68,837594.24,473983.44
Sub-Saharan Africa,Zimbabwe,Clothes,Offline,C,03/12/2016,323616302,04/07/2016,4110,109.28,35.84,449140.8,147302.4,301838.4
Europe,Armenia,Office Supplies,Offline,M,01/08/2017,599861085,1/18/2017,1080,651.21,524.96,703306.8,566956.8,136350
North America,Mexico,Clothes,Offline,M,03/03/2014,628213107,4/18/2014,1074,109.28,35.84,117366.72,38492.16,78874.56
Sub-Saharan Africa,Democratic Republic of the Congo,Vegetables,Online,H,10/04/2010,644658696,10/21/2010,7689,154.06,90.93,1184567.34,699160.77,485406.57
Middle East and North Africa,Somalia,Snacks,Online,M,10/06/2014,955496680,10/06/2014,1556,152.58,97.44,237414.48,151616.64,85797.84
Europe,Luxembourg,Beverages,Online,C,07/04/2012,587338387,08/06/2012,5336,47.45,31.79,253193.2,169631.44,83561.76
Australia and Oceania,Kiribati,Beverages,Offline,H,4/24/2010,437107646,06/01/2010,8721,47.45,31.79,413811.45,277240.59,136570.86
Europe,Luxembourg,Vegetables,Online,L,7/24/2015,122040784,7/30/2015,3435,154.06,90.93,529196.1,312344.55,216851.55
Sub-Saharan Africa,Mauritania,Meat,Offline,L,3/13/2010,229686629,3/27/2010,8233,421.89,364.69,3473420.37,3002492.77,470927.6
