Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Greece,Household,Online,H,5/28/2015,140100419,06/06/2015,7682,668.27,502.54,5133650.14,3860512.28,1273137.86
Sub-Saharan Africa,Botswana,Meat,Online,L,7/27/2017,741609179,08/01/2017,7491,421.89,364.69,3160377.99,2731892.79,428485.2
Asia,India,Beverages,Online,M,12/11/2014,139414632,1/17/2015,4743,47.45,31.79,225055.35,150779.97,74275.38
Europe,Serbia,Household,Online,M,09/01/2012,552315604,09/10/2012,1316,668.27,502.54,879443.32,661342.64,218100.68
Australia and Oceania,Papua New Guinea,Baby Food,Online,H,12/10/2016,219423425,1/21/2017,1122,255.28,159.42,286424.16,178869.24,107554.92
Sub-Saharan Africa,Mauritania,Office Supplies,Offline,L,02/05/2016,150161921,3/16/2016,5104,651.21,524.96,3323775.84,2679395.84,644380
Middle East and North Africa,Saudi Arabia,Baby Food,Offline,L,09/05/2014,974267423,9/30/2014,6236,255.28,159.42,1591926.08,994143.12,597782.96
Sub-Saharan Africa,Niger,Cosmetics,Offline,H,07/06/2014,691788756,07/09/2014,4521,437.2,263.33,1976581.2,1190514.93,786066.27
Asia,Tajikistan,Snacks,Offline,H,11/28/2010,523087251,1/17/2011,1996,152.58,97.44,304549.68,194490.24,110059.44
Australia and Oceania,Samoa ,Cosmetics,Offline,C,08/11/2011,858836734,8/31/2011,7730,437.2,263.33,3379556,2035540.9,1344015.1
Middle East and North Africa,Iraq,Cereal,Offline,M,04/10/2010,810023534,5/21/2010,2819,205.7,117.11,579868.3,330133.09,249735.21
Sub-Saharan Africa,Zambia,Meat,Online,H,12/25/2012,457946479,1/16/2013,5395,421.89,364.69,2276096.55,1967502.55,308594
Middle East and North Africa,Oman,Cosmetics,Online,H,9/28/2011,404216897,11/07/2011,5617,437.2,263.33,2455752.4,1479124.61,976627.79
Central America and the Caribbean,Barbados,Beverages,Online,L,12/20/2010,420758616,12/24/2010,680,47.45,31.79,32266,21617.2,10648.8
Europe,Armenia,Vegetables,Online,C,03/01/2016,799807965,4/15/2016,9805,154.06,90.93,1510558.3,891568.65,618989.65
Asia,Taiwan,Baby Food,Online,M,12/12/2014,103913772,01/05/2015,9249,255.28,159.42,2361084.72,1474475.58,886609.14
Sub-Saharan Africa,Botswana,Office Supplies,Online,M,2/25/2011,115937364,3/17/2011,7297,651.21,524.96,4751879.37,3830633.12,921246.25
Australia and Oceania,Tonga,Baby Food,Online,M,6/20/2013,889052569,6/20/2013,9267,255.28,159.42,2365679.76,1477345.14,888334.62
Australia and Oceania,Marshall Islands,Baby Food,Offline,C,6/30/2016,296745717,08/12/2016,2507,255.28,159.42,639986.96,399665.94,240321.02
Sub-Saharan Africa,Sao Tome and Principe,Beverages,Online,H,2/14/2012,782815635,2/29/2012,1397,47.45,31.79,66287.65,44410.63,21877.02
Sub-Saharan Africa,Tanzania,Household,Offline,L,01/05/2016,811373651,2/24/2016,2349,668.27,502.54,1569766.23,1180466.46,389299.77
Central America and the Caribbean,Saint Kitts and Nevis ,Meat,Offline,L,10/27/2010,716843593,11/11/2010,8804,421.89,364.69,3714319.56,3210730.76,503588.8
Central America and the Caribbean,Belize,Vegetables,Offline,L,7/23/2010,453961789,09/04/2010,6236,154.06,90.93,960718.16,567039.48,393678.68
North America,Canada,Vegetables,Offline,C,5/15/2011,947777068,5/20/2011,7151,154.06,90.93,1101683.06,650240.43,451442.63
Europe,Andorra,Cereal,Online,H,6/17/2010,943650758,7/23/2010,6084,205.7,117.11,1251478.8,712497.24,538981.56
Australia and Oceania,Marshall Islands,Household,Offline,C,6/18/2017,157256686,6/24/2017,4603,668.27,502.54,3076046.81,2313191.62,762855.19
Central America and the Caribbean,Barbados,Personal Care,Online,C,10/14/2012,624581182,10/17/2012,6306,81.73,56.67,515389.38,357361.02,158028.36
Central America and the Caribbean,The Bahamas,Personal Care,Offline,M,12/23/2011,851923072,12/23/2011,1823,81.73,56.67,148993.79,103309.41,45684.38
Middle East and North Africa,Saudi Arabia,Cereal,Online,H,07/03/2016,765893685,08/08/2016,3816,205.7,117.11,784951.2,446891.76,338059.44
Europe,Belgium,Clothes,Online,C,7/16/2017,363416850,8/18/2017,1977,109.28,35.84,216046.56,70855.68,145190.88
Europe,Finland,Snacks,Offline,H,11/24/2014,161728894,12/27/2014,8029,152.58,97.44,1225064.82,782345.76,442719.06
Europe,Finland,Snacks,Online,C,3/28/2013,748378646,04/07/2013,727,152.58,97.44,110925.66,70838.88,40086.78
Middle East and North Africa,Iran,Clothes,Offline,H,9/19/2010,531227433,9/26/2010,857,109.28,35.84,93652.96,30714.88,62938.08
Asia,Sri Lanka,Beverages,Online,H,05/05/2010,688449084,05/07/2010,6238,47.45,31.79,295993.1,198306.02,97687.08
Europe,Belgium,Office Supplies,Offline,H,03/07/2016,218529927,4/13/2016,6717,651.21,524.96,4374177.57,3526156.32,848021.25
Europe,Armenia,Fruits,Online,H,06/11/2014,890268790,7/23/2014,9174,9.33,6.92,85593.42,63484.08,22109.34
Europe,Sweden,Vegetables,Online,L,02/10/2015,492777001,2/19/2015,2520,154.06,90.93,388231.2,229143.6,159087.6
Sub-Saharan Africa,Lesotho,Meat,Online,C,4/22/2010,485478389,5/14/2010,2698,421.89,364.69,1138259.22,983933.62,154325.6
Sub-Saharan Africa,Rwanda,Meat,Online,C,12/07/2015,148109281,01/02/2016,7682,421.89,364.69,3240958.98,2801548.58,439410.4
Sub-Saharan Africa,Liberia,Cosmetics,Online,L,11/17/2014,630718505,11/19/2014,2476,437.2,263.33,1082507.2,652005.08,430502.12
Central America and the Caribbean,Jamaica,Baby Food,Online,M,10/28/2013,903667390,12/16/2013,4117,255.28,159.42,1050987.76,656332.14,394655.62
Sub-Saharan Africa,Djibouti,Personal Care,Online,C,9/19/2016,907629764,9/19/2016,6671,81.73,56.67,545220.83,378045.57,167175.26
Europe,Kosovo,Vegetables,Offline,L,06/07/2013,203591954,06/12/2013,6238,154.06,90.93,961026.28,567221.34,393804.94
Europe,Albania,Clothes,Offline,L,11/03/2013,222852790,12/23/2013,5948,109.28,35.84,649997.44,213176.32,436821.12
Australia and Oceania,Marshall Islands,Baby Food,Offline,M,9/21/2013,217023599,10/25/2013,960,255.28,159.42,245068.8,153043.2,92025.6
Europe,Georgia,Meat,Online,L,9/22/2013,408028209,11/06/2013,3469,421.89,364.69,1463536.41,1265109.61,198426.8
Europe,Estonia,Cosmetics,Offline,H,7/21/2015,638102948,8/25/2015,7697,437.2,263.33,3365128.4,2026851.01,1338277.39
Asia,Uzbekistan,Fruits,Offline,H,08/12/2010,819796645,9/24/2010,4900,9.33,6.92,45717,33908,11809
Sub-Saharan Africa,South Africa,Household,Offline,C,02/05/2014,485970628,2/27/2014,8363,668.27,502.54,5588742.01,4202742.02,1385999.99
Asia,South Korea,Vegetables,Online,C,10/07/2015,139798724,10/20/2015,8404,154.06,90.93,1294720.24,764175.72,530544.52
Asia,Nepal,Cosmetics,Offline,L,01/02/2014,804767262,1/23/2014,7372,437.2,263.33,3223038.4,1941268.76,1281769.64
Sub-Saharan Africa,Kenya,Snacks,Online,M,1/23/2012,874675071,03/02/2012,4646,152.58,97.44,708886.68,452706.24,256180.44
Sub-Saharan Africa,Mali,Cereal,Offline,C,3/28/2014,163633477,4/18/2014,1637,205.7,117.11,336730.9,191709.07,145021.83
Middle East and North Africa,Syria,Meat,Offline,L,7/21/2014,356066310,08/03/2014,6789,421.89,364.69,2864211.21,2475880.41,388330.8
Asia,Laos,Meat,Online,H,8/28/2015,956709897,9/19/2015,574,421.89,364.69,242164.86,209332.06,32832.8
Central America and the Caribbean,Honduras,Clothes,Online,C,6/22/2017,640613067,08/06/2017,497,109.28,35.84,54312.16,17812.48,36499.68
