Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Bulgaria,Baby Food,Offline,C,12/28/2011,815596091,01/09/2012,1863,255.28,159.42,475586.64,296999.46,178587.18
Middle East and North Africa,Iran,Clothes,Offline,C,7/30/2012,671449029,7/30/2012,5544,109.28,35.84,605848.32,198696.96,407151.36
Central America and the Caribbean,Guatemala,Cosmetics,Offline,C,04/09/2016,558901393,5/23/2016,197,437.2,263.33,86128.4,51876.01,34252.39
Central America and the Caribbean,Costa Rica,Household,Offline,H,7/30/2010,882689511,9/17/2010,6297,668.27,502.54,4208096.19,3164494.38,1043601.81
Europe,Monaco,Snacks,Online,C,7/28/2010,317862212,08/09/2010,1347,152.58,97.44,205525.26,131251.68,74273.58
Europe,Montenegro,Snacks,Online,L,3/31/2017,759780824,5/14/2017,4885,152.58,97.44,745353.3,475994.4,269358.9
Middle East and North Africa,Qatar,Fruits,Offline,L,9/23/2013,574119174,11/02/2013,3477,9.33,6.92,32440.41,24060.84,8379.57
Europe,Czech Republic,Cereal,Offline,M,07/04/2014,446863591,7/14/2014,5722,205.7,117.11,1177015.4,670103.42,506911.98
Central America and the Caribbean,Trinidad and Tobago,Personal Care,Online,C,03/11/2016,234312903,3/17/2016,7250,81.73,56.67,592542.5,410857.5,181685
Asia,India,Clothes,Offline,M,6/21/2016,313078439,7/30/2016,5722,109.28,35.84,625300.16,205076.48,420223.68
Central America and the Caribbean,Saint Vincent and the Grenadines,Personal Care,Offline,L,4/20/2010,230084025,4/27/2010,5831,81.73,56.67,476567.63,330442.77,146124.86
Central America and the Caribbean,Guatemala,Beverages,Offline,C,06/04/2016,952565991,07/02/2016,4300,47.45,31.79,204035,136697,67338
Europe,Ireland,Household,Online,H,01/01/2013,818073165,01/02/2013,4884,668.27,502.54,3263830.68,2454405.36,809425.32
Europe,Georgia,Meat,Offline,M,2/13/2017,484466874,3/28/2017,3369,421.89,364.69,1421347.41,1228640.61,192706.8
Europe,Andorra,Fruits,Online,C,11/06/2012,679920947,11/12/2012,2572,9.33,6.92,23996.76,17798.24,6198.52
Sub-Saharan Africa,Mauritius ,Fruits,Online,C,8/17/2015,852921712,8/25/2015,7343,9.33,6.92,68510.19,50813.56,17696.63
Asia,Cambodia,Fruits,Offline,L,06/08/2015,522267997,6/13/2015,9561,9.33,6.92,89204.13,66162.12,23042.01
Sub-Saharan Africa,Mali,Meat,Online,H,11/28/2010,627071130,12/12/2010,3137,421.89,364.69,1323468.93,1144032.53,179436.4
Europe,United Kingdom,Meat,Offline,H,02/04/2013,376754939,3/19/2013,9014,421.89,364.69,3802916.46,3287315.66,515600.8
Europe,Iceland,Vegetables,Offline,L,5/25/2011,401055753,06/04/2011,164,154.06,90.93,25265.84,14912.52,10353.32
Australia and Oceania,Papua New Guinea,Meat,Offline,H,3/17/2015,500022399,04/12/2015,6594,421.89,364.69,2781942.66,2404765.86,377176.8
Sub-Saharan Africa,Mauritania,Snacks,Offline,H,04/08/2012,994016206,4/19/2012,339,152.58,97.44,51724.62,33032.16,18692.46
Sub-Saharan Africa,Lesotho,Meat,Offline,C,4/28/2010,473711001,5/23/2010,467,421.89,364.69,197022.63,170310.23,26712.4
Sub-Saharan Africa,Botswana,Meat,Offline,C,08/07/2010,750093114,9/18/2010,8076,421.89,364.69,3407183.64,2945236.44,461947.2
Central America and the Caribbean,Saint Lucia,Household,Offline,C,08/10/2011,104461371,09/01/2011,1296,668.27,502.54,866077.92,651291.84,214786.08
Sub-Saharan Africa,Ghana,Clothes,Offline,H,12/03/2012,938427102,1/13/2013,288,109.28,35.84,31472.64,10321.92,21150.72
Europe,Russia,Household,Offline,L,5/26/2011,323914134,06/06/2011,2245,668.27,502.54,1500266.15,1128202.3,372063.85
Asia,Thailand,Snacks,Offline,L,07/11/2012,353158795,7/20/2012,6390,152.58,97.44,974986.2,622641.6,352344.6
Europe,Norway,Baby Food,Online,H,07/03/2011,488709914,07/03/2011,8979,255.28,159.42,2292159.12,1431432.18,860726.94
Asia,Laos,Meat,Online,M,2/28/2012,713428819,03/10/2012,8296,421.89,364.69,3499999.44,3025468.24,474531.2
Australia and Oceania,Vanuatu,Baby Food,Online,L,08/12/2015,180489337,8/20/2015,9661,255.28,159.42,2466260.08,1540156.62,926103.46
Asia,Uzbekistan,Personal Care,Offline,H,6/19/2016,363377797,07/11/2016,420,81.73,56.67,34326.6,23801.4,10525.2
Sub-Saharan Africa,Liberia,Household,Online,M,03/06/2014,105893027,3/25/2014,4955,668.27,502.54,3311277.85,2490085.7,821192.15
Asia,Uzbekistan,Vegetables,Online,L,11/02/2016,572146356,12/02/2016,9676,154.06,90.93,1490684.56,879838.68,610845.88
Sub-Saharan Africa,The Gambia,Clothes,Online,H,09/06/2014,296561610,10/01/2014,8026,109.28,35.84,877081.28,287651.84,589429.44
Asia,Taiwan,Beverages,Online,M,2/19/2014,133875119,3/28/2014,5478,47.45,31.79,259931.1,174145.62,85785.48
Asia,Malaysia,Beverages,Online,H,05/09/2011,109135711,6/14/2011,4537,47.45,31.79,215280.65,144231.23,71049.42
Europe,Iceland,Vegetables,Offline,M,02/09/2011,767704713,2/14/2011,9739,154.06,90.93,1500390.34,885567.27,614823.07
Middle East and North Africa,Azerbaijan,Fruits,Online,C,6/20/2015,925255954,07/09/2015,2653,9.33,6.92,24752.49,18358.76,6393.73
Europe,Portugal,Cosmetics,Offline,M,5/26/2012,817775762,06/07/2012,6876,437.2,263.33,3006187.2,1810657.08,1195530.12
Sub-Saharan Africa,Central African Republic,Beverages,Offline,H,6/19/2017,751562964,6/27/2017,3037,47.45,31.79,144105.65,96546.23,47559.42
Middle East and North Africa,Israel,Snacks,Online,H,12/23/2016,653228890,02/06/2017,3800,152.58,97.44,579804,370272,209532
Central America and the Caribbean,Honduras,Household,Offline,C,04/05/2017,519697368,5/23/2017,8855,668.27,502.54,5917530.85,4449991.7,1467539.15
Central America and the Caribbean,Dominican Republic,Meat,Offline,H,7/20/2010,868204724,7/25/2010,9926,421.89,364.69,4187680.14,3619912.94,567767.2
Asia,Mongolia,Baby Food,Online,L,8/27/2016,486299788,10/11/2016,5769,255.28,159.42,1472710.32,919693.98,553016.34
Australia and Oceania,Samoa ,Cereal,Offline,H,01/06/2011,481843888,01/12/2011,7169,205.7,117.11,1474663.3,839561.59,635101.71
North America,Canada,Cosmetics,Offline,M,10/11/2011,233010852,10/30/2011,1944,437.2,263.33,849916.8,511913.52,338003.28
Sub-Saharan Africa,Togo,Cosmetics,Offline,L,06/11/2015,538287007,07/05/2015,9942,437.2,263.33,4346642.4,2618026.86,1728615.54
Central America and the Caribbean,Nicaragua,Fruits,Online,M,10/16/2015,466471183,10/18/2015,8044,9.33,6.92,75050.52,55664.48,19386.04
Middle East and North Africa,Algeria,Cosmetics,Offline,L,3/25/2015,506674706,05/12/2015,5160,437.2,263.33,2255952,1358782.8,897169.2
Europe,Bosnia and Herzegovina,Baby Food,Offline,M,6/15/2013,318321406,7/26/2013,7233,255.28,159.42,1846440.24,1153084.86,693355.38
Sub-Saharan Africa,Madagascar,Vegetables,Offline,C,3/25/2011,981147611,4/21/2011,2236,154.06,90.93,344478.16,203319.48,141158.68
Sub-Saharan Africa,Equatorial Guinea,Baby Food,Offline,L,2/26/2014,945202147,04/08/2014,5175,255.28,159.42,1321074,824998.5,496075.5
Asia,Thailand,Office Supplies,Online,M,10/07/2013,980846345,11/03/2013,3085,651.21,524.96,2008982.85,1619501.6,389481.25
Europe,Georgia,Office Supplies,Offline,C,01/05/2014,128754031,1/26/2014,34,651.21,524.96,22141.14,17848.64,4292.5
Sub-Saharan Africa,Cape Verde,Fruits,Offline,H,05/04/2012,649911534,5/26/2012,2120,9.33,6.92,19779.6,14670.4,5109.2
Sub-Saharan Africa,Mozambique,Vegetables,Online,L,1/17/2011,375617682,02/01/2011,2474,154.06,90.93,381144.44,224960.82,156183.62
Europe,Belgium,Baby Food,Online,M,6/27/2013,357483804,6/27/2013,6256,255.28,159.42,1597031.68,997331.52,599700.16
Asia,Maldives,Personal Care,Online,C,9/26/2012,817433726,10/13/2012,5660,81.73,56.67,462591.8,320752.2,141839.6
Australia and Oceania,Tuvalu,Cereal,Online,H,6/30/2010,697703778,7/15/2010,4907,205.7,117.11,1009369.9,574658.77,434711.13
Europe,Armenia,Household,Offline,C,4/27/2013,810842788,06/01/2013,5254,668.27,502.54,3511090.58,2640345.16,870745.42
