Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Central America and the Caribbean,Trinidad and Tobago,Fruits,Offline,C,02/03/2015,868369948,2/13/2015,8820,9.33,6.92,82290.6,61034.4,21256.2
Europe,Estonia,Baby Food,Offline,M,8/16/2015,237913072,8/30/2015,2620,255.28,159.42,668833.6,417680.4,251153.2
Sub-Saharan Africa,Zimbabwe,Office Supplies,Online,H,02/02/2012,396672809,3/20/2012,3154,651.21,524.96,2053916.34,1655723.84,398192.5
Europe,Bulgaria,Clothes,Online,C,3/27/2014,118135488,05/03/2014,7771,109.28,35.84,849214.88,278512.64,570702.24
Sub-Saharan Africa,Malawi,Vegetables,Online,M,12/13/2013,946099936,12/15/2013,850,154.06,90.93,130951,77290.5,53660.5
Central America and the Caribbean,Dominica,Vegetables,Online,C,10/03/2011,444677484,10/28/2011,8804,154.06,90.93,1356344.24,800547.72,555796.52
Middle East and North Africa,Saudi Arabia,Snacks,Online,M,01/07/2013,748291957,1/31/2013,5074,152.58,97.44,774190.92,494410.56,279780.36
Middle East and North Africa,Oman,Beverages,Online,C,08/10/2016,911679685,09/10/2016,5133,47.45,31.79,243560.85,163178.07,80382.78
Europe,Kosovo,Meat,Offline,L,02/05/2011,959889495,2/22/2011,1487,421.89,364.69,627350.43,542294.03,85056.4
Europe,Sweden,Office Supplies,Offline,C,5/28/2016,538282716,6/14/2016,8672,651.21,524.96,5647293.12,4552453.12,1094840
Sub-Saharan Africa,Central African Republic,Meat,Online,L,11/18/2011,262533175,11/21/2011,8256,421.89,364.69,3483123.84,3010880.64,472243.2
Asia,Bangladesh,Office Supplies,Offline,H,10/16/2015,368627202,10/26/2015,3836,651.21,524.96,2498041.56,2013746.56,484295
Sub-Saharan Africa,Namibia,Baby Food,Offline,C,5/23/2013,262863624,06/05/2013,6042,255.28,159.42,1542401.76,963215.64,579186.12
Europe,Sweden,Meat,Online,C,9/22/2013,771853768,11/10/2013,7537,421.89,364.69,3179784.93,2748668.53,431116.4
Sub-Saharan Africa,Republic of the Congo,Personal Care,Online,L,7/16/2015,992521464,8/28/2015,8012,81.73,56.67,654820.76,454040.04,200780.72
Asia,Kyrgyzstan,Personal Care,Offline,L,1/26/2011,542103040,2/28/2011,9191,81.73,56.67,751180.43,520853.97,230326.46
Europe,Vatican City,Beverages,Online,H,7/21/2012,908147323,09/07/2012,9829,47.45,31.79,466386.05,312463.91,153922.14
Australia and Oceania,Samoa ,Clothes,Online,L,7/28/2010,498515641,8/24/2010,711,109.28,35.84,77698.08,25482.24,52215.84
Sub-Saharan Africa,Cameroon,Fruits,Offline,L,9/16/2015,491381824,11/05/2015,9656,9.33,6.92,90090.48,66819.52,23270.96
Sub-Saharan Africa,Malawi,Meat,Offline,M,11/17/2016,785232198,11/23/2016,6512,421.89,364.69,2747347.68,2374861.28,372486.4
Sub-Saharan Africa,South Sudan,Household,Online,H,06/12/2015,448865592,07/11/2015,8158,668.27,502.54,5451746.66,4099721.32,1352025.34
Europe,Finland,Office Supplies,Online,C,10/23/2013,871393334,11/02/2013,3507,651.21,524.96,2283793.47,1841034.72,442758.75
Asia,China,Snacks,Offline,M,09/04/2011,812239253,10/06/2011,8500,152.58,97.44,1296930,828240,468690
Central America and the Caribbean,Panama,Meat,Online,L,5/15/2017,451139676,6/23/2017,1110,421.89,364.69,468297.9,404805.9,63492
Europe,Belarus,Vegetables,Online,H,10/12/2013,938143432,10/27/2013,6344,154.06,90.93,977356.64,576859.92,400496.72
Australia and Oceania,Vanuatu,Household,Online,H,2/27/2015,343611848,03/05/2015,1236,668.27,502.54,825981.72,621139.44,204842.28
Asia,Thailand,Office Supplies,Offline,M,4/23/2010,408218753,06/10/2010,9855,651.21,524.96,6417674.55,5173480.8,1244193.75
Australia and Oceania,Palau,Household,Online,H,10/29/2011,692950475,12/06/2011,8299,668.27,502.54,5545972.73,4170579.46,1375393.27
Middle East and North Africa,Israel,Cereal,Online,C,06/05/2014,829105842,6/18/2014,9698,205.7,117.11,1994878.6,1135732.78,859145.82
Europe,Georgia,Snacks,Offline,M,11/26/2013,968296182,12/19/2013,9213,152.58,97.44,1405719.54,897714.72,508004.82
Europe,Lithuania,Fruits,Online,H,11/24/2010,432445323,11/29/2010,9036,9.33,6.92,84305.88,62529.12,21776.76
Middle East and North Africa,Kuwait,Vegetables,Online,C,09/07/2014,863789594,9/18/2014,3391,154.06,90.93,522417.46,308343.63,214073.83
Australia and Oceania,New Zealand,Vegetables,Offline,C,09/02/2016,374877822,10/03/2016,3533,154.06,90.93,544293.98,321255.69,223038.29
Sub-Saharan Africa,Mauritania,Cereal,Offline,M,11/29/2016,298571336,12/16/2016,2748,205.7,117.11,565263.6,321818.28,243445.32
Europe,Albania,Personal Care,Offline,C,9/23/2012,238043963,10/04/2012,1353,81.73,56.67,110580.69,76674.51,33906.18
Sub-Saharan Africa,Eritrea,Household,Online,H,02/02/2010,316782033,2/18/2010,1698,668.27,502.54,1134722.46,853312.92,281409.54
Asia,Cambodia,Cosmetics,Online,C,3/26/2012,728584372,4/22/2012,3161,437.2,263.33,1381989.2,832386.13,549603.07
Sub-Saharan Africa,Lesotho,Personal Care,Online,M,11/24/2015,387562310,01/11/2016,7155,81.73,56.67,584778.15,405473.85,179304.3
Asia,Tajikistan,Household,Online,C,02/04/2015,978139674,2/28/2015,2121,668.27,502.54,1417400.67,1065887.34,351513.33
Australia and Oceania,Vanuatu,Beverages,Online,C,6/23/2012,205052793,07/05/2012,8533,47.45,31.79,404890.85,271264.07,133626.78
Sub-Saharan Africa,Ghana,Clothes,Online,H,7/19/2015,343350493,7/27/2015,3896,109.28,35.84,425754.88,139632.64,286122.24
