Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Central America and the Caribbean,Jamaica,Clothes,Online,C,05/02/2013,102949893,5/22/2013,4016,109.28,35.84,438868.48,143933.44,294935.04
Europe,Ukraine,Clothes,Offline,L,08/09/2016,211460912,8/23/2016,4838,109.28,35.84,528696.64,173393.92,355302.72
Europe,United Kingdom,Baby Food,Offline,C,1/22/2017,663583076,02/02/2017,7833,255.28,159.42,1999608.24,1248736.86,750871.38
Sub-Saharan Africa,Chad,Vegetables,Online,H,04/09/2014,260927712,5/16/2014,3163,154.06,90.93,487291.78,287611.59,199680.19
Europe,United Kingdom,Meat,Offline,H,8/31/2012,575418651,09/02/2012,8021,421.89,364.69,3383979.69,2925178.49,458801.2
Europe,Belgium,Baby Food,Online,L,2/28/2010,999292218,04/04/2010,1629,255.28,159.42,415851.12,259695.18,156155.94
Sub-Saharan Africa,Lesotho,Household,Online,L,02/06/2017,995097243,3/27/2017,242,668.27,502.54,161721.34,121614.68,40106.66
Central America and the Caribbean,El Salvador,Snacks,Online,L,08/08/2014,545695054,8/30/2014,2148,152.58,97.44,327741.84,209301.12,118440.72
Sub-Saharan Africa,Ethiopia,Beverages,Online,H,05/07/2011,604259479,5/28/2011,2663,47.45,31.79,126359.35,84656.77,41702.58
Asia,Vietnam,Fruits,Online,L,02/02/2017,844276845,2/27/2017,9135,9.33,6.92,85229.55,63214.2,22015.35
Asia,Mongolia,Fruits,Online,H,2/21/2016,109545981,2/22/2016,5945,9.33,6.92,55466.85,41139.4,14327.45
Sub-Saharan Africa,Ethiopia,Snacks,Online,C,08/03/2016,464178216,09/03/2016,9504,152.58,97.44,1450120.32,926069.76,524050.56
Sub-Saharan Africa,Republic of the Congo,Vegetables,Online,C,3/29/2016,442597377,05/02/2016,3254,154.06,90.93,501311.24,295886.22,205425.02
Europe,Norway,Household,Offline,C,12/17/2013,899539792,1/28/2014,2669,668.27,502.54,1783612.63,1341279.26,442333.37
Sub-Saharan Africa,Mauritius ,Snacks,Online,M,6/18/2013,960054290,7/15/2013,254,152.58,97.44,38755.32,24749.76,14005.56
Central America and the Caribbean,Barbados,Household,Offline,L,12/15/2011,269502198,01/05/2012,544,668.27,502.54,363538.88,273381.76,90157.12
Sub-Saharan Africa,Mozambique,Baby Food,Offline,M,07/01/2011,343557345,8/19/2011,5108,255.28,159.42,1303970.24,814317.36,489652.88
Central America and the Caribbean,Panama,Office Supplies,Offline,M,3/19/2015,518206059,05/03/2015,7544,651.21,524.96,4912728.24,3960298.24,952430
Europe,Lithuania,Clothes,Online,L,12/08/2015,199747169,01/10/2016,8481,109.28,35.84,926803.68,303959.04,622844.64
Europe,Poland,Office Supplies,Online,M,2/17/2015,214792001,2/17/2015,581,651.21,524.96,378353.01,305001.76,73351.25
Europe,Slovakia,Baby Food,Offline,H,7/18/2011,560264384,08/11/2011,3536,255.28,159.42,902670.08,563709.12,338960.96
Asia,Myanmar,Clothes,Offline,H,7/24/2012,853400647,09/03/2012,9071,109.28,35.84,991278.88,325104.64,666174.24
Middle East and North Africa,Syria,Cosmetics,Online,C,04/11/2015,781749618,05/09/2015,5939,437.2,263.33,2596530.8,1563916.87,1032613.93
Sub-Saharan Africa,Niger,Vegetables,Offline,L,04/06/2010,553172624,05/03/2010,4927,154.06,90.93,759053.62,448012.11,311041.51
Asia,Sri Lanka,Personal Care,Online,M,09/05/2015,445843493,9/21/2015,3852,81.73,56.67,314823.96,218292.84,96531.12
Middle East and North Africa,Saudi Arabia,Beverages,Online,H,11/14/2012,358248555,12/22/2012,2563,47.45,31.79,121614.35,81477.77,40136.58
Sub-Saharan Africa,Ethiopia,Vegetables,Offline,C,10/08/2010,259186637,10/28/2010,7940,154.06,90.93,1223236.4,721984.2,501252.2
Asia,Nepal,Clothes,Online,C,10/14/2011,637769067,10/22/2011,8894,109.28,35.84,971936.32,318760.96,653175.36
Asia,Nepal,Cereal,Online,C,08/11/2015,253419673,9/15/2015,1368,205.7,117.11,281397.6,160206.48,121191.12
Europe,Portugal,Baby Food,Offline,L,06/07/2015,185874783,7/20/2015,3334,255.28,159.42,851103.52,531506.28,319597.24
Europe,Croatia,Office Supplies,Online,C,11/09/2016,685183227,11/25/2016,9798,651.21,524.96,6380555.58,5143558.08,1236997.5
Central America and the Caribbean,Saint Lucia,Clothes,Online,C,06/01/2011,721706330,06/03/2011,7796,109.28,35.84,851946.88,279408.64,572538.24
Sub-Saharan Africa,Rwanda,Personal Care,Online,H,8/20/2010,236117923,9/25/2010,1395,81.73,56.67,114013.35,79054.65,34958.7
Middle East and North Africa,Jordan,Office Supplies,Offline,M,12/16/2011,589404332,12/30/2011,6695,651.21,524.96,4359850.95,3514607.2,845243.75
Europe,Germany,Household,Online,L,02/08/2010,512864387,03/05/2010,6824,668.27,502.54,4560274.48,3429332.96,1130941.52
Sub-Saharan Africa,Togo,Personal Care,Online,C,01/08/2016,158109414,1/25/2016,6944,81.73,56.67,567533.12,393516.48,174016.64
Sub-Saharan Africa,Guinea-Bissau,Office Supplies,Offline,M,03/09/2015,647063243,04/07/2015,9248,651.21,524.96,6022390.08,4854830.08,1167560
Sub-Saharan Africa,Mozambique,Fruits,Online,M,11/19/2016,921962201,11/30/2016,7958,9.33,6.92,74248.14,55069.36,19178.78
Europe,Andorra,Vegetables,Offline,L,07/12/2012,895355117,7/15/2012,4331,154.06,90.93,667233.86,393817.83,273416.03
Middle East and North Africa,United Arab Emirates,Meat,Online,L,4/23/2017,100103318,05/02/2017,1651,421.89,364.69,696540.39,602103.19,94437.2
Europe,Austria,Clothes,Online,C,5/29/2013,839380633,6/18/2013,237,109.28,35.84,25899.36,8494.08,17405.28
Sub-Saharan Africa,Ghana,Snacks,Offline,C,5/13/2014,536673390,6/22/2014,2437,152.58,97.44,371837.46,237461.28,134376.18
Europe,Serbia,Personal Care,Offline,L,11/04/2015,285780417,11/14/2015,7631,81.73,56.67,623681.63,432448.77,191232.86
Asia,Turkmenistan,Household,Offline,M,7/31/2014,800813043,09/07/2014,7230,668.27,502.54,4831592.1,3633364.2,1198227.9
Sub-Saharan Africa,Lesotho,Clothes,Offline,H,03/02/2012,166195094,3/20/2012,9676,109.28,35.84,1057393.28,346787.84,710605.44
Europe,Macedonia,Fruits,Online,C,04/02/2011,586662900,04/09/2011,5444,9.33,6.92,50792.52,37672.48,13120.04
Europe,Ireland,Household,Online,C,10/05/2011,737265288,10/07/2011,2037,668.27,502.54,1361265.99,1023673.98,337592.01
Australia and Oceania,Australia,Office Supplies,Offline,H,09/10/2014,713363587,9/20/2014,8993,651.21,524.96,5856331.53,4720965.28,1135366.25
Sub-Saharan Africa,Burundi,Household,Online,L,10/01/2010,680631625,11/01/2010,2878,668.27,502.54,1923281.06,1446310.12,476970.94
Middle East and North Africa,Jordan,Clothes,Offline,H,5/30/2014,425055730,6/23/2014,2291,109.28,35.84,250360.48,82109.44,168251.04
Europe,Iceland,Snacks,Offline,C,9/21/2014,702934730,10/29/2014,2862,152.58,97.44,436683.96,278873.28,157810.68
Asia,Indonesia,Snacks,Online,L,12/08/2016,990879952,01/12/2017,2252,152.58,97.44,343610.16,219434.88,124175.28
Europe,Ireland,Snacks,Offline,M,01/07/2016,835815227,1/23/2016,5154,152.58,97.44,786397.32,502205.76,284191.56
Europe,Slovenia,Household,Online,H,7/24/2015,304976880,09/08/2015,8291,668.27,502.54,5540626.57,4166559.14,1374067.43
Sub-Saharan Africa,South Africa,Fruits,Offline,M,06/10/2016,435913741,07/04/2016,5418,9.33,6.92,50549.94,37492.56,13057.38
Sub-Saharan Africa,South Sudan,Cosmetics,Offline,M,01/11/2013,986487138,1/29/2013,2321,437.2,263.33,1014741.2,611188.93,403552.27
Europe,Armenia,Vegetables,Offline,H,2/13/2012,884870898,3/16/2012,1817,154.06,90.93,279927.02,165219.81,114707.21
Sub-Saharan Africa,Djibouti,Cereal,Offline,L,12/28/2013,479551351,1/27/2014,8756,205.7,117.11,1801109.2,1025415.16,775694.04
Europe,Armenia,Cereal,Online,C,3/18/2016,189327323,04/07/2016,5017,205.7,117.11,1031996.9,587540.87,444456.03
Sub-Saharan Africa,Seychelles ,Household,Online,H,5/29/2017,953310143,6/17/2017,4511,668.27,502.54,3014565.97,2266957.94,747608.03
Sub-Saharan Africa,Madagascar,Vegetables,Online,H,6/27/2013,180923640,08/01/2013,8181,154.06,90.93,1260364.86,743898.33,516466.53
Europe,Bulgaria,Fruits,Offline,L,7/25/2016,301904141,8/31/2016,8999,9.33,6.92,83960.67,62273.08,21687.59
Asia,Bhutan,Household,Online,M,4/27/2013,216300475,5/30/2013,6972,668.27,502.54,4659178.44,3503708.88,1155469.56
Europe,Italy,Personal Care,Online,C,3/19/2014,244473969,05/04/2014,4135,81.73,56.67,337953.55,234330.45,103623.1
Europe,Estonia,Fruits,Offline,M,11/03/2011,777098453,12/07/2011,9556,9.33,6.92,89157.48,66127.52,23029.96
Central America and the Caribbean,Panama,Office Supplies,Offline,H,12/31/2014,925160253,1/22/2015,4333,651.21,524.96,2821692.93,2274651.68,547041.25
Europe,Poland,Cosmetics,Online,M,8/19/2014,769958198,09/08/2014,6596,437.2,263.33,2883771.2,1736924.68,1146846.52
