Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Latvia,Fruits,Online,M,3/14/2016,763875377,04/12/2016,6554,9.33,6.92,61148.82,45353.68,15795.14
Europe,Austria,Household,Online,L,2/18/2011,751371991,2/27/2011,6524,668.27,502.54,4359793.48,3278570.96,1081222.52
Europe,Greece,Personal Care,Offline,H,4/14/2017,577987563,05/11/2017,8219,81.73,56.67,671738.87,465770.73,205968.14
Sub-Saharan Africa,Ethiopia,Beverages,Offline,H,12/27/2011,676583421,1/30/2012,4924,47.45,31.79,233643.8,156533.96,77109.84
Australia and Oceania,New Zealand,Clothes,Online,M,4/13/2015,650333392,05/05/2015,6957,109.28,35.84,760260.96,249338.88,510922.08
Europe,Liechtenstein,Household,Online,M,5/31/2010,622723805,7/16/2010,6667,668.27,502.54,4455356.09,3350434.18,1104921.91
Sub-Saharan Africa,Sierra Leone,Clothes,Offline,H,10/11/2015,787553489,11/27/2015,3433,109.28,35.84,375158.24,123038.72,252119.52
Asia,Kazakhstan,Office Supplies,Offline,M,12/14/2012,958933770,1/15/2013,8667,651.21,524.96,5644037.07,4549828.32,1094208.75
Asia,Brunei,Office Supplies,Offline,H,02/09/2011,121288478,3/27/2011,811,651.21,524.96,528131.31,425742.56,102388.75
Sub-Saharan Africa,Djibouti,Cosmetics,Online,H,11/21/2012,479353940,01/06/2013,338,437.2,263.33,147773.6,89005.54,58768.06
Central America and the Caribbean,Barbados,Fruits,Offline,L,8/29/2010,708178985,9/25/2010,4754,9.33,6.92,44354.82,32897.68,11457.14
Sub-Saharan Africa,Ghana,Snacks,Online,H,12/23/2012,903124940,02/11/2013,3594,152.58,97.44,548372.52,350199.36,198173.16
Australia and Oceania,New Zealand,Meat,Offline,H,7/20/2010,329865634,7/29/2010,3426,421.89,364.69,1445395.14,1249427.94,195967.2
Sub-Saharan Africa,Burundi,Fruits,Offline,L,4/14/2010,574387395,05/03/2010,2849,9.33,6.92,26581.17,19715.08,6866.09
Sub-Saharan Africa,Seychelles ,Fruits,Online,L,5/15/2016,592989051,06/10/2016,7493,9.33,6.92,69909.69,51851.56,18058.13
Europe,Belgium,Personal Care,Offline,M,05/07/2011,762281930,6/20/2011,5018,81.73,56.67,410121.14,284370.06,125751.08
Middle East and North Africa,Lebanon,Fruits,Online,C,11/21/2012,629189860,12/12/2012,117,9.33,6.92,1091.61,809.64,281.97
Sub-Saharan Africa,Angola,Cereal,Offline,M,01/09/2017,260949170,02/01/2017,9513,205.7,117.11,1956824.1,1114067.43,842756.67
Middle East and North Africa,Bahrain,Cereal,Online,M,1/20/2017,695108687,1/21/2017,6962,205.7,117.11,1432083.4,815319.82,616763.58
