Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Sub-Saharan Africa,Lesotho,Household,Online,M,6/14/2012,786920917,7/29/2012,6241,668.27,502.54,4170673.07,3136352.14,1034320.93
Sub-Saharan Africa,Guinea-Bissau,Fruits,Offline,L,08/11/2015,598471486,9/25/2015,9867,9.33,6.92,92059.11,68279.64,23779.47
Asia,Laos,Clothes,Offline,H,03/11/2012,293086326,04/04/2012,9612,109.28,35.84,1050399.36,344494.08,705905.28
Europe,France,Clothes,Online,L,1/30/2014,584876763,03/11/2014,6886,109.28,35.84,752502.08,246794.24,505707.84
Sub-Saharan Africa,Chad,Beverages,Offline,L,4/17/2015,458266627,5/22/2015,134,47.45,31.79,6358.3,4259.86,2098.44
Asia,Nepal,Household,Online,L,11/25/2010,317992246,12/13/2010,9827,668.27,502.54,6567089.29,4938460.58,1628628.71
Sub-Saharan Africa,South Sudan,Personal Care,Online,L,12/24/2015,639102447,1/27/2016,3471,81.73,56.67,283684.83,196701.57,86983.26
Europe,Bosnia and Herzegovina,Baby Food,Offline,C,5/20/2016,616958558,07/02/2016,602,255.28,159.42,153678.56,95970.84,57707.72
Asia,Brunei,Cosmetics,Online,H,5/20/2010,417234408,6/30/2010,7788,437.2,263.33,3404913.6,2050814.04,1354099.56
North America,Canada,Fruits,Online,H,6/17/2012,725916326,7/26/2012,3627,9.33,6.92,33839.91,25098.84,8741.07
Sub-Saharan Africa,Lesotho,Meat,Online,H,8/31/2011,499303138,10/07/2011,3749,421.89,364.69,1581665.61,1367222.81,214442.8
Central America and the Caribbean,Cuba,Beverages,Offline,H,3/30/2013,114006173,5/16/2013,5815,47.45,31.79,275921.75,184858.85,91062.9
Asia,Tajikistan,Meat,Online,M,2/29/2012,916949260,3/18/2012,4517,421.89,364.69,1905677.13,1647304.73,258372.4
Europe,Spain,Cereal,Offline,H,01/06/2012,275368726,1/22/2012,6580,205.7,117.11,1353506,770583.8,582922.2
Middle East and North Africa,Kuwait,Household,Online,L,09/05/2013,126813399,10/17/2013,5758,668.27,502.54,3847898.66,2893625.32,954273.34
Central America and the Caribbean,Dominican Republic,Clothes,Offline,M,07/11/2011,229144608,7/21/2011,7837,109.28,35.84,856427.36,280878.08,575549.28
Europe,Montenegro,Cosmetics,Offline,H,05/05/2012,410536181,5/31/2012,5634,437.2,263.33,2463184.8,1483601.22,979583.58
Europe,Liechtenstein,Meat,Online,L,06/02/2016,119474446,06/08/2016,3998,421.89,364.69,1686716.22,1458030.62,228685.6
Europe,United Kingdom,Fruits,Online,M,9/29/2013,674758231,10/04/2013,4810,9.33,6.92,44877.3,33285.2,11592.1
Sub-Saharan Africa,Equatorial Guinea,Clothes,Offline,L,07/09/2010,315498864,8/20/2010,1980,109.28,35.84,216374.4,70963.2,145411.2
Europe,Hungary,Meat,Online,C,3/22/2010,951120173,4/13/2010,6450,421.89,364.69,2721190.5,2352250.5,368940
Central America and the Caribbean,Saint Kitts and Nevis ,Household,Online,C,5/25/2017,511358487,06/11/2017,1195,668.27,502.54,798582.65,600535.3,198047.35
Middle East and North Africa,Azerbaijan,Personal Care,Online,M,2/24/2011,596262633,3/31/2011,6218,81.73,56.67,508197.14,352374.06,155823.08
Europe,Malta,Cosmetics,Online,H,02/01/2017,626193940,3/21/2017,3557,437.2,263.33,1555120.4,936664.81,618455.59
Europe,Cyprus,Household,Online,C,8/27/2012,991826236,09/10/2012,2279,668.27,502.54,1522987.33,1145288.66,377698.67
Central America and the Caribbean,Nicaragua,Snacks,Online,M,3/27/2014,804145848,04/03/2014,3481,152.58,97.44,531130.98,339188.64,191942.34
Europe,Vatican City,Snacks,Online,L,10/03/2012,144451606,11/13/2012,5295,152.58,97.44,807911.1,515944.8,291966.3
Asia,Kyrgyzstan,Cosmetics,Online,L,5/17/2015,514354836,6/23/2015,7881,437.2,263.33,3445573.2,2075303.73,1370269.47
Sub-Saharan Africa,Central African Republic,Snacks,Offline,H,5/14/2011,785779368,5/23/2011,8432,152.58,97.44,1286554.56,821614.08,464940.48
Sub-Saharan Africa,Guinea,Fruits,Online,C,10/17/2013,350961530,11/21/2013,6171,9.33,6.92,57575.43,42703.32,14872.11
Asia,Cambodia,Cosmetics,Online,M,4/14/2010,472450149,05/12/2010,7353,437.2,263.33,3214731.6,1936265.49,1278466.11
Asia,South Korea,Baby Food,Online,H,3/30/2012,233106553,4/15/2012,264,255.28,159.42,67393.92,42086.88,25307.04
Sub-Saharan Africa,Uganda,Cosmetics,Online,L,3/19/2013,586104571,04/04/2013,222,437.2,263.33,97058.4,58459.26,38599.14
Europe,Russia,Baby Food,Offline,C,5/15/2015,304930531,5/21/2015,4575,255.28,159.42,1167906,729346.5,438559.5
Asia,Kazakhstan,Beverages,Online,H,08/05/2010,933383262,08/11/2010,7704,47.45,31.79,365554.8,244910.16,120644.64
Sub-Saharan Africa,Mauritania,Snacks,Offline,C,7/23/2014,935574090,09/06/2014,6019,152.58,97.44,918379.02,586491.36,331887.66
Europe,Georgia,Cereal,Offline,M,6/27/2017,645926845,08/09/2017,2962,205.7,117.11,609283.4,346879.82,262403.58
Asia,Turkmenistan,Meat,Offline,M,09/03/2010,919177854,10/04/2010,4008,421.89,364.69,1690935.12,1461677.52,229257.6
Asia,Brunei,Cosmetics,Online,H,12/22/2012,880375945,1/23/2013,1661,437.2,263.33,726189.2,437391.13,288798.07
Sub-Saharan Africa,Equatorial Guinea,Beverages,Offline,H,1/13/2014,174882447,02/11/2014,457,47.45,31.79,21684.65,14528.03,7156.62
Europe,Netherlands,Personal Care,Offline,L,11/27/2015,318371188,01/12/2016,1964,81.73,56.67,160517.72,111299.88,49217.84
Middle East and North Africa,Egypt,Snacks,Online,C,2/21/2014,646828496,03/08/2014,9781,152.58,97.44,1492384.98,953060.64,539324.34
Europe,Denmark,Vegetables,Online,L,9/20/2016,566553199,10/04/2016,4536,154.06,90.93,698816.16,412458.48,286357.68
Middle East and North Africa,Saudi Arabia,Meat,Offline,M,7/15/2017,904156625,08/12/2017,8892,421.89,364.69,3751445.88,3242823.48,508622.4
Central America and the Caribbean,Dominican Republic,Cereal,Online,H,05/02/2015,756562602,06/04/2015,2541,205.7,117.11,522683.7,297576.51,225107.19
Australia and Oceania,Tonga,Cosmetics,Online,C,6/30/2017,641007459,7/18/2017,7206,437.2,263.33,3150463.2,1897555.98,1252907.22
Europe,Liechtenstein,Office Supplies,Online,L,7/18/2013,245040023,7/28/2013,1643,651.21,524.96,1069938.03,862509.28,207428.75
Sub-Saharan Africa,Republic of the Congo,Clothes,Online,C,10/11/2016,676521623,11/30/2016,6637,109.28,35.84,725291.36,237870.08,487421.28
Middle East and North Africa,Jordan,Household,Online,H,1/21/2015,413626086,02/04/2015,5,668.27,502.54,3341.35,2512.7,828.65
Australia and Oceania,Solomon Islands,Beverages,Online,C,6/14/2012,254839742,7/31/2012,1598,47.45,31.79,75825.1,50800.42,25024.68
Central America and the Caribbean,Panama,Clothes,Online,C,4/24/2010,168961417,5/22/2010,8293,109.28,35.84,906259.04,297221.12,609037.92
Central America and the Caribbean,Cuba,Baby Food,Online,L,1/20/2011,645102441,03/11/2011,9003,255.28,159.42,2298285.84,1435258.26,863027.58
Central America and the Caribbean,Trinidad and Tobago,Personal Care,Offline,L,5/15/2014,442686641,6/30/2014,9669,81.73,56.67,790247.37,547942.23,242305.14
Central America and the Caribbean,Belize,Cosmetics,Offline,L,06/11/2013,641450345,6/20/2013,8266,437.2,263.33,3613895.2,2176685.78,1437209.42
Europe,Moldova ,Meat,Offline,L,11/19/2013,591442382,12/13/2013,9799,421.89,364.69,4134100.11,3573597.31,560502.8
Middle East and North Africa,Somalia,Fruits,Online,C,10/18/2014,163024079,11/25/2014,1303,9.33,6.92,12156.99,9016.76,3140.23
Europe,Italy,Baby Food,Offline,M,7/23/2012,196869266,8/27/2012,6845,255.28,159.42,1747391.6,1091229.9,656161.7
Middle East and North Africa,Algeria,Cereal,Online,M,03/09/2012,253964269,3/21/2012,2526,205.7,117.11,519598.2,295819.86,223778.34
Middle East and North Africa,Lebanon,Baby Food,Offline,C,12/25/2015,865607917,01/02/2016,1473,255.28,159.42,376027.44,234825.66,141201.78
Asia,Philippines,Beverages,Offline,M,2/26/2012,383411538,3/19/2012,8849,47.45,31.79,419885.05,281309.71,138575.34
Sub-Saharan Africa,Madagascar,Fruits,Offline,C,6/27/2016,829298961,08/07/2016,6846,9.33,6.92,63873.18,47374.32,16498.86
Asia,Uzbekistan,Baby Food,Offline,C,7/20/2015,245506513,08/05/2015,9688,255.28,159.42,2473152.64,1544460.96,928691.68
Europe,Georgia,Vegetables,Online,L,11/21/2015,344583022,12/29/2015,8628,154.06,90.93,1329229.68,784544.04,544685.64
Central America and the Caribbean,Barbados,Cosmetics,Offline,M,7/22/2017,659389817,7/30/2017,6955,437.2,263.33,3040726,1831460.15,1209265.85
Europe,Austria,Meat,Offline,L,4/22/2010,793100726,05/12/2010,4984,421.89,364.69,2102699.76,1817614.96,285084.8
Australia and Oceania,Fiji,Cereal,Online,H,3/31/2015,869202077,4/26/2015,5065,205.7,117.11,1041870.5,593162.15,448708.35
Europe,Austria,Snacks,Offline,C,11/25/2012,181492698,12/14/2012,6577,152.58,97.44,1003518.66,640862.88,362655.78
Asia,Japan,Cosmetics,Offline,L,2/25/2015,344083917,03/03/2015,932,437.2,263.33,407470.4,245423.56,162046.84
Europe,Albania,Baby Food,Offline,H,01/06/2016,341399562,02/06/2016,6572,255.28,159.42,1677700.16,1047708.24,629991.92
Australia and Oceania,Marshall Islands,Personal Care,Offline,M,7/25/2010,578175961,7/26/2010,3970,81.73,56.67,324468.1,224979.9,99488.2
Europe,Luxembourg,Personal Care,Online,L,11/16/2013,629461944,11/28/2013,632,81.73,56.67,51653.36,35815.44,15837.92
Australia and Oceania,Kiribati,Cosmetics,Offline,M,10/21/2011,590618836,11/13/2011,6093,437.2,263.33,2663859.6,1604469.69,1059389.91
Middle East and North Africa,Afghanistan,Beverages,Online,H,03/10/2010,627320468,04/11/2010,6922,47.45,31.79,328448.9,220050.38,108398.52
Central America and the Caribbean,Costa Rica,Household,Offline,C,12/11/2015,525553166,1/30/2016,1716,668.27,502.54,1146751.32,862358.64,284392.68
Asia,Uzbekistan,Beverages,Offline,H,7/15/2010,141615760,08/07/2010,6105,47.45,31.79,289682.25,194077.95,95604.3
Central America and the Caribbean,Trinidad and Tobago,Office Supplies,Offline,C,5/16/2014,752119576,06/02/2014,7751,651.21,524.96,5047528.71,4068964.96,978563.75
Europe,Cyprus,Office Supplies,Online,C,11/02/2014,103988444,12/02/2014,1346,651.21,524.96,876528.66,706596.16,169932.5
Middle East and North Africa,Saudi Arabia,Personal Care,Offline,H,07/11/2015,964458692,08/08/2015,3614,81.73,56.67,295372.22,204805.38,90566.84
Sub-Saharan Africa,Sierra Leone,Baby Food,Online,M,4/25/2017,771079146,05/05/2017,8309,255.28,159.42,2121121.52,1324620.78,796500.74
Central America and the Caribbean,Guatemala,Cosmetics,Online,L,7/30/2014,181711137,9/13/2014,1218,437.2,263.33,532509.6,320735.94,211773.66
Middle East and North Africa,Libya,Snacks,Offline,H,02/06/2014,824528491,03/12/2014,5158,152.58,97.44,787007.64,502595.52,284412.12
Europe,Czech Republic,Personal Care,Offline,M,03/04/2016,348017537,4/18/2016,4978,81.73,56.67,406851.94,282103.26,124748.68
Asia,Bhutan,Cereal,Offline,H,10/14/2010,970977103,11/15/2010,2557,205.7,117.11,525974.9,299450.27,226524.63
