Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Sub-Saharan Africa,Cote d'Ivoire,Meat,Online,C,10/03/2014,357451188,10/29/2014,6605,421.89,364.69,2786583.45,2408777.45,377806
Europe,Macedonia,Baby Food,Online,M,4/21/2010,167504870,5/20/2010,7268,255.28,159.42,1855375.04,1158664.56,696710.48
Asia,Cambodia,Household,Offline,H,04/02/2013,728542745,5/14/2013,843,668.27,502.54,563351.61,423641.22,139710.39
Asia,Maldives,Clothes,Online,H,5/18/2017,209363639,07/02/2017,4208,109.28,35.84,459850.24,150814.72,309035.52
Asia,China,Beverages,Online,C,07/09/2017,899078881,08/09/2017,6275,47.45,31.79,297748.75,199482.25,98266.5
Sub-Saharan Africa,Cameroon,Vegetables,Online,C,5/16/2013,657112300,6/18/2013,2987,154.06,90.93,460177.22,271607.91,188569.31
Sub-Saharan Africa,Liberia,Office Supplies,Online,C,04/08/2013,563200223,5/24/2013,2316,651.21,524.96,1508202.36,1215807.36,292395
Europe,Monaco,Cosmetics,Offline,C,3/30/2015,867391479,3/31/2015,9269,437.2,263.33,4052406.8,2440805.77,1611601.03
Central America and the Caribbean,Honduras,Cereal,Offline,C,10/27/2010,540047395,12/15/2010,880,205.7,117.11,181016,103056.8,77959.2
Sub-Saharan Africa,Djibouti,Clothes,Online,M,7/14/2011,421841800,08/04/2011,1218,109.28,35.84,133103.04,43653.12,89449.92
Asia,South Korea,Meat,Online,H,10/28/2014,973761022,11/13/2014,6380,421.89,364.69,2691658.2,2326722.2,364936
Middle East and North Africa,United Arab Emirates,Snacks,Online,M,06/01/2015,927103888,6/23/2015,9498,152.58,97.44,1449204.84,925485.12,523719.72
Sub-Saharan Africa,Zambia,Baby Food,Offline,C,8/31/2016,433481729,10/07/2016,5731,255.28,159.42,1463009.68,913636.02,549373.66
Australia and Oceania,Nauru,Office Supplies,Online,C,8/25/2011,614818370,10/14/2011,7273,651.21,524.96,4736250.33,3818034.08,918216.25
Middle East and North Africa,Qatar,Beverages,Online,L,3/17/2017,413350141,3/28/2017,8347,47.45,31.79,396065.15,265351.13,130714.02
Australia and Oceania,Samoa ,Snacks,Offline,H,03/09/2017,641625869,3/20/2017,208,152.58,97.44,31736.64,20267.52,11469.12
Europe,Bulgaria,Cereal,Online,M,8/18/2011,832506883,8/21/2011,6142,205.7,117.11,1263409.4,719289.62,544119.78
Sub-Saharan Africa,Gabon,Personal Care,Offline,M,01/02/2013,589167010,1/29/2013,6466,81.73,56.67,528466.18,366428.22,162037.96
Sub-Saharan Africa,Chad,Cereal,Offline,L,2/21/2012,935092580,3/31/2012,3529,205.7,117.11,725915.3,413281.19,312634.11
Australia and Oceania,Palau,Meat,Offline,C,04/10/2012,264082419,05/09/2012,6711,421.89,364.69,2831303.79,2447434.59,383869.2
Middle East and North Africa,Oman,Office Supplies,Online,H,2/21/2010,190247857,2/26/2010,7423,651.21,524.96,4833931.83,3896778.08,937153.75
North America,Mexico,Office Supplies,Online,H,11/25/2014,598012721,12/07/2014,4108,651.21,524.96,2675170.68,2156535.68,518635
Sub-Saharan Africa,Togo,Cereal,Online,C,1/21/2014,992113339,1/26/2014,7239,205.7,117.11,1489062.3,847759.29,641303.01
Central America and the Caribbean,Saint Vincent and the Grenadines,Beverages,Online,L,02/11/2015,947598540,3/16/2015,4321,47.45,31.79,205031.45,137364.59,67666.86
Asia,North Korea,Cosmetics,Offline,L,6/30/2011,559829652,07/01/2011,4889,437.2,263.33,2137470.8,1287420.37,850050.43
Sub-Saharan Africa,Cote d'Ivoire,Fruits,Online,C,8/13/2016,894480502,8/24/2016,5513,9.33,6.92,51436.29,38149.96,13286.33
Middle East and North Africa,Morocco,Fruits,Offline,C,09/03/2014,837537419,9/23/2014,4789,9.33,6.92,44681.37,33139.88,11541.49
Europe,Monaco,Office Supplies,Online,M,06/04/2017,245299232,07/04/2017,8349,651.21,524.96,5436952.29,4382891.04,1054061.25
Middle East and North Africa,Lebanon,Clothes,Online,M,12/25/2014,394377267,2/13/2015,3852,109.28,35.84,420946.56,138055.68,282890.88
Sub-Saharan Africa,Comoros,Fruits,Online,L,6/13/2017,831695353,7/16/2017,5992,9.33,6.92,55905.36,41464.64,14440.72
Asia,South Korea,Clothes,Offline,H,04/12/2013,724489820,5/23/2013,1492,109.28,35.84,163045.76,53473.28,109572.48
Sub-Saharan Africa,Cote d'Ivoire,Cosmetics,Online,M,12/03/2010,210309493,12/31/2010,4107,437.2,263.33,1795580.4,1081496.31,714084.09
Asia,Mongolia,Fruits,Online,C,4/25/2012,847015702,05/02/2012,9624,9.33,6.92,89791.92,66598.08,23193.84
Sub-Saharan Africa,Uganda,Personal Care,Offline,L,09/07/2016,662782275,10/11/2016,859,81.73,56.67,70206.07,48679.53,21526.54
Sub-Saharan Africa,Niger,Snacks,Online,H,9/27/2016,906095540,10/22/2016,2661,152.58,97.44,406015.38,259287.84,146727.54
Australia and Oceania,Australia,Office Supplies,Offline,L,1/15/2010,195754325,2/19/2010,6910,651.21,524.96,4499861.1,3627473.6,872387.5
Asia,Singapore,Snacks,Online,L,5/13/2010,370869958,6/14/2010,7517,152.58,97.44,1146943.86,732456.48,414487.38
Sub-Saharan Africa,Comoros,Meat,Online,L,8/13/2013,640866267,09/06/2013,5425,421.89,364.69,2288753.25,1978443.25,310310
Australia and Oceania,Federated States of Micronesia,Personal Care,Offline,M,10/07/2016,735479581,11/06/2016,3607,81.73,56.67,294800.11,204408.69,90391.42
Europe,Montenegro,Office Supplies,Offline,H,1/26/2014,454758727,02/04/2014,2068,651.21,524.96,1346702.28,1085617.28,261085
Sub-Saharan Africa,Benin,Beverages,Online,M,12/26/2015,119065034,1/27/2016,2844,47.45,31.79,134947.8,90410.76,44537.04
North America,Canada,Fruits,Online,H,02/08/2015,119072329,2/17/2015,5003,9.33,6.92,46677.99,34620.76,12057.23
Sub-Saharan Africa,Mauritania,Office Supplies,Offline,L,8/28/2012,465766942,09/11/2012,9643,651.21,524.96,6279618.03,5062189.28,1217428.75
Sub-Saharan Africa,Burkina Faso,Fruits,Offline,L,9/25/2014,340447700,10/02/2014,4895,9.33,6.92,45670.35,33873.4,11796.95
Middle East and North Africa,Iraq,Meat,Online,M,4/29/2013,344725930,5/14/2013,918,421.89,364.69,387295.02,334785.42,52509.6
Sub-Saharan Africa,Lesotho,Cereal,Offline,L,11/12/2012,250525462,12/31/2012,4906,205.7,117.11,1009164.2,574541.66,434622.54
Sub-Saharan Africa,Namibia,Office Supplies,Offline,H,04/10/2011,350082623,5/15/2011,6083,651.21,524.96,3961310.43,3193331.68,767978.75
Asia,Japan,Fruits,Online,L,4/25/2011,105946242,06/03/2011,702,9.33,6.92,6549.66,4857.84,1691.82
