Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Central America and the Caribbean,The Bahamas,Cosmetics,Offline,L,1/14/2010,996217763,2/26/2010,1829,437.2,263.33,799638.8,481630.57,318008.23
Middle East and North Africa,Afghanistan,Cereal,Online,M,6/13/2015,693908774,7/31/2015,1881,205.7,117.11,386921.7,220283.91,166637.79
Sub-Saharan Africa,Nigeria,Clothes,Offline,M,07/11/2017,468462884,08/04/2017,7432,109.28,35.84,812168.96,266362.88,545806.08
Middle East and North Africa,Morocco,Meat,Online,L,1/26/2014,654303920,03/10/2014,1925,421.89,364.69,812138.25,702028.25,110110
Sub-Saharan Africa,Cote d'Ivoire,Cereal,Online,L,07/11/2011,306168210,8/15/2011,832,205.7,117.11,171142.4,97435.52,73706.88
Middle East and North Africa,Syria,Clothes,Offline,H,08/07/2013,349104583,8/29/2013,6659,109.28,35.84,727695.52,238658.56,489036.96
Europe,United Kingdom,Cereal,Offline,H,07/03/2017,428474366,08/11/2017,3941,205.7,117.11,810663.7,461530.51,349133.19
Sub-Saharan Africa,Burundi,Cosmetics,Online,L,2/25/2010,259951388,03/03/2010,4247,437.2,263.33,1856788.4,1118362.51,738425.89
Sub-Saharan Africa,Ghana,Office Supplies,Offline,C,5/23/2017,979521977,06/03/2017,1175,651.21,524.96,765171.75,616828,148343.75
Middle East and North Africa,Jordan,Clothes,Online,L,11/24/2016,193484961,12/22/2016,5355,109.28,35.84,585194.4,191923.2,393271.2
Europe,Albania,Meat,Online,L,2/23/2010,528451669,04/07/2010,9447,421.89,364.69,3985594.83,3445226.43,540368.4
Sub-Saharan Africa,Chad,Fruits,Offline,M,01/11/2011,181345927,02/11/2011,3145,9.33,6.92,29342.85,21763.4,7579.45
Asia,Mongolia,Vegetables,Online,L,10/13/2011,569404065,11/14/2011,8171,154.06,90.93,1258824.26,742989.03,515835.23
Europe,Kosovo,Fruits,Online,C,1/24/2017,480174911,2/15/2017,3281,9.33,6.92,30611.73,22704.52,7907.21
Europe,Sweden,Baby Food,Online,L,6/20/2017,121519792,08/02/2017,9262,255.28,159.42,2364403.36,1476548.04,887855.32
Sub-Saharan Africa,Burundi,Beverages,Offline,H,12/28/2015,671612536,1/20/2016,3929,47.45,31.79,186431.05,124902.91,61528.14
Asia,Mongolia,Cereal,Online,M,9/14/2016,228939473,9/16/2016,7132,205.7,117.11,1467052.4,835228.52,631823.88
Middle East and North Africa,Tunisia ,Office Supplies,Offline,M,5/22/2013,562299430,06/04/2013,5752,651.21,524.96,3745759.92,3019569.92,726190
Central America and the Caribbean,Jamaica,Beverages,Offline,L,01/12/2016,360803735,03/01/2016,8698,47.45,31.79,412720.1,276509.42,136210.68
Asia,China,Meat,Online,L,10/01/2016,183876216,11/10/2016,1913,421.89,364.69,807075.57,697651.97,109423.6
Middle East and North Africa,Iran,Snacks,Online,M,4/22/2016,211253201,5/24/2016,3372,152.58,97.44,514499.76,328567.68,185932.08
Middle East and North Africa,Iraq,Household,Offline,L,9/24/2012,692983520,10/03/2012,8078,668.27,502.54,5398285.06,4059518.12,1338766.94
Asia,Japan,Meat,Offline,L,9/14/2012,599428498,10/01/2012,3068,421.89,364.69,1294358.52,1118868.92,175489.6
Asia,Uzbekistan,Cereal,Offline,M,08/08/2012,771261966,9/18/2012,2410,205.7,117.11,495737,282235.1,213501.9
Sub-Saharan Africa,Ghana,Clothes,Offline,C,06/12/2017,769470250,07/10/2017,2201,109.28,35.84,240525.28,78883.84,161641.44
Central America and the Caribbean,Cuba,Baby Food,Online,C,5/21/2014,225352180,06/07/2014,5573,255.28,159.42,1422675.44,888447.66,534227.78
Middle East and North Africa,Algeria,Beverages,Online,H,05/08/2014,190519082,5/13/2014,7685,47.45,31.79,364653.25,244306.15,120347.1
Europe,Moldova ,Baby Food,Offline,C,5/31/2010,886894786,07/02/2010,731,255.28,159.42,186609.68,116536.02,70073.66
Middle East and North Africa,Tunisia ,Cosmetics,Offline,C,11/05/2011,356715619,12/24/2011,8934,437.2,263.33,3905944.8,2352590.22,1553354.58
Sub-Saharan Africa,Seychelles ,Clothes,Offline,H,1/23/2010,312530410,03/09/2010,3548,109.28,35.84,387725.44,127160.32,260565.12
Europe,Hungary,Office Supplies,Online,C,09/07/2012,287200486,9/29/2012,7861,651.21,524.96,5119161.81,4126710.56,992451.25
Europe,Belgium,Office Supplies,Online,L,1/13/2017,783899676,02/05/2017,2189,651.21,524.96,1425498.69,1149137.44,276361.25
Asia,North Korea,Vegetables,Online,H,12/08/2013,126114308,12/09/2013,8881,154.06,90.93,1368206.86,807549.33,560657.53
Europe,Malta,Cereal,Offline,M,3/15/2014,307643210,3/15/2014,7317,205.7,117.11,1505106.9,856893.87,648213.03
Asia,Philippines,Cosmetics,Online,M,7/27/2014,242597711,8/21/2014,8908,437.2,263.33,3894577.6,2345743.64,1548833.96
Middle East and North Africa,Azerbaijan,Meat,Offline,M,8/15/2016,715401637,09/04/2016,2097,421.89,364.69,884703.33,764754.93,119948.4
Central America and the Caribbean,Barbados,Vegetables,Offline,C,06/10/2015,330791318,7/24/2015,7357,154.06,90.93,1133419.42,668972.01,464447.41
Sub-Saharan Africa,Burkina Faso,Fruits,Offline,C,12/13/2010,463815581,1/24/2011,2192,9.33,6.92,20451.36,15168.64,5282.72
Sub-Saharan Africa,Ethiopia,Meat,Online,C,9/22/2011,309835755,10/14/2011,6140,421.89,364.69,2590404.6,2239196.6,351208
Europe,Luxembourg,Meat,Offline,H,01/12/2016,934525668,2/14/2016,5767,421.89,364.69,2433039.63,2103167.23,329872.4
Middle East and North Africa,Lebanon,Office Supplies,Offline,H,8/22/2015,323871648,9/25/2015,9673,651.21,524.96,6299154.33,5077938.08,1221216.25
Asia,Indonesia,Office Supplies,Offline,H,9/27/2014,134172523,10/23/2014,3486,651.21,524.96,2270118.06,1830010.56,440107.5
Sub-Saharan Africa,Democratic Republic of the Congo,Meat,Online,H,01/04/2011,742039620,1/24/2011,4868,421.89,364.69,2053760.52,1775310.92,278449.6
Europe,Romania,Clothes,Online,H,7/22/2014,794396770,08/08/2014,8512,109.28,35.84,930191.36,305070.08,625121.28
Europe,Greece,Snacks,Offline,C,10/31/2013,358480298,11/30/2013,1141,152.58,97.44,174093.78,111179.04,62914.74
Sub-Saharan Africa,Tanzania,Beverages,Offline,C,4/15/2017,471839034,4/27/2017,6510,47.45,31.79,308899.5,206952.9,101946.6
Europe,Malta,Office Supplies,Offline,L,9/19/2011,892334306,10/17/2011,406,651.21,524.96,264391.26,213133.76,51257.5
Sub-Saharan Africa,Djibouti,Fruits,Online,H,6/27/2011,548139941,7/29/2011,5644,9.33,6.92,52658.52,39056.48,13602.04
Europe,Portugal,Snacks,Offline,H,11/16/2016,687742269,12/26/2016,7075,152.58,97.44,1079503.5,689388,390115.5
Sub-Saharan Africa,Angola,Snacks,Offline,L,4/24/2010,829940116,05/01/2010,6578,152.58,97.44,1003671.24,640960.32,362710.92
Middle East and North Africa,Yemen,Personal Care,Offline,H,2/18/2013,113844811,2/21/2013,8064,81.73,56.67,659070.72,456986.88,202083.84
Central America and the Caribbean,Guatemala,Office Supplies,Online,M,09/06/2013,448880183,10/10/2013,2476,651.21,524.96,1612395.96,1299800.96,312595
Sub-Saharan Africa,Togo,Household,Offline,C,6/29/2016,664782559,7/19/2016,2787,668.27,502.54,1862468.49,1400578.98,461889.51
Sub-Saharan Africa,Ethiopia,Meat,Offline,L,10/28/2015,561600768,11/16/2015,9002,421.89,364.69,3797853.78,3282939.38,514914.4
Central America and the Caribbean,Saint Vincent and the Grenadines,Baby Food,Online,C,7/23/2014,459696137,7/26/2014,3157,255.28,159.42,805918.96,503288.94,302630.02
Europe,Sweden,Office Supplies,Online,C,11/11/2012,749742496,12/14/2012,4320,651.21,524.96,2813227.2,2267827.2,545400
Asia,Maldives,Office Supplies,Online,M,12/21/2011,542726171,1/20/2012,3589,651.21,524.96,2337192.69,1884081.44,453111.25
Central America and the Caribbean,Antigua and Barbuda ,Cereal,Offline,C,5/23/2010,819945991,5/29/2010,9094,205.7,117.11,1870635.8,1064998.34,805637.46
