Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Netherlands,Baby Food,Online,M,12/09/2013,117691743,12/13/2013,6457,255.28,159.42,1648342.96,1029374.94,618968.02
Europe,Italy,Household,Offline,H,05/06/2014,558909976,5/14/2014,2737,668.27,502.54,1829054.99,1375451.98,453603.01
Europe,Moldova ,Cereal,Online,C,10/26/2010,390565526,12/14/2010,5873,205.7,117.11,1208076.1,687787.03,520289.07
Sub-Saharan Africa,Eritrea,Fruits,Online,C,01/07/2017,593957221,2/14/2017,3996,9.33,6.92,37282.68,27652.32,9630.36
Europe,Kosovo,Beverages,Online,L,5/16/2017,870696389,07/05/2017,7265,47.45,31.79,344724.25,230954.35,113769.9
Sub-Saharan Africa,Mauritius ,Baby Food,Offline,C,4/22/2016,992706859,06/08/2016,2874,255.28,159.42,733674.72,458173.08,275501.64
Europe,Iceland,Snacks,Offline,L,9/28/2011,352224957,10/04/2011,47,152.58,97.44,7171.26,4579.68,2591.58
Sub-Saharan Africa,Liberia,Vegetables,Online,M,01/05/2014,211799514,2/18/2014,5038,154.06,90.93,776154.28,458105.34,318048.94
Sub-Saharan Africa,Cameroon,Household,Offline,H,10/26/2011,554291856,11/30/2011,6133,668.27,502.54,4098499.91,3082077.82,1016422.09
Asia,Mongolia,Meat,Offline,C,11/01/2013,532875812,12/18/2013,8649,421.89,364.69,3648926.61,3154203.81,494722.8
Sub-Saharan Africa,South Sudan,Cereal,Online,C,09/03/2014,721037709,09/12/2014,9936,205.7,117.11,2043835.2,1163604.96,880230.24
Europe,Iceland,Household,Online,H,10/16/2013,862576377,11/25/2013,4373,668.27,502.54,2922344.71,2197607.42,724737.29
Sub-Saharan Africa,Ethiopia,Office Supplies,Offline,C,9/15/2011,321603143,10/04/2011,8372,651.21,524.96,5451930.12,4394965.12,1056965
Central America and the Caribbean,Dominica,Personal Care,Online,M,10/16/2013,332541835,11/01/2013,5374,81.73,56.67,439217.02,304544.58,134672.44
Europe,France,Beverages,Online,L,05/04/2011,850128781,5/18/2011,853,47.45,31.79,40474.85,27116.87,13357.98
Sub-Saharan Africa,Tanzania,Household,Online,M,8/22/2015,999412810,9/25/2015,7315,668.27,502.54,4888395.05,3676080.1,1212314.95
