Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Middle East and North Africa,Tunisia ,Household,Online,L,12/08/2015,208051717,12/13/2015,5981,668.27,502.54,3996922.87,3005691.74,991231.13
Europe,Poland,Household,Online,H,7/25/2013,655230033,8/16/2013,5982,668.27,502.54,3997591.14,3006194.28,991396.86
Sub-Saharan Africa,Zimbabwe,Beverages,Offline,C,08/11/2015,215990197,09/02/2015,5154,47.45,31.79,244557.3,163845.66,80711.64
Australia and Oceania,Federated States of Micronesia,Snacks,Offline,H,5/30/2010,799756038,06/10/2010,4439,152.58,97.44,677302.62,432536.16,244766.46
Sub-Saharan Africa,Guinea-Bissau,Household,Offline,H,1/29/2010,336263883,02/08/2010,6810,668.27,502.54,4550918.7,3422297.4,1128621.3
Asia,Bhutan,Household,Online,L,06/10/2016,425562560,07/08/2016,2273,668.27,502.54,1518977.71,1142273.42,376704.29
Asia,Uzbekistan,Beverages,Online,L,3/28/2017,488013398,05/02/2017,2864,47.45,31.79,135896.8,91046.56,44850.24
Asia,Kyrgyzstan,Office Supplies,Offline,C,8/20/2012,914290225,9/30/2012,7650,651.21,524.96,4981756.5,4015944,965812.5
North America,United States of America,Cosmetics,Online,L,06/11/2011,815379369,07/01/2011,7730,437.2,263.33,3379556,2035540.9,1344015.1
Sub-Saharan Africa,Kenya,Cosmetics,Online,C,2/29/2012,272579658,04/02/2012,1233,437.2,263.33,539067.6,324685.89,214381.71
Sub-Saharan Africa,Mauritania,Baby Food,Offline,H,5/16/2014,787502419,5/21/2014,8321,255.28,159.42,2124184.88,1326533.82,797651.06
Asia,Nepal,Personal Care,Online,M,12/04/2014,332071483,1/22/2015,6186,81.73,56.67,505581.78,350560.62,155021.16
Australia and Oceania,Samoa ,Office Supplies,Offline,H,9/28/2011,998523175,11/08/2011,4052,651.21,524.96,2638702.92,2127137.92,511565
Middle East and North Africa,Iraq,Fruits,Online,L,2/28/2015,449406325,4/15/2015,8173,9.33,6.92,76254.09,56557.16,19696.93
Europe,Finland,Office Supplies,Online,M,11/15/2013,467582261,12/27/2013,6837,651.21,524.96,4452322.77,3589151.52,863171.25
Europe,Romania,Meat,Offline,L,7/25/2016,206224811,09/07/2016,5359,421.89,364.69,2260908.51,1954373.71,306534.8
Europe,Portugal,Personal Care,Online,H,04/08/2010,238820302,05/10/2010,1089,81.73,56.67,89003.97,61713.63,27290.34
Central America and the Caribbean,Honduras,Fruits,Online,M,2/26/2017,309167563,3/22/2017,8407,9.33,6.92,78437.31,58176.44,20260.87
Asia,Turkmenistan,Office Supplies,Offline,M,1/13/2015,681377923,1/14/2015,3724,651.21,524.96,2425106.04,1954951.04,470155
Central America and the Caribbean,Costa Rica,Vegetables,Online,L,11/05/2016,789875209,12/07/2016,482,154.06,90.93,74256.92,43828.26,30428.66
Europe,Lithuania,Beverages,Offline,C,11/19/2013,589395749,11/19/2013,4155,47.45,31.79,197154.75,132087.45,65067.3
Europe,Spain,Fruits,Online,H,06/09/2017,104988372,07/04/2017,7247,9.33,6.92,67614.51,50149.24,17465.27
Central America and the Caribbean,Dominican Republic,Cereal,Online,C,2/21/2017,782014405,04/05/2017,4295,205.7,117.11,883481.5,502987.45,380494.05
Sub-Saharan Africa,Mozambique,Vegetables,Offline,M,1/22/2015,536147677,2/14/2015,6867,154.06,90.93,1057930.02,624416.31,433513.71
Middle East and North Africa,Qatar,Personal Care,Online,H,4/23/2014,503374516,4/26/2014,8560,81.73,56.67,699608.8,485095.2,214513.6
Middle East and North Africa,Qatar,Personal Care,Offline,M,4/19/2015,989993751,4/26/2015,6,81.73,56.67,490.38,340.02,150.36
Asia,Thailand,Clothes,Online,H,12/02/2011,122616708,12/24/2011,3864,109.28,35.84,422257.92,138485.76,283772.16
Central America and the Caribbean,Nicaragua,Clothes,Online,H,6/29/2010,598167216,7/23/2010,9827,109.28,35.84,1073894.56,352199.68,721694.88
Europe,Czech Republic,Snacks,Offline,L,10/30/2010,233881604,10/30/2010,9619,152.58,97.44,1467667.02,937275.36,530391.66
Middle East and North Africa,Libya,Office Supplies,Online,L,01/08/2010,517308700,02/06/2010,1995,651.21,524.96,1299163.95,1047295.2,251868.75
Asia,Vietnam,Household,Offline,M,10/17/2013,756309831,12/06/2013,7741,668.27,502.54,5173078.07,3890162.14,1282915.93
Europe,Kosovo,Snacks,Offline,L,01/03/2010,329058825,2/15/2010,4674,152.58,97.44,713158.92,455434.56,257724.36
Asia,Sri Lanka,Beverages,Online,M,4/23/2010,934042012,06/10/2010,2643,47.45,31.79,125410.35,84020.97,41389.38
Sub-Saharan Africa,Sao Tome and Principe,Baby Food,Offline,C,1/18/2016,740058219,03/05/2016,8528,255.28,159.42,2177027.84,1359533.76,817494.08
Asia,Japan,Beverages,Online,H,6/28/2014,236218774,7/30/2014,1239,47.45,31.79,58790.55,39387.81,19402.74
Europe,Ukraine,Clothes,Online,M,11/25/2012,881947505,12/31/2012,6720,109.28,35.84,734361.6,240844.8,493516.8
Australia and Oceania,Tonga,Baby Food,Offline,M,1/16/2012,156980741,1/19/2012,2944,255.28,159.42,751544.32,469332.48,282211.84
Central America and the Caribbean,The Bahamas,Meat,Online,H,07/09/2017,111367309,7/27/2017,4916,421.89,364.69,2074011.24,1792816.04,281195.2
Middle East and North Africa,Saudi Arabia,Snacks,Offline,C,4/16/2013,615468537,5/13/2013,9672,152.58,97.44,1475753.76,942439.68,533314.08
Europe,Lithuania,Household,Offline,C,11/19/2010,709958255,12/02/2010,1279,668.27,502.54,854717.33,642748.66,211968.67
Europe,Georgia,Fruits,Online,C,4/24/2015,855822789,5/20/2015,5836,9.33,6.92,54449.88,40385.12,14064.76
Sub-Saharan Africa,Equatorial Guinea,Cosmetics,Offline,M,9/23/2013,684360969,9/25/2013,6473,437.2,263.33,2829995.6,1704535.09,1125460.51
Asia,Turkmenistan,Household,Online,L,1/24/2017,347184121,03/07/2017,8351,668.27,502.54,5580722.77,4196711.54,1384011.23
Europe,San Marino,Beverages,Online,M,10/27/2010,966216075,11/28/2010,3663,47.45,31.79,173809.35,116446.77,57362.58
Central America and the Caribbean,Jamaica,Cereal,Offline,L,11/03/2011,583693158,11/26/2011,6631,205.7,117.11,1363996.7,776556.41,587440.29
Sub-Saharan Africa,Malawi,Fruits,Offline,M,7/15/2011,912164199,7/22/2011,8512,9.33,6.92,79416.96,58903.04,20513.92
Asia,Turkmenistan,Meat,Online,C,07/12/2017,584490525,8/16/2017,2590,421.89,364.69,1092695.1,944547.1,148148
Asia,Turkmenistan,Household,Offline,C,01/01/2012,103845965,2/19/2012,9184,668.27,502.54,6137391.68,4615327.36,1522064.32
Middle East and North Africa,Lebanon,Meat,Online,C,1/23/2016,493716847,1/25/2016,641,421.89,364.69,270431.49,233766.29,36665.2
Middle East and North Africa,Afghanistan,Baby Food,Offline,L,3/27/2010,147901999,05/05/2010,6343,255.28,159.42,1619241.04,1011201.06,608039.98
Central America and the Caribbean,Saint Kitts and Nevis ,Personal Care,Offline,M,12/21/2013,680512750,01/04/2014,7700,81.73,56.67,629321,436359,192962
Sub-Saharan Africa,Guinea,Cereal,Offline,L,9/19/2013,175972926,10/12/2013,3154,205.7,117.11,648777.8,369364.94,279412.86
Europe,Spain,Snacks,Online,M,2/13/2012,839018857,03/06/2012,3179,152.58,97.44,485051.82,309761.76,175290.06
Middle East and North Africa,Iraq,Meat,Offline,C,09/06/2016,444699370,9/13/2016,5281,421.89,364.69,2228001.09,1925927.89,302073.2
Asia,Malaysia,Cosmetics,Online,C,04/03/2013,888375794,05/11/2013,8994,437.2,263.33,3932176.8,2368390.02,1563786.78
Sub-Saharan Africa,Mali,Office Supplies,Offline,M,04/04/2015,535721957,4/15/2015,887,651.21,524.96,577623.27,465639.52,111983.75
Sub-Saharan Africa,Zimbabwe,Vegetables,Online,L,6/14/2014,972724187,7/23/2014,9558,154.06,90.93,1472505.48,869108.94,603396.54
Europe,Croatia,Baby Food,Offline,M,01/11/2015,255681312,1/29/2015,637,255.28,159.42,162613.36,101550.54,61062.82
Sub-Saharan Africa,Namibia,Personal Care,Offline,H,09/02/2014,561204659,9/14/2014,1785,81.73,56.67,145888.05,101155.95,44732.1
Central America and the Caribbean,Saint Lucia,Baby Food,Online,H,11/29/2015,536218059,12/21/2015,7694,255.28,159.42,1964124.32,1226577.48,737546.84
Sub-Saharan Africa,Seychelles ,Cereal,Offline,H,10/10/2014,247957837,10/21/2014,5089,205.7,117.11,1046807.3,595972.79,450834.51
Australia and Oceania,New Zealand,Snacks,Offline,C,2/19/2012,733972823,3/21/2012,7724,152.58,97.44,1178527.92,752626.56,425901.36
Europe,Bulgaria,Snacks,Online,L,07/05/2017,852124345,8/22/2017,1385,152.58,97.44,211323.3,134954.4,76368.9
Sub-Saharan Africa,Cameroon,Beverages,Offline,H,12/20/2014,430586230,01/02/2015,8889,47.45,31.79,421783.05,282581.31,139201.74
Sub-Saharan Africa,Equatorial Guinea,Office Supplies,Offline,M,5/17/2012,717844808,07/03/2012,5086,651.21,524.96,3312054.06,2669946.56,642107.5
Europe,Switzerland,Cosmetics,Offline,L,11/11/2014,332698905,11/13/2014,1854,437.2,263.33,810568.8,488213.82,322354.98
