Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Sub-Saharan Africa,Seychelles ,Baby Food,Offline,C,06/03/2016,204566562,06/05/2016,4646,255.28,159.42,1186030.88,740665.32,445365.56
Middle East and North Africa,Turkey,Clothes,Offline,M,7/31/2010,637174260,8/31/2010,2878,109.28,35.84,314507.84,103147.52,211360.32
Sub-Saharan Africa,Liberia,Snacks,Online,L,4/19/2016,787611854,05/04/2016,705,152.58,97.44,107568.9,68695.2,38873.7
Europe,Andorra,Vegetables,Online,H,02/10/2016,132490670,03/01/2016,5788,154.06,90.93,891699.28,526302.84,365396.44
Sub-Saharan Africa,Zambia,Cosmetics,Online,C,7/20/2012,918734538,09/03/2012,2821,437.2,263.33,1233341.2,742853.93,490487.27
Sub-Saharan Africa,Liberia,Vegetables,Offline,H,10/15/2016,513579785,10/17/2016,8526,154.06,90.93,1313515.56,775269.18,538246.38
Europe,Latvia,Personal Care,Online,H,7/23/2014,854575240,09/08/2014,6659,81.73,56.67,544240.07,377365.53,166874.54
Asia,Philippines,Personal Care,Offline,M,5/15/2015,799582231,6/26/2015,3005,81.73,56.67,245598.65,170293.35,75305.3
Sub-Saharan Africa,Botswana,Fruits,Offline,L,11/14/2010,176774585,12/26/2010,383,9.33,6.92,3573.39,2650.36,923.03
Sub-Saharan Africa,The Gambia,Beverages,Offline,C,6/28/2016,234638631,07/11/2016,3640,47.45,31.79,172718,115715.6,57002.4
Europe,Lithuania,Fruits,Online,H,8/26/2014,491973197,09/07/2014,4657,9.33,6.92,43449.81,32226.44,11223.37
Central America and the Caribbean,Barbados,Personal Care,Online,H,7/21/2011,987889611,7/26/2011,7344,81.73,56.67,600225.12,416184.48,184040.64
North America,Mexico,Office Supplies,Offline,C,09/02/2010,931811702,09/03/2010,2644,651.21,524.96,1721799.24,1387994.24,333805
Central America and the Caribbean,Barbados,Snacks,Offline,L,7/20/2016,953475797,08/09/2016,3531,152.58,97.44,538759.98,344060.64,194699.34
Middle East and North Africa,Somalia,Cosmetics,Online,H,11/15/2015,852930724,12/04/2015,10,437.2,263.33,4372,2633.3,1738.7
Asia,Laos,Office Supplies,Offline,M,07/11/2011,950537812,7/31/2011,4117,651.21,524.96,2681031.57,2161260.32,519771.25
Australia and Oceania,Fiji,Snacks,Offline,H,3/30/2011,736970889,05/02/2011,4918,152.58,97.44,750388.44,479209.92,271178.52
Central America and the Caribbean,Honduras,Cosmetics,Online,M,04/04/2016,223216283,05/05/2016,3513,437.2,263.33,1535883.6,925078.29,610805.31
Europe,Belarus,Office Supplies,Online,L,07/05/2017,390572822,7/31/2017,8032,651.21,524.96,5230518.72,4216478.72,1014040
Asia,China,Office Supplies,Offline,M,7/29/2014,940651834,09/09/2014,8636,651.21,524.96,5623849.56,4533554.56,1090295
Middle East and North Africa,Tunisia ,Snacks,Offline,C,11/15/2011,745377147,12/28/2011,2516,152.58,97.44,383891.28,245159.04,138732.24
Europe,Czech Republic,Fruits,Online,L,11/25/2014,996985089,11/28/2014,8898,9.33,6.92,83018.34,61574.16,21444.18
Australia and Oceania,Solomon Islands,Office Supplies,Offline,C,4/13/2011,258024489,5/24/2011,4035,651.21,524.96,2627632.35,2118213.6,509418.75
Sub-Saharan Africa,Niger,Household,Online,C,06/02/2012,311356675,07/02/2012,6214,668.27,502.54,4152629.78,3122783.56,1029846.22
Sub-Saharan Africa,Uganda,Meat,Online,M,11/09/2011,310155475,12/18/2011,752,421.89,364.69,317261.28,274246.88,43014.4
Asia,Nepal,Fruits,Offline,L,10/09/2011,827907216,11/25/2011,4998,9.33,6.92,46631.34,34586.16,12045.18
Sub-Saharan Africa,Central African Republic,Cosmetics,Online,H,8/15/2011,708410727,09/04/2011,3332,437.2,263.33,1456750.4,877415.56,579334.84
Sub-Saharan Africa,Uganda,Office Supplies,Online,H,12/04/2011,215777337,1/15/2012,2164,651.21,524.96,1409218.44,1136013.44,273205
Europe,Austria,Fruits,Online,C,6/25/2010,584430873,7/24/2010,4937,9.33,6.92,46062.21,34164.04,11898.17
Europe,Cyprus,Office Supplies,Online,H,9/24/2013,869107663,10/10/2013,7126,651.21,524.96,4640522.46,3740864.96,899657.5
Sub-Saharan Africa,Senegal,Cereal,Online,H,3/31/2010,194856536,4/23/2010,1234,205.7,117.11,253833.8,144513.74,109320.06
Central America and the Caribbean,Saint Lucia,Baby Food,Online,H,5/17/2012,907038819,6/20/2012,1798,255.28,159.42,458993.44,286637.16,172356.28
Sub-Saharan Africa,Mozambique,Cereal,Online,H,08/11/2014,921328341,09/01/2014,385,205.7,117.11,79194.5,45087.35,34107.15
Europe,Malta,Beverages,Offline,L,07/01/2012,473711431,7/22/2012,594,47.45,31.79,28185.3,18883.26,9302.04
Sub-Saharan Africa,Sierra Leone,Fruits,Online,C,01/07/2014,770486915,1/13/2014,3055,9.33,6.92,28503.15,21140.6,7362.55
Europe,Portugal,Meat,Offline,C,1/24/2013,838266122,02/09/2013,428,421.89,364.69,180568.92,156087.32,24481.6
Sub-Saharan Africa,Zambia,Vegetables,Online,M,12/17/2015,673972880,01/10/2016,2407,154.06,90.93,370822.42,218868.51,151953.91
Sub-Saharan Africa,Malawi,Baby Food,Offline,L,12/08/2014,794843518,12/27/2014,715,255.28,159.42,182525.2,113985.3,68539.9
Asia,Turkmenistan,Beverages,Offline,L,8/29/2014,888426864,9/27/2014,4107,47.45,31.79,194877.15,130561.53,64315.62
Sub-Saharan Africa,The Gambia,Fruits,Offline,M,4/14/2013,262584245,5/29/2013,3368,9.33,6.92,31423.44,23306.56,8116.88
Australia and Oceania,Nauru,Fruits,Online,M,10/26/2013,995489490,12/09/2013,6317,9.33,6.92,58937.61,43713.64,15223.97
Sub-Saharan Africa,Sierra Leone,Beverages,Offline,L,10/04/2012,285628926,10/22/2012,2801,47.45,31.79,132907.45,89043.79,43863.66
Asia,North Korea,Vegetables,Online,H,6/16/2011,801801383,08/04/2011,9702,154.06,90.93,1494690.12,882202.86,612487.26
Australia and Oceania,Kiribati,Office Supplies,Offline,L,4/28/2012,333118188,5/26/2012,5929,651.21,524.96,3861024.09,3112487.84,748536.25
Europe,Germany,Baby Food,Online,M,1/20/2015,339003169,2/28/2015,7426,255.28,159.42,1895709.28,1183852.92,711856.36
Asia,China,Snacks,Offline,H,10/31/2012,999192655,11/26/2012,2166,152.58,97.44,330488.28,211055.04,119433.24
Asia,Japan,Clothes,Online,C,04/10/2011,763735473,05/02/2011,5153,109.28,35.84,563119.84,184683.52,378436.32
Europe,Luxembourg,Cosmetics,Online,C,1/16/2017,402992951,02/10/2017,3425,437.2,263.33,1497410,901905.25,595504.75
North America,Canada,Snacks,Online,H,5/19/2011,757638919,06/06/2011,1047,152.58,97.44,159751.26,102019.68,57731.58
Sub-Saharan Africa,Botswana,Baby Food,Offline,C,6/13/2014,488659703,6/13/2014,4120,255.28,159.42,1051753.6,656810.4,394943.2
Europe,Sweden,Fruits,Online,M,5/25/2013,127354133,06/02/2013,5773,9.33,6.92,53862.09,39949.16,13912.93
Central America and the Caribbean,Dominican Republic,Clothes,Online,C,08/03/2011,725333535,9/14/2011,1166,109.28,35.84,127420.48,41789.44,85631.04
Sub-Saharan Africa,Sudan,Snacks,Offline,H,3/26/2017,704521739,05/03/2017,2493,152.58,97.44,380381.94,242917.92,137464.02
Middle East and North Africa,Pakistan,Personal Care,Offline,H,11/22/2016,807155072,01/10/2017,3977,81.73,56.67,325040.21,225376.59,99663.62
Sub-Saharan Africa,Rwanda,Cosmetics,Offline,C,2/13/2017,945782363,2/27/2017,6873,437.2,263.33,3004875.6,1809867.09,1195008.51
Sub-Saharan Africa,South Africa,Office Supplies,Offline,L,5/24/2010,653264939,6/29/2010,4467,651.21,524.96,2908955.07,2344996.32,563958.75
Sub-Saharan Africa,Mauritius ,Office Supplies,Offline,H,10/04/2016,432776629,10/10/2016,7077,651.21,524.96,4608613.17,3715141.92,893471.25
Asia,Mongolia,Beverages,Offline,L,11/20/2011,407803761,12/20/2011,7050,47.45,31.79,334522.5,224119.5,110403
Europe,Russia,Household,Online,L,03/01/2014,772145164,4/18/2014,3768,668.27,502.54,2518041.36,1893570.72,624470.64
