Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Sub-Saharan Africa,Republic of the Congo,Beverages,Offline,M,6/18/2013,775071561,07/01/2013,9754,47.45,31.79,462827.3,310079.66,152747.64
Sub-Saharan Africa,Ghana,Beverages,Offline,M,12/04/2015,905239379,1/22/2016,9304,47.45,31.79,441474.8,295774.16,145700.64
Middle East and North Africa,Egypt,Office Supplies,Offline,M,7/28/2010,910121858,09/06/2010,4137,651.21,524.96,2694055.77,2171759.52,522296.25
Europe,Cyprus,Cosmetics,Online,H,07/03/2016,730392825,7/25/2016,8323,437.2,263.33,3638815.6,2191695.59,1447120.01
Europe,Slovakia,Office Supplies,Online,C,01/09/2016,827038609,2/22/2016,7958,651.21,524.96,5182329.18,4177631.68,1004697.5
Europe,Georgia,Snacks,Offline,M,06/04/2011,831358039,7/15/2011,6173,152.58,97.44,941876.34,601497.12,340379.22
Europe,Russia,Office Supplies,Online,H,8/21/2013,894962441,09/03/2013,8129,651.21,524.96,5293686.09,4267399.84,1026286.25
Sub-Saharan Africa,Madagascar,Personal Care,Offline,L,9/25/2015,339775645,11/13/2015,6019,81.73,56.67,491932.87,341096.73,150836.14
Middle East and North Africa,Bahrain,Office Supplies,Offline,L,11/04/2011,808033978,12/23/2011,4065,651.21,524.96,2647168.65,2133962.4,513206.25
Sub-Saharan Africa,Mauritius ,Cereal,Offline,L,02/04/2016,412286269,02/06/2016,3524,205.7,117.11,724886.8,412695.64,312191.16
Sub-Saharan Africa,South Sudan,Office Supplies,Offline,L,5/22/2013,485393846,06/05/2013,7680,651.21,524.96,5001292.8,4031692.8,969600
Sub-Saharan Africa,Sao Tome and Principe,Personal Care,Offline,H,3/15/2016,630530536,04/08/2016,6852,81.73,56.67,560013.96,388302.84,171711.12
Middle East and North Africa,Algeria,Cereal,Online,C,05/09/2015,971182668,6/14/2015,3388,205.7,117.11,696911.6,396768.68,300142.92
Central America and the Caribbean,Belize,Baby Food,Online,C,1/30/2014,801149070,3/14/2014,6668,255.28,159.42,1702207.04,1063012.56,639194.48
Sub-Saharan Africa,Madagascar,Clothes,Online,H,09/11/2016,834541070,09/12/2016,8103,109.28,35.84,885495.84,290411.52,595084.32
Sub-Saharan Africa,Togo,Fruits,Offline,C,3/17/2017,955782496,3/22/2017,6135,9.33,6.92,57239.55,42454.2,14785.35
Sub-Saharan Africa,Senegal,Household,Online,L,9/14/2010,669609677,9/26/2010,1239,668.27,502.54,827986.53,622647.06,205339.47
Asia,Brunei,Clothes,Offline,H,3/31/2012,451071441,4/18/2012,918,109.28,35.84,100319.04,32901.12,67417.92
Central America and the Caribbean,Nicaragua,Household,Offline,M,04/09/2015,395529115,05/12/2015,4709,668.27,502.54,3146883.43,2366460.86,780422.57
Europe,Finland,Snacks,Online,L,6/20/2010,668656527,6/21/2010,9180,152.58,97.44,1400684.4,894499.2,506185.2
Sub-Saharan Africa,Burkina Faso,Vegetables,Offline,L,4/28/2012,156440007,06/04/2012,2929,154.06,90.93,451241.74,266333.97,184907.77
Central America and the Caribbean,The Bahamas,Meat,Online,L,6/16/2017,515178382,7/24/2017,1586,421.89,364.69,669117.54,578398.34,90719.2
Sub-Saharan Africa,Liberia,Cosmetics,Offline,C,12/23/2015,321482980,01/07/2016,2813,437.2,263.33,1229843.6,740747.29,489096.31
Central America and the Caribbean,Dominica,Personal Care,Online,M,5/30/2010,922277629,6/19/2010,1300,81.73,56.67,106249,73671,32578
Asia,India,Vegetables,Offline,M,12/08/2011,584798657,12/25/2011,3773,154.06,90.93,581268.38,343078.89,238189.49
Central America and the Caribbean,Grenada,Meat,Online,H,11/07/2013,346594893,11/15/2013,3986,421.89,364.69,1681653.54,1453654.34,227999.2
Sub-Saharan Africa,Burundi,Household,Offline,H,7/13/2010,865527665,7/20/2010,7725,668.27,502.54,5162385.75,3882121.5,1280264.25
Asia,Indonesia,Household,Online,M,05/01/2016,169770801,5/20/2016,7807,668.27,502.54,5217183.89,3923329.78,1293854.11
Europe,Bulgaria,Beverages,Offline,L,5/26/2016,407810628,06/06/2016,9082,47.45,31.79,430940.9,288716.78,142224.12
Central America and the Caribbean,The Bahamas,Cereal,Offline,C,11/14/2015,198445975,12/22/2015,3429,205.7,117.11,705345.3,401570.19,303775.11
Sub-Saharan Africa,Comoros,Office Supplies,Offline,L,5/15/2013,480788171,06/01/2013,4759,651.21,524.96,3099108.39,2498284.64,600823.75
Asia,Philippines,Office Supplies,Offline,L,5/17/2012,464261043,5/23/2012,4014,651.21,524.96,2613956.94,2107189.44,506767.5
Australia and Oceania,Kiribati,Fruits,Offline,M,06/08/2017,778600919,07/04/2017,4169,9.33,6.92,38896.77,28849.48,10047.29
Sub-Saharan Africa,Namibia,Fruits,Online,C,3/25/2015,323856627,4/28/2015,5228,9.33,6.92,48777.24,36177.76,12599.48
Europe,Armenia,Office Supplies,Offline,M,3/17/2016,320389497,3/18/2016,9227,651.21,524.96,6008714.67,4843805.92,1164908.75
Middle East and North Africa,Iraq,Beverages,Online,H,12/22/2012,258873355,1/30/2013,5233,47.45,31.79,248305.85,166357.07,81948.78
Europe,Bosnia and Herzegovina,Personal Care,Offline,L,05/02/2014,150294530,5/22/2014,4346,81.73,56.67,355198.58,246287.82,108910.76
Sub-Saharan Africa,Namibia,Office Supplies,Online,H,3/20/2011,975951850,3/25/2011,4695,651.21,524.96,3057430.95,2464687.2,592743.75
Sub-Saharan Africa,Mali,Cereal,Online,C,10/08/2010,637456643,10/27/2010,6441,205.7,117.11,1324913.7,754305.51,570608.19
Sub-Saharan Africa,Cape Verde,Meat,Offline,L,06/04/2017,706732738,6/30/2017,6777,421.89,364.69,2859148.53,2471504.13,387644.4
Sub-Saharan Africa,Namibia,Cereal,Offline,L,12/14/2013,576016461,12/14/2013,4926,205.7,117.11,1013278.2,576883.86,436394.34
Australia and Oceania,Nauru,Household,Offline,M,09/11/2010,607856643,9/19/2010,7143,668.27,502.54,4773452.61,3589643.22,1183809.39
Sub-Saharan Africa,Burundi,Meat,Offline,L,6/26/2011,785114610,7/24/2011,1715,421.89,364.69,723541.35,625443.35,98098
Asia,Indonesia,Fruits,Offline,L,06/09/2017,260964190,07/02/2017,3958,9.33,6.92,36928.14,27389.36,9538.78
Sub-Saharan Africa,Zambia,Cereal,Offline,M,08/02/2015,508891713,8/28/2015,1221,205.7,117.11,251159.7,142991.31,108168.39
Central America and the Caribbean,Haiti,Fruits,Offline,H,12/15/2012,372696006,12/17/2012,7885,9.33,6.92,73567.05,54564.2,19002.85
Europe,Cyprus,Baby Food,Online,L,1/26/2010,116488397,03/01/2010,360,255.28,159.42,91900.8,57391.2,34509.6
Central America and the Caribbean,Haiti,Meat,Online,C,4/21/2012,974692714,06/01/2012,2089,421.89,364.69,881328.21,761837.41,119490.8
Australia and Oceania,New Zealand,Household,Online,L,12/13/2010,202045285,12/16/2010,8545,668.27,502.54,5710367.15,4294204.3,1416162.85
Middle East and North Africa,Morocco,Meat,Online,H,4/16/2017,523594939,5/31/2017,2233,421.89,364.69,942080.37,814352.77,127727.6
Asia,Thailand,Snacks,Online,C,5/24/2013,684703004,07/11/2013,7689,152.58,97.44,1173187.62,749216.16,423971.46
Sub-Saharan Africa,Nigeria,Meat,Offline,M,6/18/2016,401043307,7/23/2016,6482,421.89,364.69,2734690.98,2363920.58,370770.4
Europe,Iceland,Cereal,Online,L,6/24/2014,808602178,08/05/2014,2208,205.7,117.11,454185.6,258578.88,195606.72
Middle East and North Africa,Bahrain,Meat,Offline,L,06/01/2015,413678443,7/14/2015,5499,421.89,364.69,2319973.11,2005430.31,314542.8
Europe,Switzerland,Baby Food,Online,M,03/02/2013,942883431,3/27/2013,9015,255.28,159.42,2301349.2,1437171.3,864177.9
Asia,Taiwan,Vegetables,Online,M,1/20/2014,593140971,02/02/2014,2449,154.06,90.93,377292.94,222687.57,154605.37
Central America and the Caribbean,Costa Rica,Household,Offline,M,4/26/2010,781687390,6/13/2010,7524,668.27,502.54,5028063.48,3781110.96,1246952.52
Sub-Saharan Africa,Sierra Leone,Meat,Offline,M,03/11/2014,296071517,3/15/2014,2996,421.89,364.69,1263982.44,1092611.24,171371.2
Sub-Saharan Africa,South Africa,Beverages,Offline,H,04/03/2016,244154679,4/27/2016,9650,47.45,31.79,457892.5,306773.5,151119
Sub-Saharan Africa,Sao Tome and Principe,Vegetables,Online,C,12/12/2011,904110705,1/17/2012,5304,154.06,90.93,817134.24,482292.72,334841.52
Australia and Oceania,Nauru,Meat,Online,H,11/26/2012,374425923,12/26/2012,9806,421.89,364.69,4137053.34,3576150.14,560903.2
Sub-Saharan Africa,Djibouti,Clothes,Online,L,11/28/2012,423899161,01/05/2013,37,109.28,35.84,4043.36,1326.08,2717.28
Central America and the Caribbean,Honduras,Clothes,Offline,H,5/18/2014,641641747,5/21/2014,4907,109.28,35.84,536236.96,175866.88,360370.08
Europe,Netherlands,Personal Care,Offline,L,12/30/2016,687077510,01/06/2017,358,81.73,56.67,29259.34,20287.86,8971.48
Australia and Oceania,Australia,Beverages,Offline,L,12/15/2013,739942777,1/30/2014,4366,47.45,31.79,207166.7,138795.14,68371.56
Middle East and North Africa,Bahrain,Office Supplies,Online,H,11/11/2010,150286376,11/12/2010,1933,651.21,524.96,1258788.93,1014747.68,244041.25
