Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Central America and the Caribbean,Dominica,Snacks,Offline,C,11/13/2015,506304347,12/18/2015,5562,152.58,97.44,848649.96,541961.28,306688.68
Sub-Saharan Africa,South Africa,Fruits,Offline,C,7/15/2015,718471372,7/24/2015,500,9.33,6.92,4665,3460,1205
Asia,Mongolia,Office Supplies,Online,H,05/04/2017,407647979,06/03/2017,951,651.21,524.96,619300.71,499236.96,120063.75
Europe,Romania,Household,Offline,L,9/14/2014,569195497,9/22/2014,6451,668.27,502.54,4311009.77,3241885.54,1069124.23
Sub-Saharan Africa,Angola,Vegetables,Online,L,6/22/2013,468787753,08/01/2013,3568,154.06,90.93,549686.08,324438.24,225247.84
Middle East and North Africa,Lebanon,Office Supplies,Offline,H,12/26/2012,792411077,1/31/2013,902,651.21,524.96,587391.42,473513.92,113877.5
Asia,Bhutan,Office Supplies,Offline,H,06/06/2017,496364295,7/22/2017,4080,651.21,524.96,2656936.8,2141836.8,515100
Sub-Saharan Africa,Swaziland,Baby Food,Offline,C,12/01/2016,857258737,01/01/2017,765,255.28,159.42,195289.2,121956.3,73332.9
Asia,Kazakhstan,Meat,Offline,L,12/24/2013,522018229,02/04/2014,5649,421.89,364.69,2383256.61,2060133.81,323122.8
Central America and the Caribbean,Barbados,Meat,Offline,M,3/18/2012,457879102,05/01/2012,5456,421.89,364.69,2301831.84,1989748.64,312083.2
Australia and Oceania,Marshall Islands,Cereal,Online,L,6/29/2012,802390182,08/05/2012,3940,205.7,117.11,810458,461413.4,349044.6
North America,Mexico,Snacks,Offline,L,10/07/2016,413412797,11/14/2016,6888,152.58,97.44,1050971.04,671166.72,379804.32
Asia,Turkmenistan,Meat,Online,L,09/04/2016,919120776,10/24/2016,7117,421.89,364.69,3002591.13,2595498.73,407092.4
Europe,Greece,Personal Care,Online,C,07/04/2012,868000447,08/12/2012,9476,81.73,56.67,774473.48,537004.92,237468.56
Europe,Armenia,Clothes,Online,C,12/19/2016,678850638,12/31/2016,5844,109.28,35.84,638632.32,209448.96,429183.36
Sub-Saharan Africa,Namibia,Fruits,Offline,H,7/17/2013,390782678,8/23/2013,133,9.33,6.92,1240.89,920.36,320.53
Europe,Denmark,Personal Care,Online,H,4/13/2013,113220393,05/03/2013,3285,81.73,56.67,268483.05,186160.95,82322.1
Australia and Oceania,Vanuatu,Baby Food,Offline,M,2/27/2013,475900113,3/30/2013,8274,255.28,159.42,2112186.72,1319041.08,793145.64
Europe,Netherlands,Household,Online,C,12/29/2014,378870666,1/27/2015,5104,668.27,502.54,3410850.08,2564964.16,845885.92
Middle East and North Africa,Bahrain,Personal Care,Offline,H,02/08/2014,142493379,3/16/2014,5812,81.73,56.67,475014.76,329366.04,145648.72
Asia,North Korea,Cereal,Online,M,8/29/2010,157442080,09/09/2010,9465,205.7,117.11,1946950.5,1108446.15,838504.35
Sub-Saharan Africa,Sudan,Snacks,Offline,C,6/15/2013,434703099,07/12/2013,7162,152.58,97.44,1092777.96,697865.28,394912.68
Sub-Saharan Africa,Mozambique,Beverages,Online,L,06/08/2013,155575263,7/25/2013,7032,47.45,31.79,333668.4,223547.28,110121.12
Australia and Oceania,Federated States of Micronesia,Baby Food,Offline,L,03/05/2010,821669900,4/18/2010,9238,255.28,159.42,2358276.64,1472721.96,885554.68
Sub-Saharan Africa,Cape Verde,Baby Food,Online,H,09/01/2015,404910838,10/02/2015,970,255.28,159.42,247621.6,154637.4,92984.2
Europe,Luxembourg,Office Supplies,Online,M,09/09/2012,997534406,10/14/2012,1453,651.21,524.96,946208.13,762766.88,183441.25
Sub-Saharan Africa,Nigeria,Snacks,Offline,H,08/02/2011,262089431,8/23/2011,6942,152.58,97.44,1059210.36,676428.48,382781.88
Central America and the Caribbean,Dominica,Clothes,Online,C,03/08/2016,881437242,3/24/2016,5722,109.28,35.84,625300.16,205076.48,420223.68
Sub-Saharan Africa,Botswana,Clothes,Offline,C,6/15/2012,208751666,7/22/2012,3112,109.28,35.84,340079.36,111534.08,228545.28
Asia,Bhutan,Beverages,Online,M,2/25/2010,617519032,03/09/2010,6459,47.45,31.79,306479.55,205331.61,101147.94
Sub-Saharan Africa,Sudan,Household,Online,M,4/20/2016,951538169,4/30/2016,144,668.27,502.54,96230.88,72365.76,23865.12
Europe,Slovakia,Cereal,Offline,C,04/12/2016,574920403,4/24/2016,578,205.7,117.11,118894.6,67689.58,51205.02
Europe,Kosovo,Office Supplies,Online,L,6/17/2015,722089564,7/25/2015,1203,651.21,524.96,783405.63,631526.88,151878.75
Asia,Laos,Meat,Online,M,9/14/2012,447781980,10/01/2012,7493,421.89,364.69,3161221.77,2732622.17,428599.6
Europe,Iceland,Meat,Online,L,9/25/2011,677046477,10/19/2011,1953,421.89,364.69,823951.17,712239.57,111711.6
Asia,South Korea,Cereal,Online,L,4/28/2017,155244386,06/08/2017,9118,205.7,117.11,1875572.6,1067808.98,807763.62
Middle East and North Africa,Turkey,Fruits,Offline,C,5/23/2016,398049533,07/02/2016,557,9.33,6.92,5196.81,3854.44,1342.37
Australia and Oceania,Vanuatu,Meat,Offline,L,1/24/2012,741448247,1/31/2012,9868,421.89,364.69,4163210.52,3598760.92,564449.6
Sub-Saharan Africa,Comoros,Household,Offline,L,4/24/2012,591739356,05/12/2012,7680,668.27,502.54,5132313.6,3859507.2,1272806.4
Sub-Saharan Africa,Central African Republic,Cereal,Online,C,1/13/2011,775534188,1/20/2011,6655,205.7,117.11,1368933.5,779367.05,589566.45
Sub-Saharan Africa,Benin,Meat,Online,H,7/19/2014,389756572,7/21/2014,6486,421.89,364.69,2736378.54,2365379.34,370999.2
Middle East and North Africa,Libya,Cereal,Offline,H,02/03/2015,851642835,3/16/2015,8895,205.7,117.11,1829701.5,1041693.45,788008.05
Europe,Belgium,Vegetables,Offline,M,05/01/2017,948741805,05/01/2017,2638,154.06,90.93,406410.28,239873.34,166536.94
Sub-Saharan Africa,Mozambique,Vegetables,Online,H,11/05/2011,888914811,11/26/2011,8501,154.06,90.93,1309664.06,772995.93,536668.13
Asia,Indonesia,Office Supplies,Online,M,10/14/2016,950335681,11/16/2016,4301,651.21,524.96,2800854.21,2257852.96,543001.25
Asia,Philippines,Meat,Offline,C,07/04/2013,131490743,7/29/2013,9888,421.89,364.69,4171648.32,3606054.72,565593.6
Central America and the Caribbean,Antigua and Barbuda ,Clothes,Offline,H,12/07/2010,201178824,01/06/2011,2140,109.28,35.84,233859.2,76697.6,157161.6
Sub-Saharan Africa,Niger,Beverages,Online,C,6/23/2011,748511254,08/03/2011,9969,47.45,31.79,473029.05,316914.51,156114.54
Sub-Saharan Africa,Guinea,Cereal,Online,L,10/29/2014,532911860,12/06/2014,9317,205.7,117.11,1916506.9,1091113.87,825393.03
Asia,Maldives,Beverages,Online,C,03/05/2014,634116971,3/23/2014,8158,47.45,31.79,387097.1,259342.82,127754.28
Sub-Saharan Africa,Sierra Leone,Cereal,Online,C,2/16/2015,402175414,03/01/2015,1497,205.7,117.11,307932.9,175313.67,132619.23
Asia,Uzbekistan,Cosmetics,Offline,L,10/13/2016,607448518,11/04/2016,6370,437.2,263.33,2784964,1677412.1,1107551.9
Europe,Albania,Beverages,Online,L,7/13/2015,290610110,08/09/2015,6844,47.45,31.79,324747.8,217570.76,107177.04
Central America and the Caribbean,The Bahamas,Meat,Online,M,5/18/2016,812646520,6/14/2016,9019,421.89,364.69,3805025.91,3289139.11,515886.8
Sub-Saharan Africa,Angola,Personal Care,Offline,L,1/21/2014,904856574,1/30/2014,6023,81.73,56.67,492259.79,341323.41,150936.38
Asia,Vietnam,Fruits,Online,M,12/03/2011,718851602,12/27/2011,3018,9.33,6.92,28157.94,20884.56,7273.38
Australia and Oceania,Nauru,Beverages,Offline,L,8/13/2010,476555430,8/20/2010,2197,47.45,31.79,104247.65,69842.63,34405.02
Australia and Oceania,Kiribati,Personal Care,Online,H,11/04/2011,920204389,11/15/2011,7782,81.73,56.67,636022.86,441005.94,195016.92
Europe,Denmark,Meat,Online,H,08/02/2014,162347304,8/28/2014,1030,421.89,364.69,434546.7,375630.7,58916
Middle East and North Africa,Tunisia ,Office Supplies,Online,C,4/27/2011,435845506,4/30/2011,5225,651.21,524.96,3402572.25,2742916,659656.25
Middle East and North Africa,Morocco,Meat,Offline,C,07/09/2014,443872821,8/14/2014,686,421.89,364.69,289416.54,250177.34,39239.2
Central America and the Caribbean,Nicaragua,Office Supplies,Offline,M,12/31/2014,309915578,1/27/2015,9761,651.21,524.96,6356460.81,5124134.56,1232326.25
Europe,Armenia,Baby Food,Offline,H,01/02/2016,227772605,1/22/2016,1830,255.28,159.42,467162.4,291738.6,175423.8
Sub-Saharan Africa,South Africa,Beverages,Online,M,04/09/2014,911555230,4/29/2014,8304,47.45,31.79,394024.8,263984.16,130040.64
Europe,Romania,Clothes,Offline,C,5/20/2011,445687282,06/11/2011,7626,109.28,35.84,833369.28,273315.84,560053.44
Asia,Indonesia,Cereal,Online,H,7/26/2017,134905087,8/28/2017,268,205.7,117.11,55127.6,31385.48,23742.12
Australia and Oceania,Fiji,Vegetables,Online,C,01/11/2010,454257476,03/02/2010,3737,154.06,90.93,575722.22,339805.41,235916.81
Europe,Luxembourg,Snacks,Online,C,6/27/2012,599105775,7/27/2012,7567,152.58,97.44,1154572.86,737328.48,417244.38
Asia,Sri Lanka,Baby Food,Online,H,8/24/2015,735123813,9/15/2015,8327,255.28,159.42,2125716.56,1327490.34,798226.22
Central America and the Caribbean,The Bahamas,Snacks,Online,M,04/05/2011,648297917,05/12/2011,4615,152.58,97.44,704156.7,449685.6,254471.1
Sub-Saharan Africa,Burkina Faso,Clothes,Offline,C,02/05/2011,194926917,2/27/2011,2061,109.28,35.84,225226.08,73866.24,151359.84
Europe,Albania,Meat,Offline,H,11/03/2012,651622140,12/15/2012,8327,421.89,364.69,3513078.03,3036773.63,476304.4
Central America and the Caribbean,Antigua and Barbuda ,Vegetables,Online,L,6/13/2011,665307414,7/28/2011,8103,154.06,90.93,1248348.18,736805.79,511542.39
Central America and the Caribbean,Haiti,Baby Food,Online,C,07/08/2010,303219068,8/23/2010,8115,255.28,159.42,2071597.2,1293693.3,777903.9
Australia and Oceania,East Timor,Vegetables,Online,C,12/04/2010,602905929,1/20/2011,2117,154.06,90.93,326145.02,192498.81,133646.21
Sub-Saharan Africa,Sierra Leone,Cosmetics,Offline,L,08/12/2014,422229325,8/24/2014,5895,437.2,263.33,2577294,1552330.35,1024963.65
Middle East and North Africa,Libya,Cereal,Offline,H,3/24/2013,489363086,05/11/2013,2267,205.7,117.11,466321.9,265488.37,200833.53
Central America and the Caribbean,El Salvador,Household,Online,H,8/17/2014,252793538,09/04/2014,6080,668.27,502.54,4063081.6,3055443.2,1007638.4
Asia,Mongolia,Meat,Offline,H,5/16/2016,131319510,6/15/2016,9216,421.89,364.69,3888138.24,3360983.04,527155.2
Central America and the Caribbean,Grenada,Beverages,Offline,H,02/04/2017,164052331,02/05/2017,5585,47.45,31.79,265008.25,177547.15,87461.1
Europe,San Marino,Office Supplies,Online,C,9/13/2012,460415828,10/22/2012,6130,651.21,524.96,3991917.3,3218004.8,773912.5
Australia and Oceania,East Timor,Cereal,Online,C,4/23/2015,750146329,05/05/2015,3823,205.7,117.11,786391.1,447711.53,338679.57
Central America and the Caribbean,The Bahamas,Vegetables,Online,L,08/04/2011,833292663,09/03/2011,8671,154.06,90.93,1335854.26,788454.03,547400.23
