Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Australia and Oceania,Palau,Baby Food,Online,L,12/15/2013,831410825,12/30/2013,1794,255.28,159.42,457972.32,285999.48,171972.84
Middle East and North Africa,Jordan,Fruits,Online,L,3/14/2010,703399932,3/20/2010,526,9.33,6.92,4907.58,3639.92,1267.66
Asia,Nepal,Cereal,Online,H,05/12/2013,597759950,06/09/2013,9308,205.7,117.11,1914655.6,1090059.88,824595.72
Europe,Bosnia and Herzegovina,Clothes,Online,L,2/21/2014,680164706,3/23/2014,4706,109.28,35.84,514271.68,168663.04,345608.64
Europe,Greece,Office Supplies,Online,M,11/18/2011,736600530,12/08/2011,5320,651.21,524.96,3464437.2,2792787.2,671650
Middle East and North Africa,Iraq,Office Supplies,Online,C,10/06/2010,623366248,11/25/2010,6780,651.21,524.96,4415203.8,3559228.8,855975
Central America and the Caribbean,Costa Rica,Personal Care,Online,C,1/18/2016,717073190,2/16/2016,6747,81.73,56.67,551432.31,382352.49,169079.82
Sub-Saharan Africa,Ethiopia,Cereal,Online,H,2/14/2015,564645183,2/24/2015,9912,205.7,117.11,2038898.4,1160794.32,878104.08
Sub-Saharan Africa,Lesotho,Household,Offline,H,7/31/2011,233318555,08/05/2011,3000,668.27,502.54,2004810,1507620,497190
Middle East and North Africa,Iraq,Fruits,Online,C,11/15/2013,760642135,12/03/2013,9766,9.33,6.92,91116.78,67580.72,23536.06
Europe,Belarus,Personal Care,Offline,C,5/15/2016,104477250,5/29/2016,5995,81.73,56.67,489971.35,339736.65,150234.7
Sub-Saharan Africa,Togo,Vegetables,Online,M,9/20/2010,792997729,11/05/2010,4505,154.06,90.93,694040.3,409639.65,284400.65
Central America and the Caribbean,Saint Lucia,Beverages,Offline,L,05/07/2012,474689900,06/06/2012,145,47.45,31.79,6880.25,4609.55,2270.7
Central America and the Caribbean,Dominica,Cosmetics,Online,M,04/01/2011,468352591,4/23/2011,4795,437.2,263.33,2096374,1262667.35,833706.65
Central America and the Caribbean,Saint Lucia,Fruits,Online,L,8/14/2013,813097131,9/25/2013,2365,9.33,6.92,22065.45,16365.8,5699.65
Middle East and North Africa,Azerbaijan,Personal Care,Offline,H,5/16/2015,718347346,6/29/2015,3798,81.73,56.67,310410.54,215232.66,95177.88
Europe,Finland,Meat,Offline,M,6/21/2013,813839566,08/10/2013,2068,421.89,364.69,872468.52,754178.92,118289.6
Sub-Saharan Africa,Mali,Fruits,Online,L,4/27/2017,899622619,5/14/2017,7179,9.33,6.92,66980.07,49678.68,17301.39
Asia,Japan,Clothes,Offline,C,8/28/2014,396057832,9/16/2014,1169,109.28,35.84,127748.32,41896.96,85851.36
Australia and Oceania,Marshall Islands,Fruits,Online,L,3/21/2013,593819034,04/03/2013,3103,9.33,6.92,28950.99,21472.76,7478.23
Europe,Austria,Personal Care,Offline,M,3/30/2014,603892552,4/23/2014,4081,81.73,56.67,333540.13,231270.27,102269.86
Middle East and North Africa,Tunisia ,Household,Online,L,3/27/2016,507577216,04/08/2016,2233,668.27,502.54,1492246.91,1122171.82,370075.09
Sub-Saharan Africa,Swaziland,Vegetables,Online,C,3/14/2011,906484353,3/18/2011,7719,154.06,90.93,1189189.14,701888.67,487300.47
Central America and the Caribbean,Saint Vincent and the Grenadines,Office Supplies,Offline,C,2/17/2011,672537791,2/28/2011,7733,651.21,524.96,5035806.93,4059515.68,976291.25
Sub-Saharan Africa,Swaziland,Vegetables,Offline,M,12/14/2013,997973859,12/24/2013,1497,154.06,90.93,230627.82,136122.21,94505.61
Europe,Czech Republic,Snacks,Online,L,11/09/2014,445341384,11/24/2014,5267,152.58,97.44,803638.86,513216.48,290422.38
Central America and the Caribbean,Dominica,Fruits,Online,M,02/09/2010,797501695,2/14/2010,7329,9.33,6.92,68379.57,50716.68,17662.89
Sub-Saharan Africa,Cape Verde,Fruits,Offline,C,12/19/2015,307628619,02/03/2016,2999,9.33,6.92,27980.67,20753.08,7227.59
North America,Mexico,Baby Food,Offline,M,11/20/2011,449208486,12/05/2011,9628,255.28,159.42,2457835.84,1534895.76,922940.08
Europe,Monaco,Clothes,Online,H,6/22/2012,966040122,7/25/2012,1595,109.28,35.84,174301.6,57164.8,117136.8
Central America and the Caribbean,Antigua and Barbuda ,Clothes,Online,L,09/05/2010,322234857,10/05/2010,5310,109.28,35.84,580276.8,190310.4,389966.4
Europe,Russia,Cosmetics,Offline,C,11/14/2011,652216517,12/08/2011,4216,437.2,263.33,1843235.2,1110199.28,733035.92
Sub-Saharan Africa,Benin,Snacks,Offline,L,11/29/2014,110721433,1/17/2015,3787,152.58,97.44,577820.46,369005.28,208815.18
Australia and Oceania,Tonga,Snacks,Offline,L,12/14/2015,522798430,01/07/2016,6528,152.58,97.44,996042.24,636088.32,359953.92
Middle East and North Africa,Iraq,Baby Food,Online,L,03/12/2012,633808839,4/17/2012,6975,255.28,159.42,1780578,1111954.5,668623.5
Europe,Latvia,Cosmetics,Offline,L,04/10/2013,159426486,4/14/2013,6695,437.2,263.33,2927054,1762994.35,1164059.65
Central America and the Caribbean,Trinidad and Tobago,Baby Food,Offline,M,9/29/2014,235637700,10/16/2014,9287,255.28,159.42,2370785.36,1480533.54,890251.82
Europe,Italy,Cosmetics,Online,C,01/01/2017,268741309,2/17/2017,5380,437.2,263.33,2352136,1416715.4,935420.6
Sub-Saharan Africa,Swaziland,Cosmetics,Online,H,12/13/2013,185348641,1/13/2014,7637,437.2,263.33,3338896.4,2011051.21,1327845.19
Sub-Saharan Africa,South Africa,Personal Care,Online,H,11/26/2011,882383525,01/11/2012,5748,81.73,56.67,469784.04,325739.16,144044.88
Australia and Oceania,East Timor,Clothes,Online,H,09/03/2010,177082288,10/01/2010,1439,109.28,35.84,157253.92,51573.76,105680.16
Asia,Indonesia,Baby Food,Online,C,12/03/2014,456993758,12/10/2014,3463,255.28,159.42,884034.64,552071.46,331963.18
Asia,Malaysia,Personal Care,Offline,L,3/27/2015,129979264,4/19/2015,2608,81.73,56.67,213151.84,147795.36,65356.48
Europe,Bosnia and Herzegovina,Household,Offline,L,8/13/2014,374212634,8/16/2014,6689,668.27,502.54,4470058.03,3361490.06,1108567.97
Sub-Saharan Africa,Sudan,Vegetables,Offline,H,2/18/2017,188180196,3/31/2017,5557,154.06,90.93,856111.42,505298.01,350813.41
Europe,France,Personal Care,Offline,H,7/27/2016,440680778,08/11/2016,6090,81.73,56.67,497735.7,345120.3,152615.4
Middle East and North Africa,Afghanistan,Office Supplies,Offline,C,05/04/2015,720825707,5/24/2015,7200,651.21,524.96,4688712,3779712,909000
Asia,Philippines,Personal Care,Online,H,2/16/2013,688038814,3/25/2013,4830,81.73,56.67,394755.9,273716.1,121039.8
Australia and Oceania,East Timor,Beverages,Online,L,9/13/2010,522056424,9/24/2010,6952,47.45,31.79,329872.4,221004.08,108868.32
Sub-Saharan Africa,Djibouti,Cosmetics,Offline,H,8/31/2013,472927367,9/27/2013,8572,437.2,263.33,3747678.4,2257264.76,1490413.64
Europe,Ukraine,Snacks,Online,H,7/20/2013,411012971,8/19/2013,6727,152.58,97.44,1026405.66,655478.88,370926.78
Sub-Saharan Africa,Benin,Personal Care,Offline,M,4/22/2014,276987063,4/26/2014,5482,81.73,56.67,448043.86,310664.94,137378.92
Europe,Romania,Clothes,Online,M,5/19/2013,531835973,07/08/2013,938,109.28,35.84,102504.64,33617.92,68886.72
Central America and the Caribbean,Dominica,Snacks,Online,H,1/25/2013,806858527,1/26/2013,6223,152.58,97.44,949505.34,606369.12,343136.22
Central America and the Caribbean,Cuba,Cereal,Online,C,9/24/2016,353666055,10/03/2016,6500,205.7,117.11,1337050,761215,575835
Europe,Lithuania,Snacks,Offline,C,06/09/2017,294182384,6/21/2017,3960,152.58,97.44,604216.8,385862.4,218354.4
Sub-Saharan Africa,Zambia,Baby Food,Offline,L,11/21/2016,470643842,12/02/2016,2826,255.28,159.42,721421.28,450520.92,270900.36
Europe,Croatia,Baby Food,Online,H,1/26/2014,795599257,3/13/2014,4355,255.28,159.42,1111744.4,694274.1,417470.3
