Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Sub-Saharan Africa,Malawi,Household,Online,H,2/14/2012,976102912,2/14/2012,9398,668.27,502.54,6280401.46,4722870.92,1557530.54
Sub-Saharan Africa,Cameroon,Personal Care,Online,C,6/23/2010,616074502,08/06/2010,8991,81.73,56.67,734834.43,509519.97,225314.46
Sub-Saharan Africa,Cote d'Ivoire,Beverages,Offline,M,10/23/2015,706004893,11/14/2015,1392,47.45,31.79,66050.4,44251.68,21798.72
Sub-Saharan Africa,Eritrea,Clothes,Offline,C,09/07/2014,188130414,10/14/2014,825,109.28,35.84,90156,29568,60588
Australia and Oceania,Solomon Islands,Cosmetics,Online,H,8/28/2013,774999892,9/24/2013,8545,437.2,263.33,3735874,2250154.85,1485719.15
Central America and the Caribbean,The Bahamas,Cereal,Online,H,10/09/2012,199474656,11/25/2012,7838,205.7,117.11,1612276.6,917908.18,694368.42
Australia and Oceania,Tuvalu,Meat,Offline,H,12/06/2016,764728534,01/11/2017,9022,421.89,364.69,3806291.58,3290233.18,516058.4
Sub-Saharan Africa,Cameroon,Fruits,Online,H,12/14/2016,794247853,02/02/2017,4445,9.33,6.92,41471.85,30759.4,10712.45
Europe,Montenegro,Cosmetics,Online,H,1/30/2016,481831443,03/01/2016,3486,437.2,263.33,1524079.2,917968.38,606110.82
Australia and Oceania,Kiribati,Clothes,Online,H,1/18/2011,541590631,2/22/2011,7558,109.28,35.84,825938.24,270878.72,555059.52
Middle East and North Africa,Tunisia ,Snacks,Online,H,01/06/2011,857949244,01/12/2011,5102,152.58,97.44,778463.16,497138.88,281324.28
Europe,Georgia,Clothes,Online,C,1/22/2011,935643613,1/24/2011,6592,109.28,35.84,720373.76,236257.28,484116.48
Central America and the Caribbean,El Salvador,Baby Food,Online,M,02/10/2011,349722564,03/02/2011,9533,255.28,159.42,2433584.24,1519750.86,913833.38
Middle East and North Africa,Saudi Arabia,Baby Food,Offline,C,03/01/2012,995547425,3/18/2012,3461,255.28,159.42,883524.08,551752.62,331771.46
Sub-Saharan Africa,Uganda,Cereal,Offline,H,6/30/2012,338792026,08/10/2012,4944,205.7,117.11,1016980.8,578991.84,437988.96
Asia,Uzbekistan,Fruits,Online,H,06/10/2011,865442693,6/13/2011,2580,9.33,6.92,24071.4,17853.6,6217.8
Sub-Saharan Africa,Sao Tome and Principe,Beverages,Online,L,03/09/2013,631798255,03/11/2013,1998,47.45,31.79,94805.1,63516.42,31288.68
Sub-Saharan Africa,Senegal,Beverages,Offline,C,06/01/2015,914470040,06/01/2015,861,47.45,31.79,40854.45,27371.19,13483.26
Europe,Germany,Office Supplies,Offline,M,02/02/2013,360381877,3/23/2013,3861,651.21,524.96,2514321.81,2026870.56,487451.25
Europe,Netherlands,Cosmetics,Offline,C,5/19/2017,836770093,5/29/2017,7720,437.2,263.33,3375184,2032907.6,1342276.4
Central America and the Caribbean,Guatemala,Cereal,Offline,C,01/07/2014,681183516,2/13/2014,6195,205.7,117.11,1274311.5,725496.45,548815.05
Middle East and North Africa,Libya,Snacks,Online,C,07/07/2012,551483476,8/21/2012,5070,152.58,97.44,773580.6,494020.8,279559.8
Asia,Cambodia,Cosmetics,Online,L,02/03/2012,275843799,03/10/2012,7165,437.2,263.33,3132538,1886759.45,1245778.55
Sub-Saharan Africa,Cape Verde,Personal Care,Online,H,01/12/2013,202750813,02/11/2013,7326,81.73,56.67,598753.98,415164.42,183589.56
Europe,Albania,Clothes,Online,M,11/25/2012,751003348,12/25/2012,7435,109.28,35.84,812496.8,266470.4,546026.4
Sub-Saharan Africa,Central African Republic,Beverages,Offline,C,4/29/2010,159712731,05/03/2010,1401,47.45,31.79,66477.45,44537.79,21939.66
Europe,Belarus,Meat,Offline,H,05/10/2016,338302791,5/22/2016,168,421.89,364.69,70877.52,61267.92,9609.6
Europe,Andorra,Snacks,Online,C,10/28/2012,116509854,11/18/2012,6710,152.58,97.44,1023811.8,653822.4,369989.4
Middle East and North Africa,Turkey,Cereal,Offline,H,09/11/2016,194382750,10/21/2016,1030,205.7,117.11,211871,120623.3,91247.7
Sub-Saharan Africa,Djibouti,Vegetables,Online,H,9/17/2015,892282807,10/28/2015,5166,154.06,90.93,795873.96,469744.38,326129.58
Central America and the Caribbean,Dominica,Household,Online,C,1/14/2010,800883853,2/16/2010,8184,668.27,502.54,5469121.68,4112787.36,1356334.32
Central America and the Caribbean,Guatemala,Baby Food,Offline,M,1/20/2016,831172215,03/01/2016,1184,255.28,159.42,302251.52,188753.28,113498.24
Australia and Oceania,Palau,Vegetables,Offline,H,02/12/2017,164446723,03/09/2017,2295,154.06,90.93,353567.7,208684.35,144883.35
Sub-Saharan Africa,Comoros,Vegetables,Offline,H,10/24/2012,302318704,11/02/2012,1677,154.06,90.93,258358.62,152489.61,105869.01
Europe,Bulgaria,Beverages,Offline,C,2/19/2015,116711986,2/27/2015,6525,47.45,31.79,309611.25,207429.75,102181.5
Asia,Nepal,Office Supplies,Offline,M,06/06/2014,799862897,7/24/2014,6061,651.21,524.96,3946983.81,3181782.56,765201.25
Sub-Saharan Africa,Madagascar,Clothes,Offline,M,6/18/2013,914320266,7/30/2013,6540,109.28,35.84,714691.2,234393.6,480297.6
Asia,North Korea,Cosmetics,Offline,L,1/27/2016,442945420,2/15/2016,6248,437.2,263.33,2731625.6,1645285.84,1086339.76
Sub-Saharan Africa,Seychelles ,Vegetables,Online,H,10/19/2015,338912189,12/03/2015,503,154.06,90.93,77492.18,45737.79,31754.39
Asia,Uzbekistan,Fruits,Online,H,10/26/2014,275706899,12/15/2014,6653,9.33,6.92,62072.49,46038.76,16033.73
Middle East and North Africa,Egypt,Meat,Online,C,08/03/2012,897128379,9/22/2012,9078,421.89,364.69,3829917.42,3310655.82,519261.6
Middle East and North Africa,Afghanistan,Cereal,Online,H,3/15/2017,667287957,04/11/2017,4190,205.7,117.11,861883,490690.9,371192.1
Central America and the Caribbean,Saint Vincent and the Grenadines,Cosmetics,Offline,L,4/26/2011,820609462,4/26/2011,5430,437.2,263.33,2373996,1429881.9,944114.1
Asia,Vietnam,Clothes,Online,M,07/06/2016,411829221,07/09/2016,8273,109.28,35.84,904073.44,296504.32,607569.12
Europe,Serbia,Snacks,Online,L,10/15/2013,365996062,10/20/2013,5223,152.58,97.44,796925.34,508929.12,287996.22
Europe,Macedonia,Fruits,Online,C,07/01/2015,328471314,08/12/2015,816,9.33,6.92,7613.28,5646.72,1966.56
Asia,Myanmar,Clothes,Online,L,2/16/2016,914928805,3/21/2016,6620,109.28,35.84,723433.6,237260.8,486172.8
Europe,United Kingdom,Cereal,Offline,L,3/24/2011,561354863,04/10/2011,6233,205.7,117.11,1282128.1,729946.63,552181.47
Asia,Vietnam,Baby Food,Online,C,05/07/2016,474048316,5/24/2016,286,255.28,159.42,73010.08,45594.12,27415.96
