Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Germany,Office Supplies,Offline,C,01/10/2013,764192950,1/28/2013,531,651.21,524.96,345792.51,278753.76,67038.75
Asia,Bangladesh,Meat,Offline,C,6/28/2012,542784535,8/16/2012,861,421.89,364.69,363247.29,313998.09,49249.2
Sub-Saharan Africa,Kenya,Baby Food,Online,M,7/18/2013,893502891,8/31/2013,6216,255.28,159.42,1586820.48,990954.72,595865.76
Sub-Saharan Africa,Sudan,Beverages,Online,M,9/16/2016,280459344,10/21/2016,3007,47.45,31.79,142682.15,95592.53,47089.62
Sub-Saharan Africa,Sudan,Meat,Offline,L,3/19/2012,838077723,4/30/2012,4677,421.89,364.69,1973179.53,1705655.13,267524.4
Middle East and North Africa,Syria,Household,Offline,C,1/25/2014,721094357,03/12/2014,6700,668.27,502.54,4477409,3367018,1110391
Sub-Saharan Africa,Namibia,Meat,Online,M,11/03/2010,854558074,11/20/2010,1579,421.89,364.69,666164.31,575845.51,90318.8
Europe,Italy,Clothes,Offline,C,11/20/2014,883830201,01/02/2015,3852,109.28,35.84,420946.56,138055.68,282890.88
Asia,North Korea,Vegetables,Offline,L,02/12/2013,524584567,3/27/2013,5086,154.06,90.93,783549.16,462469.98,321079.18
Sub-Saharan Africa,Senegal,Clothes,Offline,L,3/27/2016,912807500,3/29/2016,8879,109.28,35.84,970297.12,318223.36,652073.76
Middle East and North Africa,Pakistan,Snacks,Offline,C,1/25/2017,554797828,3/14/2017,5861,152.58,97.44,894271.38,571095.84,323175.54
Europe,Portugal,Cereal,Online,L,1/31/2017,277166879,2/14/2017,8694,205.7,117.11,1788355.8,1018154.34,770201.46
Europe,Albania,Baby Food,Offline,H,01/12/2015,976838481,02/09/2015,7069,255.28,159.42,1804574.32,1126939.98,677634.34
Middle East and North Africa,Tunisia ,Beverages,Offline,H,9/19/2010,471048963,10/17/2010,2711,47.45,31.79,128636.95,86182.69,42454.26
Europe,Iceland,Cosmetics,Online,L,5/18/2016,247347152,6/28/2016,4374,437.2,263.33,1912312.8,1151805.42,760507.38
Europe,United Kingdom,Cereal,Offline,M,01/10/2015,513594377,1/17/2015,2844,205.7,117.11,585010.8,333060.84,251949.96
Australia and Oceania,Nauru,Snacks,Offline,C,3/28/2017,647964465,04/03/2017,5939,152.58,97.44,906172.62,578696.16,327476.46
Sub-Saharan Africa,Mozambique,Vegetables,Online,M,12/11/2011,548943746,01/09/2012,3508,154.06,90.93,540442.48,318982.44,221460.04
Sub-Saharan Africa,Burundi,Clothes,Offline,C,8/19/2015,185331046,8/25/2015,2430,109.28,35.84,265550.4,87091.2,178459.2
Australia and Oceania,Palau,Baby Food,Online,L,7/29/2015,946237695,8/29/2015,1616,255.28,159.42,412532.48,257622.72,154909.76
Europe,Slovenia,Beverages,Offline,H,6/19/2011,691087520,7/24/2011,7009,47.45,31.79,332577.05,222816.11,109760.94
Australia and Oceania,Tuvalu,Fruits,Offline,L,8/19/2011,499616849,09/02/2011,6583,9.33,6.92,61419.39,45554.36,15865.03
Central America and the Caribbean,The Bahamas,Snacks,Online,M,02/11/2014,621874511,02/11/2014,5342,152.58,97.44,815082.36,520524.48,294557.88
Middle East and North Africa,Lebanon,Cereal,Online,H,06/11/2010,928221833,7/23/2010,322,205.7,117.11,66235.4,37709.42,28525.98
Europe,Bosnia and Herzegovina,Household,Offline,C,2/20/2012,459332644,3/13/2012,5592,668.27,502.54,3736965.84,2810203.68,926762.16
Middle East and North Africa,Algeria,Baby Food,Online,L,8/25/2016,576193273,10/05/2016,7249,255.28,159.42,1850524.72,1155635.58,694889.14
Europe,Lithuania,Meat,Offline,L,2/14/2011,910102546,3/18/2011,8423,421.89,364.69,3553579.47,3071783.87,481795.6
Central America and the Caribbean,Saint Kitts and Nevis ,Office Supplies,Offline,H,1/25/2014,712671792,3/14/2014,4275,651.21,524.96,2783922.75,2244204,539718.75
Sub-Saharan Africa,Madagascar,Cosmetics,Online,H,12/24/2010,205824840,1/19/2011,6999,437.2,263.33,3059962.8,1843046.67,1216916.13
Sub-Saharan Africa,Republic of the Congo,Personal Care,Online,L,2/19/2011,131798017,03/07/2011,817,81.73,56.67,66773.41,46299.39,20474.02
Central America and the Caribbean,Saint Kitts and Nevis ,Cereal,Online,H,07/07/2013,403140151,7/16/2013,6984,205.7,117.11,1436608.8,817896.24,618712.56
Sub-Saharan Africa,Burundi,Office Supplies,Online,M,08/07/2010,552712571,8/14/2010,8787,651.21,524.96,5722182.27,4612823.52,1109358.75
Europe,Greece,Personal Care,Offline,H,11/08/2014,183689105,11/10/2014,6543,81.73,56.67,534759.39,370791.81,163967.58
Asia,Myanmar,Office Supplies,Offline,M,02/06/2017,319556081,3/27/2017,2600,651.21,524.96,1693146,1364896,328250
Central America and the Caribbean,Saint Vincent and the Grenadines,Clothes,Online,M,01/04/2013,254112327,02/12/2013,6339,109.28,35.84,692725.92,227189.76,465536.16
Sub-Saharan Africa,Equatorial Guinea,Cosmetics,Online,H,6/19/2014,701469171,7/17/2014,9171,437.2,263.33,4009561.2,2414999.43,1594561.77
Europe,Malta,Vegetables,Online,M,6/23/2015,646050441,07/04/2015,9537,154.06,90.93,1469270.22,867199.41,602070.81
Sub-Saharan Africa,Burkina Faso,Household,Offline,H,2/13/2011,492592465,04/01/2011,7912,668.27,502.54,5287352.24,3976096.48,1311255.76
Sub-Saharan Africa,Senegal,Clothes,Online,H,6/22/2016,716144073,7/21/2016,1800,109.28,35.84,196704,64512,132192
Middle East and North Africa,Morocco,Beverages,Online,M,5/22/2017,512066590,06/09/2017,738,47.45,31.79,35018.1,23461.02,11557.08
Europe,Iceland,Office Supplies,Offline,M,2/19/2012,946033847,2/29/2012,1293,651.21,524.96,842014.53,678773.28,163241.25
Sub-Saharan Africa,Swaziland,Meat,Offline,L,3/13/2015,904032170,3/30/2015,2064,421.89,364.69,870780.96,752720.16,118060.8
Sub-Saharan Africa,Angola,Vegetables,Online,M,8/14/2015,242360389,9/21/2015,8680,154.06,90.93,1337240.8,789272.4,547968.4
Europe,Switzerland,Beverages,Offline,H,1/31/2011,237629830,03/06/2011,8802,47.45,31.79,417654.9,279815.58,137839.32
Central America and the Caribbean,Nicaragua,Fruits,Online,C,09/11/2011,436764323,9/17/2011,7124,9.33,6.92,66466.92,49298.08,17168.84
Asia,Thailand,Cosmetics,Offline,M,6/23/2013,907000195,07/11/2013,368,437.2,263.33,160889.6,96905.44,63984.16
Europe,Romania,Household,Online,M,4/23/2017,885886275,5/16/2017,2290,668.27,502.54,1530338.3,1150816.6,379521.7
Asia,Indonesia,Vegetables,Online,M,7/23/2017,131283891,8/27/2017,8676,154.06,90.93,1336624.56,788908.68,547715.88
Central America and the Caribbean,Dominican Republic,Beverages,Online,H,06/11/2013,271366870,6/18/2013,2342,47.45,31.79,111127.9,74452.18,36675.72
Sub-Saharan Africa,Madagascar,Beverages,Online,H,10/28/2012,754621541,11/05/2012,8138,47.45,31.79,386148.1,258707.02,127441.08
Sub-Saharan Africa,Burundi,Beverages,Offline,H,04/06/2013,199846732,5/18/2013,7944,47.45,31.79,376942.8,252539.76,124403.04
Middle East and North Africa,Lebanon,Office Supplies,Online,H,5/21/2013,446153771,6/17/2013,5670,651.21,524.96,3692360.7,2976523.2,715837.5
Sub-Saharan Africa,Benin,Household,Online,C,09/04/2016,702966487,9/25/2016,2260,668.27,502.54,1510290.2,1135740.4,374549.8
Europe,Bosnia and Herzegovina,Beverages,Online,C,07/12/2012,700021207,8/25/2012,686,47.45,31.79,32550.7,21807.94,10742.76
Sub-Saharan Africa,Democratic Republic of the Congo,Office Supplies,Offline,L,05/05/2010,237366759,05/07/2010,954,651.21,524.96,621254.34,500811.84,120442.5
Europe,Lithuania,Vegetables,Online,L,01/01/2013,535364472,1/21/2013,5099,154.06,90.93,785551.94,463652.07,321899.87
Middle East and North Africa,United Arab Emirates,Household,Online,M,02/08/2013,184688174,2/14/2013,2190,668.27,502.54,1463511.3,1100562.6,362948.7
Asia,Kyrgyzstan,Vegetables,Offline,C,11/18/2011,996324193,12/22/2011,3324,154.06,90.93,512095.44,302251.32,209844.12
Australia and Oceania,Samoa ,Office Supplies,Offline,L,5/31/2015,351571357,6/13/2015,6632,651.21,524.96,4318824.72,3481534.72,837290
Asia,Laos,Office Supplies,Offline,M,9/13/2015,652040994,10/04/2015,2275,651.21,524.96,1481502.75,1194284,287218.75
Sub-Saharan Africa,Lesotho,Fruits,Offline,C,03/03/2017,769656932,3/23/2017,7444,9.33,6.92,69452.52,51512.48,17940.04
Europe,Russia,Personal Care,Offline,C,03/03/2010,996655499,04/07/2010,1365,81.73,56.67,111561.45,77354.55,34206.9
Sub-Saharan Africa,Seychelles ,Beverages,Online,M,08/11/2012,795585525,09/12/2012,291,47.45,31.79,13807.95,9250.89,4557.06
Central America and the Caribbean,Cuba,Clothes,Online,H,03/10/2013,149308335,4/17/2013,2509,109.28,35.84,274183.52,89922.56,184260.96
Central America and the Caribbean,Saint Kitts and Nevis ,Personal Care,Online,C,01/04/2013,910997760,1/24/2013,3336,81.73,56.67,272651.28,189051.12,83600.16
Australia and Oceania,Marshall Islands,Household,Online,H,04/04/2014,954140126,04/10/2014,121,668.27,502.54,80860.67,60807.34,20053.33
Sub-Saharan Africa,Lesotho,Vegetables,Online,H,5/20/2016,922534263,06/04/2016,7244,154.06,90.93,1116010.64,658696.92,457313.72
