Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Sub-Saharan Africa,Malawi,Baby Food,Offline,H,3/19/2011,577097499,4/26/2011,4829,255.28,159.42,1232747.12,769839.18,462907.94
Sub-Saharan Africa,Ghana,Beverages,Offline,M,12/21/2014,679840695,12/26/2014,8824,47.45,31.79,418698.8,280514.96,138183.84
Sub-Saharan Africa,Gabon,Baby Food,Offline,C,3/26/2012,639280974,04/01/2012,6301,255.28,159.42,1608519.28,1004505.42,604013.86
North America,Canada,Beverages,Online,M,05/07/2015,100779664,06/02/2015,1797,47.45,31.79,85267.65,57126.63,28141.02
Middle East and North Africa,Qatar,Meat,Online,M,3/25/2011,580010592,4/30/2011,6878,421.89,364.69,2901759.42,2508337.82,393421.6
Sub-Saharan Africa,Sudan,Meat,Offline,M,7/29/2010,512960088,8/20/2010,5144,421.89,364.69,2170202.16,1875965.36,294236.8
Sub-Saharan Africa,Zambia,Personal Care,Offline,C,10/15/2013,205926978,10/23/2013,7224,81.73,56.67,590417.52,409384.08,181033.44
Central America and the Caribbean,Honduras,Fruits,Offline,C,10/07/2014,485522592,11/09/2014,5779,9.33,6.92,53918.07,39990.68,13927.39
Sub-Saharan Africa,Comoros,Baby Food,Offline,C,04/02/2012,448670756,4/21/2012,502,255.28,159.42,128150.56,80028.84,48121.72
Sub-Saharan Africa,Kenya,Cosmetics,Offline,H,8/19/2013,612607800,8/26/2013,3117,437.2,263.33,1362752.4,820799.61,541952.79
Sub-Saharan Africa,Mauritania,Fruits,Online,H,12/30/2015,664882552,1/23/2016,2377,9.33,6.92,22177.41,16448.84,5728.57
Sub-Saharan Africa,Burundi,Fruits,Online,L,07/01/2017,813356339,07/11/2017,9070,9.33,6.92,84623.1,62764.4,21858.7
Central America and the Caribbean,Saint Lucia,Personal Care,Offline,L,7/29/2013,436202991,09/12/2013,1013,81.73,56.67,82792.49,57406.71,25385.78
Sub-Saharan Africa,Sierra Leone,Cereal,Offline,C,11/12/2015,331908833,11/30/2015,8054,205.7,117.11,1656707.8,943203.94,713503.86
Sub-Saharan Africa,Sudan,Cereal,Offline,C,7/29/2010,469272696,08/10/2010,7074,205.7,117.11,1455121.8,828436.14,626685.66
Asia,Turkmenistan,Cosmetics,Offline,L,04/07/2015,437405908,4/26/2015,6983,437.2,263.33,3052967.6,1838833.39,1214134.21
Europe,Netherlands,Meat,Online,C,6/26/2014,795732295,7/17/2014,3724,421.89,364.69,1571118.36,1358105.56,213012.8
North America,Greenland,Personal Care,Offline,M,7/23/2016,823988187,08/05/2016,5270,81.73,56.67,430717.1,298650.9,132066.2
Europe,Ukraine,Vegetables,Offline,H,12/16/2011,772222411,1/14/2012,6627,154.06,90.93,1020955.62,602593.11,418362.51
Europe,Ireland,Fruits,Online,C,12/05/2014,510796296,12/19/2014,4830,9.33,6.92,45063.9,33423.6,11640.3
Europe,Ukraine,Baby Food,Offline,L,04/09/2014,880383670,4/14/2014,3947,255.28,159.42,1007590.16,629230.74,378359.42
Middle East and North Africa,Libya,Snacks,Offline,L,01/04/2015,541970860,2/23/2015,76,152.58,97.44,11596.08,7405.44,4190.64
Asia,Tajikistan,Vegetables,Online,L,11/12/2011,926856696,12/15/2011,6348,154.06,90.93,977972.88,577223.64,400749.24
Sub-Saharan Africa,Mozambique,Household,Offline,L,10/10/2015,386652505,10/15/2015,7923,668.27,502.54,5294703.21,3981624.42,1313078.79
Middle East and North Africa,United Arab Emirates,Fruits,Online,H,3/23/2012,943282115,3/28/2012,6994,9.33,6.92,65254.02,48398.48,16855.54
Europe,Andorra,Baby Food,Online,L,07/02/2010,638981854,08/06/2010,7785,255.28,159.42,1987354.8,1241084.7,746270.1
Asia,Sri Lanka,Cosmetics,Online,C,2/26/2017,286300551,3/30/2017,1550,437.2,263.33,677660,408161.5,269498.5
Sub-Saharan Africa,South Sudan,Household,Offline,L,02/03/2017,318099534,3/25/2017,1576,668.27,502.54,1053193.52,792003.04,261190.48
Asia,Myanmar,Meat,Online,C,3/19/2015,337552630,4/18/2015,8179,421.89,364.69,3450638.31,2982799.51,467838.8
Middle East and North Africa,Azerbaijan,Vegetables,Offline,C,6/22/2017,468146169,7/19/2017,3709,154.06,90.93,571408.54,337259.37,234149.17
Sub-Saharan Africa,Sudan,Cosmetics,Online,L,12/24/2011,903678977,1/27/2012,7546,437.2,263.33,3299111.2,1987088.18,1312023.02
Australia and Oceania,Kiribati,Office Supplies,Online,M,08/10/2010,558262383,8/15/2010,1100,651.21,524.96,716331,577456,138875
Europe,Lithuania,Beverages,Online,H,12/11/2014,216320216,1/17/2015,2814,47.45,31.79,133524.3,89457.06,44067.24
Middle East and North Africa,Turkey,Cereal,Online,C,6/30/2012,282588803,08/04/2012,3161,205.7,117.11,650217.7,370184.71,280032.99
Sub-Saharan Africa,Rwanda,Office Supplies,Online,C,10/07/2010,332116973,11/23/2010,9648,651.21,524.96,6282874.08,5064814.08,1218060
Europe,Macedonia,Fruits,Online,M,10/01/2010,460266053,10/31/2010,1808,9.33,6.92,16868.64,12511.36,4357.28
Central America and the Caribbean,Honduras,Snacks,Offline,H,9/19/2010,832709872,10/21/2010,6211,152.58,97.44,947674.38,605199.84,342474.54
Australia and Oceania,Samoa ,Office Supplies,Offline,C,01/03/2010,335434758,1/18/2010,1454,651.21,524.96,946859.34,763291.84,183567.5
Europe,Lithuania,Fruits,Online,C,10/23/2012,624739539,11/19/2012,3168,9.33,6.92,29557.44,21922.56,7634.88
Sub-Saharan Africa,Cote d'Ivoire,Fruits,Offline,C,10/22/2016,277235543,11/21/2016,9013,9.33,6.92,84091.29,62369.96,21721.33
Asia,Turkmenistan,Office Supplies,Offline,C,12/17/2016,639846599,01/11/2017,3682,651.21,524.96,2397755.22,1932902.72,464852.5
Sub-Saharan Africa,Democratic Republic of the Congo,Household,Online,C,11/12/2016,879809033,12/08/2016,3899,668.27,502.54,2605584.73,1959403.46,646181.27
Australia and Oceania,Papua New Guinea,Snacks,Offline,M,5/26/2017,234671676,6/30/2017,3419,152.58,97.44,521671.02,333147.36,188523.66
Middle East and North Africa,United Arab Emirates,Household,Online,C,12/06/2012,262295854,12/22/2012,8027,668.27,502.54,5364203.29,4033888.58,1330314.71
Europe,Georgia,Snacks,Online,C,04/02/2010,790855395,4/26/2010,541,152.58,97.44,82545.78,52715.04,29830.74
Sub-Saharan Africa,Togo,Beverages,Online,C,3/21/2017,368836629,4/15/2017,5810,47.45,31.79,275684.5,184699.9,90984.6
Australia and Oceania,Federated States of Micronesia,Office Supplies,Online,L,04/02/2016,315038383,4/28/2016,5713,651.21,524.96,3720362.73,2999096.48,721266.25
Europe,Monaco,Clothes,Offline,M,7/21/2013,668571984,09/03/2013,4162,109.28,35.84,454823.36,149166.08,305657.28
Sub-Saharan Africa,Burundi,Vegetables,Online,C,08/05/2012,638861262,09/09/2012,2099,154.06,90.93,323371.94,190862.07,132509.87
Sub-Saharan Africa,Zimbabwe,Office Supplies,Online,C,05/11/2010,855642545,06/01/2010,2498,651.21,524.96,1626722.58,1311350.08,315372.5
Sub-Saharan Africa,Equatorial Guinea,Cosmetics,Offline,M,3/25/2016,218964660,04/03/2016,5364,437.2,263.33,2345140.8,1412502.12,932638.68
Central America and the Caribbean,Saint Vincent and the Grenadines,Clothes,Online,M,5/22/2010,849188935,06/12/2010,2732,109.28,35.84,298552.96,97914.88,200638.08
North America,Greenland,Cosmetics,Offline,L,9/17/2015,436989200,10/04/2015,3670,437.2,263.33,1604524,966421.1,638102.9
Middle East and North Africa,Iraq,Office Supplies,Offline,H,9/18/2010,793351781,10/08/2010,9277,651.21,524.96,6041275.17,4870053.92,1171221.25
Sub-Saharan Africa,Gabon,Office Supplies,Offline,H,8/16/2016,199575507,9/27/2016,7682,651.21,524.96,5002595.22,4032742.72,969852.5
Europe,Croatia,Snacks,Offline,H,4/21/2010,157271707,4/28/2010,9048,152.58,97.44,1380543.84,881637.12,498906.72
Europe,Croatia,Personal Care,Offline,C,4/25/2011,438364207,5/23/2011,565,81.73,56.67,46177.45,32018.55,14158.9
Asia,Philippines,Cereal,Offline,M,01/03/2010,435089337,02/04/2010,1458,205.7,117.11,299910.6,170746.38,129164.22
Europe,Latvia,Fruits,Online,M,9/22/2016,509995925,10/25/2016,7982,9.33,6.92,74472.06,55235.44,19236.62
Sub-Saharan Africa,Niger,Fruits,Offline,L,08/01/2012,645945298,08/09/2012,8423,9.33,6.92,78586.59,58287.16,20299.43
Europe,Moldova ,Household,Offline,H,11/03/2013,896111285,11/28/2013,8098,668.27,502.54,5411650.46,4069568.92,1342081.54
Asia,Maldives,Clothes,Offline,C,02/07/2015,933980214,2/20/2015,4355,109.28,35.84,475914.4,156083.2,319831.2
Asia,Maldives,Beverages,Online,L,10/28/2015,503350913,12/06/2015,1576,47.45,31.79,74781.2,50101.04,24680.16
Central America and the Caribbean,Honduras,Cosmetics,Online,L,07/11/2016,768334710,8/14/2016,6170,437.2,263.33,2697524,1624746.1,1072777.9
Europe,Andorra,Clothes,Online,H,01/04/2015,263355433,1/21/2015,1580,109.28,35.84,172662.4,56627.2,116035.2
Europe,Ukraine,Personal Care,Online,L,2/21/2010,743149411,3/14/2010,3280,81.73,56.67,268074.4,185877.6,82196.8
Middle East and North Africa,Lebanon,Household,Offline,L,3/16/2013,432765471,04/02/2013,3775,668.27,502.54,2522719.25,1897088.5,625630.75
Asia,Malaysia,Snacks,Online,L,11/04/2013,777564942,12/14/2013,7601,152.58,97.44,1159760.58,740641.44,419119.14
Europe,Albania,Baby Food,Offline,C,02/09/2014,593221652,2/19/2014,6324,255.28,159.42,1614390.72,1008172.08,606218.64
Sub-Saharan Africa,Namibia,Household,Offline,L,2/17/2017,115721929,03/04/2017,3545,668.27,502.54,2369017.15,1781504.3,587512.85
Middle East and North Africa,Egypt,Clothes,Online,L,9/27/2015,551364600,10/25/2015,9893,109.28,35.84,1081107.04,354565.12,726541.92
Central America and the Caribbean,El Salvador,Meat,Offline,H,5/26/2011,926760995,07/01/2011,8028,421.89,364.69,3386932.92,2927731.32,459201.6
Sub-Saharan Africa,Mauritius ,Household,Offline,L,06/06/2010,338834941,6/20/2010,7644,668.27,502.54,5108255.88,3841415.76,1266840.12
Europe,Malta,Office Supplies,Offline,L,8/24/2012,204822766,8/25/2012,463,651.21,524.96,301510.23,243056.48,58453.75
Europe,Kosovo,Fruits,Offline,M,2/19/2015,212273299,3/17/2015,5241,9.33,6.92,48898.53,36267.72,12630.81
Central America and the Caribbean,Grenada,Vegetables,Offline,M,1/21/2016,569047868,2/18/2016,2764,154.06,90.93,425821.84,251330.52,174491.32
Europe,Cyprus,Beverages,Online,H,11/01/2010,653320300,12/06/2010,850,47.45,31.79,40332.5,27021.5,13311
Sub-Saharan Africa,Cape Verde,Beverages,Online,H,2/14/2011,363576924,3/26/2011,9346,47.45,31.79,443467.7,297109.34,146358.36
Europe,Andorra,Personal Care,Online,C,09/09/2010,568616569,10/01/2010,5133,81.73,56.67,419520.09,290887.11,128632.98
Europe,Spain,Personal Care,Online,M,12/16/2011,857550561,01/10/2012,7123,81.73,56.67,582162.79,403660.41,178502.38
Middle East and North Africa,Israel,Cereal,Offline,L,08/12/2014,889802730,9/13/2014,1256,205.7,117.11,258359.2,147090.16,111269.04
Asia,Kyrgyzstan,Meat,Online,C,11/06/2011,845109403,12/12/2011,5507,421.89,364.69,2323348.23,2008347.83,315000.4
Middle East and North Africa,Qatar,Snacks,Online,L,11/01/2016,973519408,11/23/2016,4882,152.58,97.44,744895.56,475702.08,269193.48
Sub-Saharan Africa,Burundi,Meat,Offline,M,7/16/2013,245394074,8/20/2013,6415,421.89,364.69,2706424.35,2339486.35,366938
Sub-Saharan Africa,Mozambique,Fruits,Online,H,6/26/2013,401407229,07/07/2013,4174,9.33,6.92,38943.42,28884.08,10059.34
Australia and Oceania,Australia,Vegetables,Online,H,02/10/2014,102545201,3/31/2014,4259,154.06,90.93,656141.54,387270.87,268870.67
Central America and the Caribbean,Saint Vincent and the Grenadines,Fruits,Online,H,2/23/2010,780106818,3/29/2010,9798,9.33,6.92,91415.34,67802.16,23613.18
