Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Bulgaria,Office Supplies,Offline,M,6/17/2017,978422486,6/25/2017,5811,651.21,524.96,3784181.31,3050542.56,733638.75
Asia,Myanmar,Fruits,Online,H,01/09/2017,144567477,2/15/2017,9584,9.33,6.92,89418.72,66321.28,23097.44
Asia,Turkmenistan,Office Supplies,Online,L,11/06/2014,620681035,12/09/2014,2166,651.21,524.96,1410520.86,1137063.36,273457.5
Sub-Saharan Africa,Seychelles ,Household,Offline,C,05/02/2011,913061988,5/21/2011,4187,668.27,502.54,2798046.49,2104134.98,693911.51
Central America and the Caribbean,Dominican Republic,Vegetables,Offline,M,07/09/2015,948321664,08/12/2015,8309,154.06,90.93,1280084.54,755537.37,524547.17
Asia,Brunei,Cereal,Offline,M,01/03/2011,723383891,01/04/2011,4223,205.7,117.11,868671.1,494555.53,374115.57
Sub-Saharan Africa,Cote d'Ivoire,Cosmetics,Online,L,10/04/2012,755484998,10/15/2012,3654,437.2,263.33,1597528.8,962207.82,635320.98
Sub-Saharan Africa,Republic of the Congo,Cereal,Offline,C,4/15/2010,732173812,5/27/2010,5356,205.7,117.11,1101729.2,627241.16,474488.04
Sub-Saharan Africa,Sao Tome and Principe,Beverages,Offline,C,11/21/2016,861311662,12/22/2016,116,47.45,31.79,5504.2,3687.64,1816.56
Europe,Latvia,Baby Food,Offline,M,11/11/2012,521072375,11/19/2012,5750,255.28,159.42,1467860,916665,551195
Europe,Sweden,Fruits,Offline,M,06/01/2017,509942281,6/18/2017,2108,9.33,6.92,19667.64,14587.36,5080.28
Sub-Saharan Africa,Cote d'Ivoire,Clothes,Offline,C,10/03/2016,796720206,11/08/2016,6069,109.28,35.84,663220.32,217512.96,445707.36
Europe,Spain,Meat,Online,L,4/18/2013,970517480,4/26/2013,6544,421.89,364.69,2760848.16,2386531.36,374316.8
Central America and the Caribbean,Saint Kitts and Nevis ,Fruits,Online,L,4/21/2014,690757930,05/07/2014,9476,9.33,6.92,88411.08,65573.92,22837.16
Sub-Saharan Africa,South Sudan,Snacks,Offline,H,12/18/2012,137177884,12/23/2012,2839,152.58,97.44,433174.62,276632.16,156542.46
Europe,Bulgaria,Beverages,Online,L,11/20/2014,459826171,11/28/2014,1637,47.45,31.79,77675.65,52040.23,25635.42
Australia and Oceania,Kiribati,Cosmetics,Online,L,08/06/2011,629064118,8/29/2011,2907,437.2,263.33,1270940.4,765500.31,505440.09
Middle East and North Africa,Azerbaijan,Cereal,Online,M,8/16/2014,585565555,9/18/2014,715,205.7,117.11,147075.5,83733.65,63341.85
Middle East and North Africa,Somalia,Cereal,Online,L,11/02/2013,790316808,12/08/2013,1161,205.7,117.11,238817.7,135964.71,102852.99
Sub-Saharan Africa,Seychelles ,Clothes,Offline,C,7/16/2011,874616706,08/04/2011,7374,109.28,35.84,805830.72,264284.16,541546.56
Central America and the Caribbean,Cuba,Cosmetics,Online,H,1/31/2011,990076577,03/05/2011,4516,437.2,263.33,1974395.2,1189198.28,785196.92
Europe,France,Household,Online,L,02/10/2013,458620250,2/24/2013,4778,668.27,502.54,3192994.06,2401136.12,791857.94
Asia,Bhutan,Vegetables,Offline,H,10/04/2011,922484052,10/19/2011,2385,154.06,90.93,367433.1,216868.05,150565.05
Sub-Saharan Africa,Liberia,Office Supplies,Offline,M,7/29/2013,494216811,8/23/2013,8592,651.21,524.96,5595196.32,4510456.32,1084740
Sub-Saharan Africa,Mozambique,Household,Offline,H,1/16/2011,506679856,03/04/2011,6684,668.27,502.54,4466716.68,3358977.36,1107739.32
Central America and the Caribbean,Honduras,Fruits,Online,M,8/18/2016,563047015,09/08/2016,6979,9.33,6.92,65114.07,48294.68,16819.39
Central America and the Caribbean,Dominica,Snacks,Online,M,08/01/2013,786804616,08/03/2013,1825,152.58,97.44,278458.5,177828,100630.5
Europe,Switzerland,Fruits,Online,L,9/19/2012,471751487,10/23/2012,603,9.33,6.92,5625.99,4172.76,1453.23
Asia,Mongolia,Cereal,Online,M,10/08/2010,331998956,10/29/2010,4724,205.7,117.11,971726.8,553227.64,418499.16
Europe,Ireland,Cereal,Online,C,11/23/2016,251970851,12/01/2016,2629,205.7,117.11,540785.3,307882.19,232903.11
Europe,Iceland,Household,Online,L,01/12/2011,636403501,1/16/2011,4793,668.27,502.54,3203018.11,2408674.22,794343.89
Europe,Macedonia,Vegetables,Offline,M,10/28/2015,160345733,10/30/2015,8720,154.06,90.93,1343403.2,792909.6,550493.6
Sub-Saharan Africa,The Gambia,Office Supplies,Offline,H,2/14/2017,719158875,2/28/2017,3947,651.21,524.96,2570325.87,2072017.12,498308.75
Asia,Japan,Vegetables,Offline,C,3/14/2013,678516757,4/19/2013,7041,154.06,90.93,1084736.46,640238.13,444498.33
Sub-Saharan Africa,Lesotho,Cereal,Online,C,12/19/2010,724405705,1/17/2011,6601,205.7,117.11,1357825.7,773043.11,584782.59
Australia and Oceania,East Timor,Baby Food,Online,L,08/12/2014,713124549,9/22/2014,8256,255.28,159.42,2107591.68,1316171.52,791420.16
